Frequency,Channel A,Channel C
(ms),(V),(mV)

-250.20000339,0.36973510,125.28990000
-250.10000339,0.36534000,123.94700000
-250.00000339,0.35874740,121.79520000
-249.90000339,0.35435230,118.57530000
-249.80000340,0.34769870,115.87410000
-249.70000340,0.34220490,113.18820000
-249.60000340,0.33890860,109.69360000
-249.50000340,0.33231600,107.00770000
-249.40000341,0.32572340,105.39010000
-249.30000341,0.32132830,105.39010000
-249.20000341,0.31473570,102.97890000
-249.10000341,0.30918080,100.55240000
-249.00000342,0.30368700,98.12599000
-248.90000342,0.29929190,95.18068000
-248.80000342,0.29269930,87.91661000
-248.70000342,0.28830420,83.07898000
-248.60000343,0.28171160,79.84373000
-248.50000343,0.27511900,78.50079000
-248.40000343,0.27066290,76.34904000
-248.30000343,0.26626780,73.66316000
-248.20000344,0.26077400,70.44316000
-248.10000344,0.25418140,66.94848000
-248.00000344,0.24868760,61.30203000
-247.90000344,0.24319370,59.68441000
-247.80000345,0.23660110,59.40971000
-247.70000345,0.22994750,55.10621000
-247.60000345,0.22555240,54.31266000
-247.50000345,0.22115740,51.35209000
-247.40000346,0.21456480,53.76328000
-247.30000346,0.20907090,50.54327000
-247.20000346,0.20467590,45.96508000
-247.10000346,0.19698450,44.08802000
-247.00000347,0.19252840,42.21096000
-246.90000347,0.18703450,41.12746000
-246.80000347,0.18044190,38.71627000
-246.70000347,0.17824440,38.44158000
-246.60000348,0.17055300,36.28983000
-246.50000348,0.16505920,33.06983000
-246.40000348,0.15846660,30.64339000
-246.30000348,0.15291170,27.95751000
-246.20000349,0.14741790,27.42339000
-246.10000349,0.14192410,26.61457000
-246.00000349,0.13533150,25.27164000
-245.90000349,0.13093640,24.46282000
-245.80000350,0.12434380,23.37932000
-245.70000350,0.11885000,22.03638000
-245.60000350,0.11219630,20.43401000
-245.50000350,0.10890000,18.81638000
-245.40000351,0.10340620,17.19875000
-245.30000351,0.09461604,14.78757000
-245.20000351,0.09131974,13.97876000
-245.10000351,0.08472714,12.63582000
-245.00000352,0.07923330,10.20938000
-244.90000352,0.07477719,9.14112900
-244.80000352,0.06818459,7.52350100
-244.70000352,0.06378952,7.24880900
-244.60000353,0.05829569,5.09705700
-244.50000353,0.05170309,4.28824300
-244.40000353,0.04511049,2.41118300
-244.30000353,0.04071542,1.34293700
-244.20000354,0.03516054,0.53412280
-244.10000354,0.02966671,-0.80881450
-244.00000354,0.02307411,-0.80881450
-243.90000354,0.01758027,-1.89232100
-243.80000355,0.01208644,-1.89232100
-243.70000355,0.00769137,-3.23525800
-243.60000355,0.00219753,-3.50995000
-243.50000355,-0.00555488,-3.50995000
-243.40000356,-0.00885118,-4.30350400
-243.30000356,-0.01434501,-4.57819500
-243.20000356,-0.01983885,-5.38701000
-243.10000356,-0.02423391,-6.19582400
-243.00000357,-0.03082652,-7.26407000
-242.90000357,-0.03741912,-7.26407000
-242.80000357,-0.04297400,-8.34757600
-242.70000358,-0.04846783,-9.15639000
-242.60000358,-0.05286290,-9.69051400
-242.50000358,-0.05945550,-11.03345000
-242.40000358,-0.06385057,-11.56757000
-242.30000359,-0.06824563,-11.84227000
-242.20000359,-0.07593700,-13.18520000
-242.10000359,-0.08039311,-13.71933000
-242.00000359,-0.08478818,-15.33695000
-241.90000360,-0.09138078,-15.59639000
-241.80000360,-0.09687462,-17.48871000
-241.70000360,-0.10236850,-18.02283000
-241.60000360,-0.10676350,-19.09107000
-241.50000361,-0.11115860,-20.17458000
-241.40000361,-0.11891100,-20.70870000
-241.30000361,-0.12440480,-22.05164000
-241.20000361,-0.12879990,-23.39458000
-241.10000362,-0.13429370,-23.94396000
-241.00000362,-0.13759000,-25.54633000
-240.90000362,-0.14528140,-27.16396000
-240.80000362,-0.14967650,-27.97277000
-240.70000363,-0.15633010,-29.84983000
-240.60000363,-0.15962640,-30.93334000
-240.50000363,-0.16402150,-31.74215000
-240.40000363,-0.17171280,-32.81040000
-240.30000364,-0.17500920,-34.15334000
-240.20000364,-0.18160180,-36.03040000
-240.10000364,-0.18599680,-37.11390000
-240.00000364,-0.19149070,-38.45684000
-239.90000365,-0.19814430,-39.79978000
-239.80000365,-0.20253940,-40.60859000
-239.70000365,-0.20693440,-41.41741000
-239.60000365,-0.21242830,-43.82859000
-239.50000366,-0.21572460,-44.37797000
-239.40000366,-0.22121840,-46.52972000
-239.30000366,-0.22561350,-46.78915000
-239.20000366,-0.23110730,-47.87266000
-239.10000367,-0.23666220,-48.40678000
-239.00000367,-0.24215600,-50.02441000
-238.90000367,-0.24655110,-51.09266000
-238.80000367,-0.24984740,-52.43560000
-238.70000368,-0.25753880,-53.24441000
-238.60000368,-0.26083510,-54.58735000
-238.50000368,-0.26632890,-56.47967000
-238.40000368,-0.26962520,-57.54792000
-238.30000369,-0.27737760,-58.61616000
-238.20000369,-0.28287140,-60.76791000
-238.10000369,-0.28616770,-60.76791000
-238.00000369,-0.28946410,-62.12611000
-237.90000370,-0.29495790,-64.00317000
-237.80000370,-0.29935290,-64.81199000
-237.70000370,-0.30374800,-65.62080000
-237.60000370,-0.30924180,-66.68904000
-237.50000371,-0.31369800,-67.49786000
-237.40000371,-0.31919180,-67.77254000
-237.30000371,-0.32468560,-66.41435000
-237.20000371,-0.32798190,-66.96374000
-237.10000372,-0.33347580,-65.62080000
-237.00000372,-0.33896960,-67.49786000
-236.90000372,-0.34226590,-67.22317000
-236.80000372,-0.34446340,-68.03197000
-236.70000373,-0.35221580,-68.56610000
-236.60000373,-0.35551210,-68.03197000
-236.50000373,-0.36100600,-68.56610000
-236.40000373,-0.36540100,-69.90904000
-236.30000374,-0.36869730,-70.45842000
-236.20000374,-0.37419120,-69.37492000
-236.10000374,-0.37748750,-66.68904000
-236.00000374,-0.38188250,-67.22317000
-235.90000375,-0.38737640,-68.03197000
-235.80000375,-0.38963500,-68.56610000
-235.70000375,-0.39512880,-69.90904000
-235.60000375,-0.39952390,-70.18373000
-235.50000376,-0.40611650,-69.37492000
-235.40000376,-0.40831400,-49.21560000
-235.30000376,-0.41380780,-49.47503000
-235.20000376,-0.41930170,-49.21560000
-235.10000377,-0.42149920,-50.28385000
-235.00000377,-0.42589430,-51.36735000
-234.90000377,-0.42925160,-50.83323000
-234.80000377,-0.43474540,-51.09266000
-234.70000378,-0.44023930,-51.36735000
-234.60000378,-0.44243680,-51.90147000
-234.50000378,-0.44463430,-52.17617000
-234.40000378,-0.45012820,-53.24441000
-234.30000379,-0.45342450,-52.43560000
-234.20000379,-0.46001710,-52.96972000
-234.10000379,-0.46221460,-52.96972000
-234.00000379,-0.46551090,-52.17617000
-233.90000380,-0.46886830,-52.17617000
-233.80000380,-0.47216460,-53.24441000
-233.70000380,-0.47985590,-53.77853000
-233.60000380,-0.48095470,-52.71029000
-233.50000381,-0.48644850,-52.96972000
-233.40000381,-0.48974480,-54.58735000
-233.30000381,-0.49304110,-54.05323000
-233.20000382,-0.49523870,-53.77853000
-233.10000382,-0.50183130,-54.86204000
-233.00000382,-0.50293000,-55.67085000
-232.90000382,-0.50738610,-55.12147000
-232.80000383,-0.51288000,-55.12147000
-232.70000383,-0.51397870,-55.12147000
-232.60000383,-0.51947260,-55.93028000
-232.50000383,-0.52276890,-56.20498000
-232.40000384,-0.52386770,-56.73910000
-232.30000384,-0.53155900,-56.47967000
-232.20000384,-0.53265780,-56.73910000
-232.10000384,-0.53595410,-58.08204000
-232.00000385,-0.53925040,-57.27322000
-231.90000385,-0.54364540,-58.89085000
-231.80000385,-0.54590400,-56.73910000
-231.70000385,-0.55029910,-57.54792000
-231.60000386,-0.55469420,-58.08204000
