Frequency,Channel A,Channel B,Channel C
(ms),(V),(V),(V)

-2.50199996,0.01758027,0.06360640,0.09479917
-2.50099996,0.00988890,0.05261873,0.08387254
-2.49999996,0.00549384,0.04279087,0.07294592
-2.49899996,-0.00225858,0.03180320,0.06208033
-2.49799996,-0.00555488,0.01971676,0.05225247
-2.49699996,-0.01214748,0.01092663,0.04242461
-2.49599996,-0.01764131,0.00000000,0.03259675
-2.49499996,-0.02423391,-0.00988890,0.02173117
-2.49399996,-0.03302405,-0.01867904,0.01080454
-2.49299996,-0.03632035,-0.03076547,-0.00012209
-2.49199996,-0.04297400,-0.03955561,-0.00885118
-2.49099996,-0.05066536,-0.04938347,-0.01971676
-2.48999996,-0.05506043,-0.06037114,-0.03064339
-2.48899996,-0.06275180,-0.07026004,-0.03937248
-2.48799996,-0.06824563,-0.08014894,-0.05023807
-2.48699996,-0.07154194,-0.09107557,-0.05896716
-2.48599996,-0.08039311,-0.09986570,-0.07099255
-2.48499996,-0.08698571,-0.11085340,-0.07862288
-2.48399996,-0.09357832,-0.12074230,-0.08954950
-2.48299996,-0.09797338,-0.13057010,-0.10041510
-2.48199996,-0.10346720,-0.14045900,-0.11024290
-2.48099996,-0.11115860,-0.15144670,-0.12007080
-2.47999996,-0.11781220,-0.16133560,-0.13099740
-2.47899996,-0.12330610,-0.17122450,-0.14076430
-2.47799996,-0.12879990,-0.18215110,-0.15169090
-2.47699996,-0.13649130,-0.19204000,-0.16151870
-2.47599996,-0.14308390,-0.20192890,-0.17134660
-2.47499996,-0.14638020,-0.21181780,-0.18111340
-2.47399996,-0.15297280,-0.22384320,-0.19204000
-2.47299996,-0.16072520,-0.23263340,-0.20186790
-2.47199996,-0.16621900,-0.24362110,-0.21169580
-2.47099996,-0.17061410,-0.25241120,-0.22146260
-2.46999996,-0.17720670,-0.26223900,-0.23238920
-2.46899996,-0.18379930,-0.27212790,-0.24221710
-2.46799996,-0.18929310,-0.28091810,-0.25204490
-2.46699996,-0.19814430,-0.29080700,-0.26187280
-2.46599996,-0.20253940,-0.29959710,-0.27163960
-2.46499996,-0.20913200,-0.31162250,-0.28036870
-2.46399996,-0.21462580,-0.32041260,-0.29129530
-2.46299996,-0.22121840,-0.32920280,-0.30112320
-2.46199996,-0.22561350,-0.33909170,-0.30985230
-2.46099996,-0.23220610,-0.35001830,-0.31961910
-2.45999996,-0.23995850,-0.35990720,-0.33054570
-2.45899996,-0.24435360,-0.36979610,-0.34147230
-2.45799996,-0.25094620,-0.37968500,-0.35020140
-2.45699996,-0.25314370,-0.38847510,-0.35996820
-2.45599996,-0.26193380,-0.39940180,-0.36869730
-2.45499996,-0.26742770,-0.40929070,-0.38072270
-2.45399996,-0.27518010,-0.41917960,-0.39055060
-2.45299996,-0.27957510,-0.42906850,-0.40037850
-2.45199996,-0.28616770,-0.43779760,-0.41014530
-2.45099996,-0.29276030,-0.44658770,-0.42107190
-2.44999996,-0.29715540,-0.45647660,-0.42870220
-2.44899996,-0.30264930,-0.46636550,-0.43853010
-2.44799996,-0.30924180,-0.47515570,-0.44725920
-2.44699996,-0.31479670,-0.48388480,-0.45708700
-2.44599996,-0.32029060,-0.49267490,-0.46575510
-2.44499996,-0.32578440,-0.50146500,-0.47558300
-2.44399996,-0.33237700,-0.51025520,-0.48541080
-2.44299996,-0.33677210,-0.52008300,-0.49304110
-2.44199996,-0.34446340,-0.52887310,-0.50396780
-2.44099996,-0.34885850,-0.53986080,-0.51269690
-2.43999996,-0.35551210,-0.54755220,-0.52252470
-2.43899996,-0.36100600,-0.55634230,-0.53015510
-2.43799996,-0.36759860,-0.56836770,-0.53992190
-2.43699996,-0.37199370,-0.57715790,-0.54865100
-2.43599996,-0.37748750,-0.58594800,-0.55957760
-2.43499996,-0.38188250,-0.59473810,-0.56940540
-2.43399996,-0.38847510,-0.60352830,-0.57813450
-2.43299996,-0.39622760,-0.61225740,-0.58686360
-2.43199996,-0.39952390,-0.62324500,-0.59559270
-2.43099996,-0.40611650,-0.63093640,-0.60535960
-2.42999996,-0.41161030,-0.63862780,-0.61298980
-2.42899996,-0.41820290,-0.64522030,-0.62281770
-2.42799996,-0.42259800,-0.65614700,-0.63044800
-2.42699996,-0.42699300,-0.66383830,-0.64027590
-2.42599996,-0.43584420,-0.67152970,-0.64790620
-2.42499996,-0.44023930,-0.67922110,-0.65553650
-2.42399996,-0.44463430,-0.68911000,-0.66426560
-2.42299996,-0.45012820,-0.69674030,-0.67519230
-2.42199996,-0.45562200,-0.70553050,-0.68062510
-2.42099996,-0.46221460,-0.71432060,-0.69045290
-2.41999996,-0.46667070,-0.72311070,-0.69918200
-2.41899996,-0.47106580,-0.72970330,-0.70791110
-2.41799996,-0.47546090,-0.73843240,-0.71554140
-2.41699996,-0.48315220,-0.74722250,-0.72317180
-2.41599996,-0.48864610,-0.75381520,-0.73299960
-2.41499996,-0.49413990,-0.76260530,-0.73843240
-2.41399996,-0.49963370,-0.77029660,-0.74606280
-2.41299996,-0.50402880,-0.77579050,-0.75479190
-2.41199996,-0.51068250,-0.78232200,-0.76352100
-2.41099996,-0.51397870,-0.79001340,-0.76895370
-2.40999996,-0.51947260,-0.79660600,-0.77658400
-2.40899996,-0.52386770,-0.80319860,-0.78207790
-2.40799996,-0.53155900,-0.81089000,-0.78860940
-2.40699996,-0.53595410,-0.81858130,-0.79514100
-2.40599996,-0.54144790,-0.82621170,-0.80387010
-2.40499996,-0.54810150,-0.82950800,-0.80930290
-2.40399996,-0.55139790,-0.83829810,-0.81803200
-2.40299996,-0.55689170,-0.84379200,-0.82352580
-2.40199996,-0.56018800,-0.85038450,-0.83225490
-2.40099996,-0.56787940,-0.85697720,-0.83768770
-2.39999996,-0.57227440,-0.86356970,-0.84312050
-2.39899996,-0.57666950,-0.87010130,-0.84861430
-2.39799996,-0.58216330,-0.87449640,-0.85514590
-2.39699996,-0.58661940,-0.87669390,-0.85947990
-2.39599996,-0.59321210,-0.88108900,-0.86497370
-2.39499996,-0.59650840,-0.88768160,-0.86820900
-2.39399996,-0.60200220,-0.89097790,-0.87040650
-2.39299996,-0.60749600,-0.89427420,-0.87474050
-2.39199996,-0.61189110,-0.89866920,-0.87913560
-2.39099996,-0.61628620,-0.90086680,-0.88237090
-2.38999996,-0.62293980,-0.90416310,-0.88456840
-2.38899996,-0.62843360,-0.90636060,-0.88786470
-2.38799996,-0.63173000,-0.90849710,-0.89110000
-2.38699996,-0.63612500,-0.91069470,-0.89439630
-2.38599996,-0.64052010,-0.91618850,-0.89659380
-2.38499996,-0.64491520,-0.91728720,-0.89873030
-2.38399996,-0.64931020,-0.91948480,-0.90202660
-2.38299996,-0.65590280,-0.92168230,-0.90532290
-2.38199996,-0.66029790,-0.92278110,-0.90636060
-2.38099996,-0.66365520,-0.92497860,-0.90745940
-2.37999996,-0.66914900,-0.92607740,-0.90855810
-2.37899996,-0.67464290,-0.92717620,-0.91075570
-2.37799996,-0.67574170,-0.92827490,-0.91075570
-2.37699996,-0.68123550,-0.93047240,-0.91295330
-2.37599996,-0.68563060,-0.92937370,-0.91405200
-2.37499996,-0.69002560,-0.93157120,-0.91508970
-2.37399996,-0.69661820,-0.93157120,-0.91508970
-2.37299996,-0.70107440,-0.93047240,-0.91405200
-2.37199996,-0.70217310,-0.92827490,-0.91185440
-2.37099996,-0.70766690,-0.92497860,-0.90965690
-2.36999996,-0.71316080,-0.92387990,-0.90855810
-2.36899996,-0.71755580,-0.92278110,-0.90745940
-2.36799996,-0.71975340,-0.92058350,-0.90745940
-2.36699996,-0.72524720,-0.92058350,-0.90532290
-2.36599996,-0.72854350,-0.92058350,-0.90532290
-2.36499996,-0.73293860,-0.92058350,-0.90532290
-2.36399996,-0.73849340,-0.91948480,-0.90532290
