Frequency,Channel A,Channel C
(ms),(V),(mV)

-250.18022317,0.37083380,48.92565000
-250.08022317,0.36643880,47.58271000
-249.98022317,0.36094490,45.96508000
-249.88022317,0.35435230,45.96508000
-249.78022318,0.34995730,43.27921000
-249.68022318,0.34550120,43.01978000
-249.58022318,0.33780980,41.40215000
-249.48022318,0.33341470,39.52509000
-249.38022319,0.32792090,37.63276000
-249.28022319,0.32132830,37.37333000
-249.18022319,0.31473570,35.48101000
-249.08022319,0.31143940,34.67220000
-248.98022320,0.30368700,33.60395000
-248.88022320,0.29929190,31.98632000
-248.78022320,0.29269930,31.17751000
-248.68022320,0.28720550,29.83457000
-248.58022321,0.28171160,29.57514000
-248.48022321,0.27731660,27.42339000
-248.38022321,0.27066290,26.61457000
-248.28022321,0.26516910,24.99695000
-248.18022322,0.26077400,24.18813000
-248.08022322,0.25637890,23.37932000
-247.98022322,0.24868760,22.03638000
-247.88022322,0.24319370,20.96813000
-247.78022323,0.23769990,21.50226000
-247.68022323,0.23214500,19.07581000
-247.58022323,0.22665120,18.81638000
-247.48022323,0.22115740,17.19875000
-247.38022324,0.21566350,16.13051000
-247.28022324,0.20907090,15.04700000
-247.18022324,0.20467590,14.23819000
-247.08022324,0.20028080,13.16994000
-246.98022325,0.19478700,12.89525000
-246.88022325,0.18703450,11.55231000
-246.78022325,0.18044190,10.74350000
-246.68022325,0.17494810,9.67525300
-246.58022326,0.16945430,9.40056100
-246.48022326,0.16396040,9.14112900
-246.38022326,0.15846660,8.33231500
-246.28022326,0.15291170,7.24880900
-246.18022327,0.14631910,6.98937800
-246.08022327,0.14192410,6.98937800
-245.98022327,0.13643020,6.18056300
-245.88022327,0.13093640,5.64644100
-245.78022328,0.12434380,4.83762600
-245.68022328,0.11885000,5.09705700
-245.58022328,0.11439380,4.56293400
-245.48022328,0.10780120,4.28824300
-245.38022329,0.10340620,3.21999700
-245.28022329,0.09571481,3.21999700
-245.18022329,0.09022097,2.94530600
-245.08022329,0.08472714,2.94530600
-244.98022330,0.08033207,2.13649100
-244.88022330,0.07587596,1.87706000
-244.78022330,0.06928336,1.87706000
-244.68022330,0.06269076,0.79355380
-244.58022331,0.05829569,0.25943110
-244.48022331,0.05170309,-0.54938340
-244.38022331,0.04730802,0.00000000
-244.28022331,0.04181419,-0.54938340
-244.18022332,0.03516054,-1.35819800
-244.08022332,0.02966671,-1.08350600
-243.98022332,0.02527164,-1.61762900
-243.88022332,0.01867904,-1.89232100
-243.78022333,0.01318520,-2.15175200
-243.68022333,0.00769137,-2.70113500
-243.58022333,0.00109877,-2.96056600
-243.48022334,-0.00555488,-3.50995000
-243.38022334,-0.00994995,-4.30350400
-243.28022334,-0.01434501,-4.30350400
-243.18022334,-0.01983885,-4.57819500
-243.08022335,-0.02533268,-5.11231800
-242.98022335,-0.03192528,-6.19582400
-242.88022335,-0.03632035,-6.72994700
-242.78022335,-0.04407276,-6.72994700
-242.68022336,-0.04846783,-7.79819300
-242.58022336,-0.05396166,-8.60700700
-242.48022336,-0.05835673,-9.15639000
-242.38022336,-0.06385057,-9.69051400
-242.28022337,-0.07044317,-10.75876000
-242.18022337,-0.07373947,-10.49933000
-242.08022337,-0.07929435,-11.30814000
-241.98022337,-0.08588695,-12.10170000
-241.88022338,-0.09028202,-12.37639000
-241.78022338,-0.09687462,-13.71933000
-241.68022338,-0.10236850,-14.25345000
-241.58022338,-0.10786230,-14.52814000
-241.48022339,-0.11225740,-15.33695000
-241.38022339,-0.11781220,-15.87108000
-241.28022339,-0.12440480,-17.21401000
-241.18022339,-0.12879990,-18.02283000
-241.08022340,-0.13319500,-18.29752000
-240.98022340,-0.13868880,-19.36577000
-240.88022340,-0.14308390,-20.17458000
-240.78022340,-0.14747890,-21.24283000
-240.68022341,-0.15517030,-21.24283000
-240.58022341,-0.15962640,-22.60102000
-240.48022341,-0.16621900,-23.13515000
-240.38022341,-0.17171280,-23.39458000
-240.28022342,-0.17500920,-24.73751000
-240.18022342,-0.17830540,-25.28690000
-240.08022342,-0.18599680,-26.62984000
-239.98022342,-0.19149070,-26.35514000
-239.88022343,-0.19484800,-26.88927000
-239.78022343,-0.20144060,-29.04102000
-239.68022343,-0.20583570,-29.04102000
-239.58022343,-0.21242830,-29.31571000
-239.48022344,-0.21792210,-30.38396000
-239.38022344,-0.22121840,-30.65865000
-239.28022344,-0.22561350,-31.74215000
-239.18022344,-0.23220610,-32.53571000
-239.08022345,-0.23666220,-32.81040000
-238.98022345,-0.24215600,-33.61922000
-238.88022345,-0.24655110,-33.89390000
-238.78022345,-0.25204490,-33.89390000
-238.68022346,-0.25424240,-34.68746000
-238.58022346,-0.26083510,-35.23684000
-238.48022346,-0.26632890,-37.11390000
-238.38022346,-0.27072400,-37.11390000
-238.28022347,-0.27737760,-37.38860000
-238.18022347,-0.28067390,-37.64803000
-238.08022347,-0.28726650,-38.45684000
-237.98022347,-0.29166160,-38.99096000
-237.88022348,-0.29385910,-38.99096000
-237.78022348,-0.29935290,-40.33390000
-237.68022348,-0.30374800,-40.07447000
-237.58022348,-0.31034060,-40.60859000
-237.48022349,-0.31479670,-41.41741000
-237.38022349,-0.31919180,-41.95153000
-237.28022349,-0.32248810,-41.95153000
-237.18022349,-0.32688320,-42.48565000
-237.08022350,-0.33347580,-43.03503000
-236.98022350,-0.33677210,-43.03503000
-236.88022350,-0.34226590,-43.82859000
-236.78022350,-0.34775970,-44.37797000
-236.68022351,-0.35221580,-43.56916000
-236.58022351,-0.35551210,-43.03503000
-236.48022351,-0.36100600,-43.29446000
-236.38022351,-0.36649980,-44.10328000
-236.28022352,-0.36869730,-43.56916000
-236.18022352,-0.37419120,-43.82859000
-236.08022352,-0.37748750,-44.10328000
-235.98022352,-0.38408010,-44.63740000
-235.88022353,-0.38737640,-45.98034000
-235.78022353,-0.39183250,-45.18679000
-235.68022353,-0.39622760,-45.72091000
-235.58022353,-0.40062260,-46.25504000
-235.48022354,-0.40501770,-46.78915000
-235.38022354,-0.40831400,-48.13209000
-235.28022354,-0.41380780,-47.06385000
-235.18022354,-0.41600540,-48.40678000
-235.08022355,-0.42369670,-49.74972000
-234.98022355,-0.42699300,-50.02441000
-234.88022355,-0.43035040,-49.74972000
-234.78022355,-0.43584420,-49.74972000
-234.68022356,-0.43694300,-50.28385000
-234.58022356,-0.44353560,-51.09266000
-234.48022356,-0.44573310,-51.09266000
-234.38022356,-0.45012820,-52.17617000
-234.28022357,-0.45232570,-52.96972000
-234.18022357,-0.45891830,-52.71029000
-234.08022357,-0.46221460,-53.24441000
-233.98022358,-0.46441220,-53.51910000
-233.88022358,-0.46996700,-53.77853000
-233.78022358,-0.47326330,-54.32792000
-233.68022358,-0.47875720,-54.86204000
-233.58022359,-0.48205350,-54.58735000
-233.48022359,-0.48425100,-54.86204000
-233.38022359,-0.48974480,-55.12147000
-233.28022359,-0.49304110,-56.20498000
-233.18022360,-0.49633740,-55.12147000
-233.08022360,-0.49963370,-56.47967000
-232.98022360,-0.50628740,-56.47967000
-232.88022360,-0.50848490,-53.77853000
-232.78022361,-0.51068250,-53.24441000
-232.68022361,-0.51507750,-52.96972000
-232.58022361,-0.51837380,-52.96972000
-232.48022361,-0.52276890,-52.96972000
-232.38022362,-0.52496640,-52.17617000
-232.28022362,-0.53046020,-51.90147000
-232.18022362,-0.53375660,-50.55853000
-232.08022362,-0.53485530,-48.13209000
-231.98022363,-0.53925040,-48.40678000
-231.88022363,-0.54364540,-48.40678000
-231.78022363,-0.54700280,-48.40678000
-231.68022363,-0.55029910,-48.13209000
-231.58022364,-0.55359540,-47.87266000
