Frequency,Channel A,Channel B,Channel C
(ms),(V),(V),(V)

-25.00757048,0.23837140,0.68611890,0.66872170
-25.00257048,0.23837140,0.68337200,0.66597490
-24.99757048,0.23303020,0.66444880,0.65529240
-24.99257048,0.23303020,0.67253690,0.65254550
-24.98757048,0.22753630,0.66444880,0.64720420
-24.98257048,0.22494200,0.71313020,0.63636920
-24.97757048,0.22219510,0.65086680,0.62843360
-24.97257048,0.22219510,0.63743740,0.62034550
-24.96757048,0.22494200,0.58875600,0.61225740
-24.96257048,0.21410690,0.62660240,0.60951040
-24.95757048,0.21410690,0.62385550,0.60157490
-24.95257048,0.21136000,0.61576730,0.59608110
-24.94757048,0.20861310,0.61042610,0.58539860
-24.94257048,0.20586620,0.60508480,0.58005740
-24.93757048,0.20327190,0.59424980,0.57196920
-24.93257048,0.20052500,0.58616160,0.56388110
-24.92757048,0.19777800,0.57257960,0.55853990
-24.92257048,0.19243680,0.57532660,0.55319860
-24.91757048,0.19243680,0.56983270,0.54511050
-24.91257048,0.18968990,0.56449150,0.53976920
-24.90757048,0.18694300,0.54831520,0.53168110
-24.90257048,0.18419610,0.54831520,0.52359290
-24.89757048,0.18419610,0.55640330,0.51825170
-24.89257048,0.17885480,0.52939200,0.50756930
-24.88757048,0.17336100,0.51855700,0.50207540
-24.88257048,0.17336100,0.51855700,0.49413990
-24.87757048,0.17336100,0.50772190,0.48864610
-24.87257048,0.16801980,0.50512750,0.47796360
-24.86757048,0.16252590,0.49963370,0.47521670
-24.86257048,0.16252590,0.49154560,0.46728120
-24.85757048,0.15718470,0.47811620,0.45644610
-24.85257048,0.15718470,0.47536930,0.45110490
-24.84757048,0.15443780,0.46453420,0.44576360
-24.84257048,0.14894400,0.45110490,0.43767550
-24.83757048,0.15169090,0.45919300,0.43233430
-24.83257048,0.14360270,0.45110490,0.42424610
-24.82757048,0.14085580,0.43752290,0.41615800
-24.82257048,0.13810890,0.43752290,0.41081670
-24.81757049,0.13551460,0.42668780,0.40547550
-24.81257049,0.13276770,0.41585280,0.39464040
-24.80757049,0.13002080,0.41325840,0.38929920
-24.80257049,0.12727380,0.40242340,0.38395800
-24.79757049,0.12452690,0.38884140,0.37327550
-24.79257049,0.12193260,0.39433520,0.36793430
-24.78757049,0.11918570,0.38624710,0.36244050
-24.78257049,0.11643880,0.37541200,0.35450490
-24.77757049,0.11643880,0.36732390,0.34641680
-24.77257049,0.11369190,0.35923570,0.34366990
-24.76757049,0.10835060,0.31055430,0.33024050
-24.76257049,0.10835060,0.34840070,0.32764620
-24.75757049,0.10285680,0.34565380,0.32215230
-24.75257049,0.10026250,0.38624710,0.31681110
-24.74757049,0.10026250,0.33222440,0.30612870
-24.74257049,0.09751557,0.32413630,0.30078740
-24.73757049,0.09202173,0.31055430,0.28995240
-24.73257049,0.08942742,0.29971920,0.28461120
-24.72757049,0.08668050,0.30246610,0.27652300
-24.72257049,0.08393358,0.29163100,0.27118180
-24.71757049,0.08118667,0.28628980,0.26309370
-24.71257049,0.08118667,0.28079600,0.25775240
-24.70757049,0.07584544,0.27270780,0.24966430
-24.70257049,0.07309853,0.26736660,0.24157610
-24.69757049,0.07035160,0.26736660,0.23364060
-24.69257049,0.06775729,0.24569650,0.23089370
-24.68757049,0.06775729,0.24310220,0.22021120
-24.68257049,0.05142840,0.38884140,0.21471740
-24.67757049,0.05951654,0.23226710,0.20678180
-24.67257049,0.05676962,0.22677330,0.20128800
-24.66757049,0.05417531,0.22143210,0.19335250
-24.66257049,0.04868148,0.21334390,0.19060550
-24.65757049,0.04868148,0.19976190,0.17717620
-24.65257049,0.04334025,0.19716760,0.17442930
-24.64757049,0.04334025,0.18907950,0.16908800
-24.64257049,0.04059333,0.18083870,0.15565860
-24.63757049,0.03784642,0.18358560,0.15306430
-24.63257049,0.03250519,0.17015630,0.14497620
-24.62757049,0.03250519,0.15657430,0.13414110
-24.62257049,0.02975827,0.15382740,0.13154680
-24.61757049,0.02426444,0.14573920,0.12345870
-24.61257049,0.02426444,0.13230990,0.11537050
-24.60757049,0.02167013,0.13505680,0.10728240
-24.60257049,0.01892321,0.12956290,0.10728240
-24.59757049,0.01342937,0.12422170,0.09659992
-24.59257049,0.01342937,0.11613360,0.08851178
-24.58757049,0.01083506,0.10804540,0.08317055
-24.58257049,0.00808815,0.09721035,0.07248810
-24.57757049,0.00259431,0.08637529,0.06439995
-24.57257049,0.00259431,0.08103406,0.05905872
-24.56757049,-0.00274692,0.09721035,0.05097058
-24.56257049,-0.00274692,0.07554023,0.04562935
-24.55757049,-0.00549384,0.06470516,0.04013551
-24.55257049,-0.00824075,0.13505680,0.03219998
-24.54757049,-0.01358198,0.04852887,0.02670614
-24.54257049,-0.01632890,0.04852887,0.01877060
-24.53757049,-0.02182273,-0.00549384,0.00534123
-24.53257049,-0.01907581,0.02426444,0.00534123
-24.52757049,-0.02441704,0.02701135,-0.00274692
-24.52257049,-0.02441704,0.01342937,-0.00808815
-24.51757049,-0.02991088,0.01068246,-0.01617629
-24.51257049,-0.03265779,0.01068246,-0.01892321
-24.50757049,-0.03265779,-0.00274692,-0.02960566
-24.50257049,-0.03265779,-0.01632890,-0.03769381
-24.49757049,-0.03799902,-0.02441704,-0.04028812
-24.49257049,-0.03799902,-0.02716396,-0.05112318
-24.48757049,-0.04349286,-0.02975827,-0.05646441
-24.48257049,-0.04608717,-0.03250519,-0.06455256
-24.47757049,-0.04883409,-0.04593456,-0.06989378
-24.47257049,-0.05432792,-0.04868148,-0.07798193
-24.46757049,-0.06241607,-0.05142840,-0.07798193
-24.46257049,-0.05692223,-0.06485777,-0.08866438
-24.45757049,-0.06241607,-0.07843975,-0.10209380
-24.45257049,-0.06241607,-0.07843975,-0.10484070
-24.44757049,-0.06516299,-0.08378097,-0.11292880
-24.44257049,-0.06790990,-0.08927481,-0.12086440
-24.43757049,-0.07050421,-0.09461604,-0.12635820
-24.43257049,-0.07325113,-0.10545110,-0.13429370
-24.42757049,-0.07599805,-0.11353920,-0.13978760
-24.42257050,-0.07874496,-0.12162740,-0.14512880
-24.41757050,-0.08408619,-0.13246250,-0.15321690
-24.41257050,-0.08683310,-0.14055060,-0.16115250
-24.40757050,-0.08683310,-0.13780370,-0.16924060
-24.40257050,-0.08958003,-0.14589180,-0.17458190
-24.39757050,-0.09217434,-0.15672690,-0.18267000
-24.39257050,-0.09766817,-0.15398000,-0.18541690
-24.38757050,-0.09766817,-0.16756190,-0.19075810
-24.38257050,-0.09766817,-0.18373820,-0.20418750
-24.37757050,-0.10300940,-0.18373820,-0.20693440
-24.37257050,-0.10575630,-0.18923210,-0.21487000
-24.36757050,-0.10575630,-0.19182640,-0.22295810
-24.36257050,-0.11125010,-0.19991450,-0.22829930
-24.35757050,-0.11125010,-0.20540840,-0.23104630
-24.35257050,-0.11659140,-0.21883770,-0.24172870
-24.34757050,-0.11659140,-0.22158470,-0.24981690
-24.34257050,-0.12208520,-0.23241970,-0.25515810
-24.33757050,-0.12742640,-0.27286050,-0.26065190
-24.33257050,-0.12742640,-0.24584910,-0.26858750
-24.32757050,-0.12742640,-0.24859600,-0.27408130
-24.32257050,-0.13292030,-0.23776100,-0.28201680
-24.31757050,-0.13566720,-0.26217800,-0.29010500
-24.31257050,-0.13826150,-0.27026610,-0.29544620
-24.30757050,-0.14650230,-0.44301670,-0.30353440
-24.30257050,-0.14375530,-0.28369550,-0.31162250
-24.29757050,-0.14375530,-0.28644240,-0.31162250
-24.29257050,-0.14909660,-0.29453060,-0.32230500
-24.28757050,-0.14909660,-0.30536570,-0.33039310
-24.28257050,-0.15184350,-0.30536570,-0.33848120
-24.27757050,-0.15459040,-0.31620070,-0.34122820
-24.27257050,-0.15733730,-0.32428880,-0.34916370
