Frequency,Channel A,Channel C
(ms),(V),(V)

-250.20000339,0.37303140,0.13697960
-250.10000339,0.36863630,0.13963500
-250.00000339,0.36204370,0.13215720
-249.90000339,0.35435230,0.13053960
-249.80000340,0.35215480,0.12895250
-249.70000340,0.34659990,0.12788430
-249.60000340,0.34110610,0.12251250
-249.50000340,0.33451350,0.11823950
-249.40000341,0.32792090,0.11769010
-249.30000341,0.32352580,0.11662190
-249.20000341,0.31803200,0.11289830
-249.10000341,0.31143940,0.10700770
-249.00000342,0.30918080,0.10218530
-248.90000342,0.29929190,0.10111710
-248.80000342,0.29599560,0.09791234
-248.70000342,0.28940300,0.09522647
-248.60000343,0.28281040,0.09202173
-248.50000343,0.27841530,0.09254059
-248.40000343,0.27511900,0.08878647
-248.30000343,0.26516910,0.08771823
-248.20000344,0.26077400,0.08506288
-248.10000344,0.25637890,0.08506288
-248.00000344,0.24978630,0.08237700
-247.90000344,0.24649000,0.08130875
-247.80000345,0.23879870,0.07810402
-247.70000345,0.23550240,0.07648639
-247.60000345,0.22775000,0.07434990
-247.50000345,0.22225610,0.07273227
-247.40000346,0.21676230,0.07380051
-247.30000346,0.21016970,0.07328165
-247.20000346,0.20687340,0.07007691
-247.10000346,0.20028080,0.06900866
-247.00000347,0.19362710,0.06470516
-246.90000347,0.19033080,0.06204981
-246.80000347,0.18263950,0.06043218
-246.70000347,0.17714560,0.06043218
-246.60000348,0.17165180,0.05774631
-246.50000348,0.16725670,0.05292394
-246.40000348,0.16066410,0.05402271
-246.30000348,0.15626910,0.04117324
-246.20000349,0.14961540,0.03635087
-246.10000349,0.14302280,0.03686973
-246.00000349,0.13752900,0.03473324
-245.90000349,0.13203520,0.03473324
-245.80000350,0.12764010,0.02884263
-245.70000350,0.12104750,0.02725552
-245.60000350,0.11549260,0.01922842
-245.50000350,0.10890000,0.01709193
-245.40000351,0.10450490,0.01440606
-245.30000351,0.10010990,0.00906483
-245.20000351,0.09241851,0.00637895
-245.10000351,0.08802344,0.00531071
-245.00000352,0.08252960,0.00476132
-244.90000352,0.07587596,0.00369308
-244.80000352,0.07148089,0.00262483
-244.70000352,0.06708582,0.00262483
-244.60000353,0.05939446,0.00155659
-244.50000353,0.05390062,0.00100720
-244.40000353,0.04840679,-0.00057990
-244.30000353,0.04181419,-0.00006104
-244.20000354,0.03735808,-0.00112929
-244.10000354,0.03186424,-0.00006104
-244.00000354,0.02637041,-0.00006104
-243.90000354,0.01977780,-0.00164815
-243.80000355,0.01428397,-0.00271640
-243.70000355,0.00988890,-0.00271640
-243.60000355,0.00219753,-0.00326578
-243.50000355,-0.00225858,-0.00219753
-243.40000356,-0.00665364,-0.00326578
-243.30000356,-0.01324625,-0.00326578
-243.20000356,-0.01654255,-0.00485289
-243.10000356,-0.02313515,-0.00485289
-243.00000357,-0.02753022,-0.00540227
-242.90000357,-0.03412282,-0.00701990
-242.80000357,-0.03967769,-0.00860701
-242.70000358,-0.04736906,-0.00647052
-242.60000358,-0.05066536,-0.00808815
-242.50000358,-0.05615920,-0.00915639
-242.40000358,-0.06275180,-0.01074350
-242.30000359,-0.06934440,-0.01129288
-242.20000359,-0.07264070,-0.01236113
-242.10000359,-0.07929435,-0.01236113
-242.00000359,-0.08259065,-0.01342937
-241.90000360,-0.08808448,-0.01556586
-241.80000360,-0.09577585,-0.01611525
-241.70000360,-0.09687462,-0.01825174
-241.60000360,-0.10566480,-0.01825174
-241.50000361,-0.11005980,-0.01877060
-241.40000361,-0.11555370,-0.02093761
-241.30000361,-0.12110850,-0.02307411
-241.20000361,-0.12330610,-0.02252472
-241.10000362,-0.13209620,-0.02414235
-241.00000362,-0.13759000,-0.02627884
-240.90000362,-0.14198510,-0.02679770
-240.80000362,-0.14747890,-0.02841533
-240.70000363,-0.15077520,-0.03003296
-240.60000363,-0.15742890,-0.03216945
-240.50000363,-0.16402150,-0.03162007
-240.40000363,-0.16841660,-0.03375656
-240.30000364,-0.17500920,-0.03537419
-240.20000364,-0.17830540,-0.03857893
-240.10000364,-0.18489800,-0.03857893
-240.00000364,-0.18929310,-0.04019656
-239.90000365,-0.19484800,-0.04233305
-239.80000365,-0.19704550,-0.04285191
-239.70000365,-0.20583570,-0.04446954
-239.60000365,-0.20913200,-0.04660603
-239.50000366,-0.21572460,-0.04715541
-239.40000366,-0.22011960,-0.04981077
-239.30000366,-0.22341590,-0.05090953
-239.20000366,-0.22781100,-0.05304603
-239.10000367,-0.23446460,-0.05411427
-239.00000367,-0.23995850,-0.05625076
-238.90000367,-0.24435360,-0.05676962
