Frequency,Channel A,Channel C
(ms),(V),(V)

-250.16044295,0.37083380,0.14552560
-250.06044295,0.36753750,0.14287020
-249.96044295,0.36094490,0.13749850
-249.86044295,0.35654990,0.13374440
-249.76044296,0.34995730,0.13267610
-249.66044296,0.34550120,0.12788430
-249.56044296,0.34000730,0.12626660
-249.46044296,0.33451350,0.12199360
-249.36044297,0.32901970,0.11982660
-249.26044297,0.32352580,0.11662190
-249.16044297,0.31583450,0.11396650
-249.06044297,0.31143940,0.11128070
-248.96044298,0.30478570,0.11073130
-248.86044298,0.30039070,0.10700770
-248.76044298,0.29709440,0.10432180
-248.66044298,0.29050180,0.10325360
-248.56044299,0.28281040,0.09791234
-248.46044299,0.27621780,0.09736296
-248.36044299,0.27176170,0.09415822
-248.26044299,0.26736660,0.09095348
-248.16044300,0.26297160,0.08771823
-248.06044300,0.25528020,0.08664998
-247.96044300,0.24868760,0.08451349
-247.86044300,0.24429250,0.08024050
-247.76044301,0.23879870,0.07810402
-247.66044301,0.23440360,0.07703577
-247.56044301,0.22555240,0.07273227
-247.46044301,0.22225610,0.06900866
-247.36044302,0.21676230,0.06790990
-247.26044302,0.21016970,0.06739104
-247.16044302,0.20687340,0.06418630
-247.06044302,0.19918200,0.06256867
-246.96044303,0.19362710,0.05936394
-246.86044303,0.18813330,0.05509095
-246.76044303,0.18263950,0.05454157
-246.66044303,0.17714560,0.05402271
-246.56044304,0.17055300,0.04920034
-246.46044304,0.16615800,0.04651447
-246.36044304,0.16176290,0.04382859
-246.26044304,0.15510930,0.04276035
-246.16044305,0.15071420,0.03903675
-246.06044305,0.14302280,0.03528263
-245.96044305,0.13752900,0.03473324
-245.86044305,0.12983760,0.03207789
-245.76044306,0.12654130,0.03097912
-245.66044306,0.11994870,0.02777439
-245.56044306,0.11665240,0.02563789
-245.46044306,0.10999880,0.02456965
-245.36044307,0.10340620,0.02295202
-245.26044307,0.09901111,0.02243316
-245.16044307,0.09461604,0.02136491
-245.06044307,0.08692467,0.01974728
-244.96044308,0.08143084,0.01709193
-244.86044308,0.07477719,0.01599316
-244.76044308,0.07148089,0.01440606
-244.66044308,0.06598706,0.01278843
-244.56044309,0.05829569,0.01120132
-244.46044309,0.05390062,0.00958369
-244.36044309,0.04950555,0.00744720
-244.26044310,0.04291295,0.00637895
-244.16044310,0.03625931,0.00531071
-244.06044310,0.03186424,0.00424246
-243.96044310,0.02527164,0.00262483
-243.86044311,0.02087657,0.00210597
-243.76044311,0.01538274,-0.00006104
-243.66044311,0.00879014,-0.00112929
-243.56044311,0.00439507,-0.00112929
-243.46044312,-0.00115981,-0.00378464
-243.36044312,-0.00885118,-0.00485289
-243.26044312,-0.01214748,-0.00592113
-243.16044312,-0.01874008,-0.00540227
-243.06044313,-0.02203638,-0.00753876
-242.96044313,-0.02862898,-0.00860701
-242.86044313,-0.03522158,-0.00860701
-242.76044313,-0.04077646,-0.01129288
-242.66044314,-0.04517153,-0.01181174
-242.56044314,-0.05066536,-0.01287999
-242.46044314,-0.05615920,-0.01287999
-242.36044314,-0.06165303,-0.01611525
-242.26044315,-0.06934440,-0.01718349
-242.16044315,-0.07373947,-0.01825174
-242.06044315,-0.07703577,-0.01825174
-241.96044315,-0.08149188,-0.01931999
-241.86044316,-0.08918325,-0.02307411
-241.76044316,-0.09357832,-0.02307411
-241.66044316,-0.10017090,-0.02521060
-241.56044316,-0.10456600,-0.02572946
-241.46044317,-0.11005980,-0.02679770
-241.36044317,-0.11671350,-0.02841533
-241.26044317,-0.12220730,-0.03055182
-241.16044317,-0.12660240,-0.03162007
-241.06044318,-0.13099740,-0.03323770
-240.96044318,-0.13759000,-0.03482481
-240.86044318,-0.14088630,-0.03699182
-240.76044318,-0.14747890,-0.03912831
-240.66044319,-0.15517030,-0.03964717
-240.56044319,-0.15742890,-0.04340129
-240.46044319,-0.16292270,-0.04395068
-240.36044319,-0.16841660,-0.04553778
-240.26044320,-0.17391040,-0.04929191
-240.16044320,-0.17830540,-0.05142840
-240.06044320,-0.18379930,-0.05249664
-239.96044320,-0.18819440,-0.05304603
-239.86044321,-0.19484800,-0.05570138
-239.76044321,-0.20034180,-0.05731901
-239.66044321,-0.20583570,-0.06107313
-239.56044321,-0.21023070,-0.06214137
-239.46044322,-0.21462580,-0.06479673
-239.36044322,-0.22011960,-0.06748261
-239.26044322,-0.22561350,-0.06855085
-239.16044322,-0.22890980,-0.06855085
-239.06044323,-0.23446460,-0.07337321
-238.96044323,-0.23995850,-0.07605909
-238.86044323,-0.24655110,-0.07764620
