Frequency,Channel A,Channel C
(ms),(V),(V)

-250.18348962,0.37303140,0.13108900
-250.08348963,0.36643880,0.12947140
-249.98348963,0.36094490,0.12678550
-249.88348963,0.35435230,0.12251250
-249.78348963,0.34995730,0.11982660
-249.68348964,0.34330360,0.11930780
-249.58348964,0.34000730,0.11610300
-249.48348964,0.33341470,0.11289830
-249.38348964,0.32792090,0.10859480
-249.28348965,0.32242700,0.10593940
-249.18348965,0.31693320,0.10432180
-249.08348965,0.31143940,0.10325360
-248.98348965,0.30478570,0.09898059
-248.88348966,0.29929190,0.09898059
-248.78348966,0.29489680,0.09574533
-248.68348966,0.28940300,0.09147234
-248.58348966,0.28390920,0.09147234
-248.48348967,0.27841530,0.08933586
-248.38348967,0.27402030,0.08664998
-248.28348967,0.26736660,0.08292638
-248.18348967,0.26297160,0.08024050
-248.08348968,0.25528020,0.08182761
-247.98348968,0.24978630,0.07969113
-247.88348968,0.24319370,0.07486875
-247.78348968,0.23879870,0.07328165
-247.68348969,0.23330480,0.07114516
-247.58348969,0.22665120,0.06845929
-247.48348969,0.22225610,0.06790990
-247.38348969,0.21676230,0.06632279
-247.28348970,0.21126850,0.06311806
-247.18348970,0.20577460,0.06043218
-247.08348970,0.19918200,0.05936394
-246.98348970,0.19252840,0.05881455
-246.88348971,0.18923210,0.05026859
-246.78348971,0.18263950,0.04599560
-246.68348971,0.17604690,0.05026859
-246.58348972,0.17275060,0.04706385
-246.48348972,0.16396040,0.04330973
-246.38348972,0.15956540,0.03848736
-246.28348972,0.15401050,0.03793798
-246.18348973,0.14961540,0.03528263
-246.08348973,0.14412160,0.03528263
-245.98348973,0.13643020,0.03421438
-245.88348973,0.13203520,0.02939202
-245.78348974,0.12654130,0.02511903
-245.68348974,0.11994870,0.02188377
-245.58348974,0.11549260,0.02188377
-245.48348974,0.10890000,0.01974728
-245.38348975,0.10340620,0.01867904
-245.28348975,0.09791234,0.01440606
-245.18348975,0.09241851,0.01278843
-245.08348975,0.08802344,0.01226956
-244.98348976,0.08033207,0.01172018
-244.88348976,0.07367843,0.01013307
-244.78348976,0.07038213,0.00958369
-244.68348976,0.06378952,0.01013307
-244.58348977,0.05829569,0.00637895
-244.48348977,0.05280185,0.00689782
-244.38348977,0.04730802,0.00582957
-244.28348977,0.04291295,0.00476132
-244.18348978,0.03516054,0.00424246
-244.08348978,0.03186424,0.00155659
-243.98348978,0.02637041,0.00048834
-243.88348978,0.01977780,0.00048834
-243.78348979,0.01318520,-0.00057990
-243.68348979,0.00769137,-0.00164815
-243.58348979,0.00329630,-0.00271640
-243.48348979,-0.00225858,-0.00378464
-243.38348980,-0.00775241,-0.00271640
-243.28348980,-0.01434501,-0.00433403
-243.18348980,-0.01874008,-0.00433403
-243.08348980,-0.02423391,-0.00592113
-242.98348981,-0.02972775,-0.00647052
-242.88348981,-0.03632035,-0.00701990
-242.78348981,-0.04077646,-0.00808815
-242.68348981,-0.04627030,-0.00967525
-242.58348982,-0.05176413,-0.00967525
-242.48348982,-0.05725797,-0.01129288
-242.38348982,-0.06275180,-0.01181174
-242.28348982,-0.06714687,-0.01287999
-242.18348983,-0.07154194,-0.01397876
-242.08348983,-0.07929435,-0.01504700
-241.98348983,-0.08478818,-0.01611525
-241.88348983,-0.09028202,-0.01663411
-241.78348984,-0.09687462,-0.01770236
-241.68348984,-0.10126970,-0.01983885
-241.58348984,-0.10566480,-0.02093761
-241.48348984,-0.11005980,-0.02200586
-241.38348985,-0.11671350,-0.02307411
-241.28348985,-0.12330610,-0.02414235
-241.18348985,-0.12660240,-0.02521060
-241.08348985,-0.13099740,-0.02734709
-240.98348986,-0.13868880,-0.02734709
-240.88348986,-0.14308390,-0.03003296
-240.78348986,-0.14967650,-0.03216945
-240.68348986,-0.15297280,-0.03268832
-240.58348987,-0.15852760,-0.03430595
-240.48348987,-0.16182400,-0.03644244
-240.38348987,-0.16951530,-0.03857893
-240.28348987,-0.17391040,-0.03912831
-240.18348988,-0.17830540,-0.04019656
-240.08348988,-0.18489800,-0.04340129
-239.98348988,-0.18929310,-0.04446954
-239.88348988,-0.19368820,-0.04553778
-239.78348989,-0.20144060,-0.04767428
-239.68348989,-0.20363810,-0.04660603
-239.58348989,-0.21132950,-0.04929191
-239.48348989,-0.21462580,-0.04981077
-239.38348990,-0.22011960,-0.05090953
-239.28348990,-0.22671220,-0.05356489
-239.18348990,-0.23000850,-0.05731901
-239.08348990,-0.23666220,-0.05893664
-238.98348991,-0.24105720,-0.05783787
-238.88348991,-0.24655110,-0.05945550
