Frequency,Channel A,Channel C
(ms),(V),(mV)

-250.20000339,0.37193260,101.36120000
-250.10000339,0.36973510,98.12599000
-250.00000339,0.36314250,96.24892000
-249.90000339,0.35984620,93.02893000
-249.80000340,0.35215480,91.41130000
-249.70000340,0.34769870,90.06837000
-249.60000340,0.34110610,86.57367000
-249.50000340,0.33671100,86.57367000
-249.40000341,0.33231600,85.23074000
-249.30000341,0.32462460,84.69662000
-249.20000341,0.32022950,80.11842000
-249.10000341,0.31583450,78.24136000
-249.00000342,0.30808200,76.89842000
-248.90000342,0.30148940,75.00610000
-248.80000342,0.29709440,72.85435000
-248.70000342,0.29269930,71.78610000
-248.60000343,0.28500790,69.10023000
-248.50000343,0.28171160,70.97729000
-248.40000343,0.27292150,62.11085000
-248.30000343,0.26956420,59.68441000
-248.20000344,0.26407030,58.60090000
-248.10000344,0.25747770,56.46441000
-248.00000344,0.25198390,54.84678000
-247.90000344,0.24649000,54.03796000
-247.80000345,0.24209500,52.95446000
-247.70000345,0.23550240,51.35209000
-247.60000345,0.22994750,49.20034000
-247.50000345,0.22445370,45.43095000
-247.40000346,0.21895980,44.36271000
-247.30000346,0.21236720,42.47039000
-247.20000346,0.20797220,40.05921000
-247.10000346,0.20247830,39.52509000
-247.00000347,0.19588570,37.90746000
-246.90000347,0.18923210,36.56452000
-246.80000347,0.18373820,35.22158000
-246.70000347,0.17934320,34.94689000
-246.60000348,0.17384930,33.87864000
-246.50000348,0.16835550,30.64339000
-246.40000348,0.16176290,28.23220000
-246.30000348,0.15626910,27.42339000
-246.20000349,0.15071420,24.99695000
-246.10000349,0.14631910,24.72225000
-246.00000349,0.13972650,23.11989000
-245.90000349,0.13313390,22.03638000
-245.80000350,0.12764010,20.96813000
-245.70000350,0.12214630,19.88463000
-245.60000350,0.11439380,19.07581000
-245.50000350,0.11219630,17.73288000
-245.40000351,0.10450490,13.16994000
-245.30000351,0.09901111,12.63582000
-245.20000351,0.09461604,11.82700000
-245.10000351,0.08912221,9.93468400
-245.00000352,0.08472714,9.14112900
-244.90000352,0.07813454,7.24880900
-244.80000352,0.07367843,7.78293200
-244.70000352,0.06598706,5.64644100
-244.60000353,0.06049322,3.21999700
-244.50000353,0.05609816,2.68587400
-244.40000353,0.04950555,2.13649100
-244.30000353,0.04401172,0.53412280
-244.20000354,0.03845684,-0.54938340
-244.10000354,0.03186424,-0.54938340
-244.00000354,0.02637041,-1.35819800
-243.90000354,0.02197534,-1.89232100
-243.80000355,0.01648150,-2.42644400
-243.70000355,0.01098767,-2.15175200
-243.60000355,0.00549384,-2.96056600
-243.50000355,0.00000000,-3.50995000
-243.40000356,-0.00445611,-3.76938100
-243.30000356,-0.01104871,-4.85288700
-243.20000356,-0.01654255,-4.85288700
-243.10000356,-0.02093761,-4.85288700
-243.00000357,-0.02643145,-5.38701000
-242.90000357,-0.03302405,-6.45525600
-242.80000357,-0.03851788,-7.26407000
-242.70000358,-0.04407276,-8.07288500
-242.60000358,-0.04956660,-8.07288500
-242.50000358,-0.05506043,-8.60700700
-242.40000358,-0.06055427,-9.41582100
-242.30000359,-0.06494933,-9.94994400
-242.20000359,-0.07154194,-11.03345000
-242.10000359,-0.07593700,-11.30814000
-242.00000359,-0.08149188,-12.37639000
-241.90000360,-0.08698571,-12.65108000
-241.80000360,-0.09247955,-13.71933000
-241.70000360,-0.09797338,-13.99402000
-241.60000360,-0.10456600,-14.80283000
-241.50000361,-0.10786230,-16.14577000
-241.40000361,-0.11335610,-16.40520000
-241.30000361,-0.12220730,-17.74814000
-241.20000361,-0.12550360,-17.74814000
-241.10000362,-0.13099740,-19.09107000
-241.00000362,-0.13539250,-20.17458000
-240.90000362,-0.14088630,-20.44927000
-240.80000362,-0.14638020,-20.44927000
-240.70000363,-0.15187400,-21.51752000
-240.60000363,-0.15517030,-22.05164000
-240.50000363,-0.16292270,-23.39458000
-240.40000363,-0.16512020,-23.94396000
-240.30000364,-0.17281160,-23.94396000
-240.20000364,-0.17610790,-25.28690000
-240.10000364,-0.18160180,-25.82102000
-240.00000364,-0.18819440,-26.09571000
-239.90000365,-0.19149070,-27.69808000
-239.80000365,-0.19704550,-28.24747000
-239.70000365,-0.20363810,-28.78159000
-239.60000365,-0.20693440,-29.04102000
-239.50000366,-0.21462580,-29.84983000
-239.40000366,-0.21902090,-30.12453000
-239.30000366,-0.22231720,-30.65865000
-239.20000366,-0.22890980,-31.46746000
-239.10000367,-0.23336590,-32.27628000
-239.00000367,-0.23885970,-33.34452000
-238.90000367,-0.24325480,-33.89390000
-238.80000367,-0.24764980,-34.15334000
-238.70000368,-0.25314370,-33.34452000
-238.60000368,-0.25753880,-34.96215000
-238.50000368,-0.26303260,-35.49627000
-238.40000368,-0.26852640,-37.11390000
-238.30000369,-0.27182270,-37.92271000
-238.20000369,-0.27627890,-38.18215000
-238.10000369,-0.28287140,-38.99096000
-238.00000369,-0.28836530,-39.54035000
-237.90000370,-0.29056280,-40.07447000
-237.80000370,-0.29715540,-40.88329000
-237.70000370,-0.30264930,-40.88329000
-237.60000370,-0.30594550,-41.67684000
-237.50000371,-0.31034060,-43.56916000
-237.40000371,-0.31479670,-44.37797000
-237.30000371,-0.32138930,-45.44622000
-237.20000371,-0.32468560,-45.72091000
-237.10000372,-0.33017950,-46.25504000
-237.00000372,-0.33347580,-47.32328000
-236.90000372,-0.33896960,-48.13209000
-236.80000372,-0.34556220,-48.68148000
-236.70000373,-0.34885850,-48.68148000
-236.60000373,-0.35221580,-50.02441000
-236.50000373,-0.35880850,-50.02441000
-236.40000373,-0.36320350,-51.62679000
-236.30000374,-0.36759860,-52.43560000
-236.20000374,-0.36979610,-52.96972000
-236.10000374,-0.37528990,-54.32792000
-236.00000374,-0.37968500,-54.58735000
-235.90000375,-0.38627760,-54.86204000
-235.80000375,-0.38963500,-56.20498000
-235.70000375,-0.39403000,-56.20498000
-235.60000375,-0.39732630,-57.27322000
-235.50000376,-0.40282020,-57.82261000
-235.40000376,-0.40721520,-58.08204000
-235.30000376,-0.40941280,-59.16554000
-235.20000376,-0.41490660,-59.16554000
-235.10000377,-0.41710410,-59.97436000
-235.00000377,-0.42149920,-60.23379000
-234.90000377,-0.42699300,-61.57673000
-234.80000377,-0.43035040,-60.50848000
-234.70000378,-0.43584420,-61.04260000
-234.60000378,-0.44023930,-62.12611000
-234.50000378,-0.44353560,-62.66023000
-234.40000378,-0.44793060,-63.19435000
-234.30000379,-0.45122690,-63.19435000
-234.20000379,-0.45562200,-64.53729000
-234.10000379,-0.46001710,-64.81199000
-234.00000379,-0.46331340,-65.34610000
-233.90000380,-0.46776950,-65.07141000
-233.80000380,-0.47216460,-66.68904000
-233.70000380,-0.47546090,-66.96374000
-233.60000380,-0.47875720,-68.30667000
-233.50000381,-0.48315220,-67.22317000
-233.40000381,-0.48534980,-68.03197000
-233.30000381,-0.48974480,-66.96374000
-233.20000382,-0.49413990,-68.84080000
-233.10000382,-0.49853500,-69.11549000
-233.00000382,-0.49963370,-68.84080000
-232.90000382,-0.50738610,-69.37492000
-232.80000383,-0.51068250,-69.90904000
-232.70000383,-0.51288000,-70.45842000
-232.60000383,-0.51507750,-69.37492000
-232.50000383,-0.51947260,-67.77254000
-232.40000384,-0.52167010,-68.03197000
-232.30000384,-0.52716400,-67.22317000
-232.20000384,-0.53155900,-66.68904000
-232.10000384,-0.53485530,-66.15492000
-232.00000385,-0.53815160,-66.96374000
-231.90000385,-0.54254670,-63.72848000
-231.80000385,-0.54364540,-62.38554000
-231.70000385,-0.54810150,-61.57673000
-231.60000386,-0.55139790,-59.97436000
