Frequency,Channel A,Channel B,Channel C
(ms),(V),(mV),(mV)

-100.03026575,0.70650710,38.48737000,39.61665000
-100.01026575,0.70980350,39.58002000,37.54121000
-99.99026575,0.70870470,38.70712000,38.08448000
-99.97026575,0.71090220,40.45293000,38.30424000
-99.95026575,0.71090220,38.92687000,37.65108000
-99.93026575,0.71200100,39.90966000,38.30424000
-99.91026575,0.71419850,39.90966000,37.76096000
-99.89026575,0.71529730,40.45293000,38.19436000
-99.87026575,0.71639600,39.47015000,36.22879000
-99.85026575,0.71639600,39.47015000,37.43133000
-99.83026575,0.71639600,40.01953000,37.21157000
-99.81026575,0.71969230,39.36027000,36.66829000
-99.79026575,0.71969230,39.58002000,37.86473000
-99.77026576,0.72079110,40.34306000,38.95739000
-99.75026576,0.72298860,40.56281000,39.61665000
-99.73026576,0.72628490,40.78257000,41.25259000
-99.71026576,0.72518620,40.34306000,39.06727000
-99.69026576,0.72628490,41.33195000,40.37968000
-99.67026576,0.72628490,42.31474000,40.15993000
-99.65026576,0.72848250,40.89244000,38.74374000
-99.63026576,0.72958120,41.11220000,40.48956000
-99.61026576,0.73068000,40.45293000,37.65108000
-99.59026576,0.73177870,41.22207000,38.95739000
-99.57026576,0.73177870,40.45293000,39.17714000
-99.55026576,0.73507510,42.42461000,42.99841000
-99.53026576,0.73507510,41.65548000,43.21817000
-99.51026576,0.73507510,42.53448000,41.03284000
-99.49026576,0.73727260,41.22207000,41.14272000
-99.47026576,0.73953120,43.07777000,40.26981000
-99.45026576,0.73953120,42.96789000,41.79587000
-99.43026576,0.74172870,43.07777000,41.25259000
-99.41026576,0.74063000,42.31474000,40.48956000
-99.39026576,0.74392620,43.29752000,41.46624000
-99.37026577,0.74282750,43.29752000,40.92296000
-99.35026577,0.74392620,42.75424000,41.46624000
-99.33026577,0.74612380,43.73703000,41.79587000
-99.31026577,0.74612380,42.75424000,41.90575000
-99.29026577,0.74722250,43.95678000,42.44903000
-99.27026577,0.74832130,44.28031000,42.88853000
-99.25026577,0.75051890,44.39018000,43.43182000
-99.23026577,0.75161760,44.17043000,42.55891000
-99.21026577,0.75051890,43.73703000,42.77866000
-99.19026577,0.75381520,44.17043000,42.66879000
-99.17026577,0.75381520,43.62715000,42.12550000
-99.15026577,0.75271640,44.39018000,41.36247000
-99.13026577,0.75601270,44.93957000,43.21817000
-99.11026577,0.75601270,44.06055000,42.23538000
-99.09026577,0.75821020,44.82969000,43.43182000
-99.07026577,0.75930900,44.39018000,43.43182000
-99.05026577,0.76260530,45.37297000,44.19485000
-99.03026577,0.76150650,45.37297000,46.05054000
-99.01026577,0.76150650,45.92236000,48.34575000
-98.99026577,0.76370410,45.92236000,47.47284000
-98.97026578,0.76370410,45.70260000,43.87132000
-98.95026578,0.76590160,45.04945000,44.41460000
-98.93026578,0.76590160,45.37297000,43.65157000
-98.91026578,0.76809910,45.81248000,42.44903000
-98.89026578,0.76809910,45.48285000,42.34526000
-98.87026578,0.76919790,46.14211000,42.99841000
-98.85026578,0.77139540,46.47174000,43.98120000
-98.83026578,0.77139540,47.01501000,45.17763000
-98.81026578,0.77359290,46.68539000,42.88853000
-98.79026578,0.77469170,46.90514000,45.06776000
-98.77026578,0.77579050,46.90514000,44.41460000
-98.75026578,0.77579050,46.36186000,44.85411000
-98.73026578,0.77688930,46.57551000,45.39739000
-98.71026578,0.77804910,47.78415000,45.50726000
-98.69026578,0.77914790,46.14211000,44.30473000
-98.67026578,0.78024660,47.23477000,43.32194000
-98.65026578,0.78024660,47.23477000,44.96398000
-98.63026578,0.78244410,48.10768000,44.96398000
-98.61026578,0.78354290,47.88792000,47.25308000
-98.59026578,0.78464170,48.54719000,47.58271000
-98.57026579,0.78574040,48.98669000,47.36296000
-98.55026579,0.78683920,48.43731000,46.92345000
-98.53026579,0.78683920,47.67428000,46.81968000
-98.51026579,0.78793800,48.21756000,45.61714000
-98.49026579,0.79013550,48.32743000,47.47284000
-98.47026579,0.79123430,48.32743000,46.49005000
-98.45026579,0.79123430,49.31022000,46.38017000
-98.43026579,0.79233300,49.09047000,45.94677000
-98.41026579,0.79453060,49.52997000,46.92345000
-98.39026579,0.79343180,49.42009000,48.45562000
-98.37026579,0.79672810,48.98669000,48.01611000
-98.35026579,0.79782690,49.09047000,49.76193000
-98.33026579,0.79782690,50.40288000,48.77914000
-98.31026579,0.79782690,49.09047000,48.12599000
-98.29026579,0.80112310,49.85960000,48.12599000
-98.27026579,0.80112310,50.40288000,48.88902000
-98.25026579,0.80332070,51.17202000,48.88902000
-98.23026579,0.80332070,50.51276000,47.69259000
-98.21026579,0.80441950,49.96947000,47.69259000
-98.19026579,0.80551830,49.74973000,47.36296000
-98.17026580,0.80551830,49.52997000,48.01611000
-98.15026580,0.80771580,50.40288000,48.88902000
-98.13026580,0.80991330,50.84239000,49.10878000
-98.11026580,0.80991330,51.39177000,49.65205000
-98.09026580,0.81101210,51.06214000,49.98169000
-98.07026580,0.80991330,51.39177000,49.87181000
-98.05026580,0.81320960,51.50165000,50.42119000
-98.03026580,0.81211080,51.17202000,50.63484000
-98.01026580,0.81320960,51.60542000,49.76193000
-97.99026580,0.81540720,51.71530000,50.09156000
-97.97026580,0.81656690,52.37456000,51.18423000
-97.95026580,0.81766570,52.26468000,50.42119000
