Frequency,Channel A,Channel B,Channel C
(ms),(V),(V),(V)

-2.50199996,0.01758027,0.05811256,0.09150287
-2.50099996,0.00988890,0.04822366,0.08057624
-2.49999996,0.00439507,0.03949457,0.06971066
-2.49899996,-0.00445611,0.02960566,0.06098156
-2.49799996,-0.00885118,0.01861800,0.05005494
-2.49699996,-0.01544378,0.00982786,0.04022708
-2.49599996,-0.02203638,-0.00109877,0.02826273
-2.49499996,-0.02753022,-0.01208644,0.01953363
-2.49399996,-0.03082652,-0.02197534,0.00970577
-2.49299996,-0.03851788,-0.03186424,-0.00012209
-2.49199996,-0.04627030,-0.04285191,-0.00988890
-2.49099996,-0.05066536,-0.05377854,-0.02081553
-2.48999996,-0.05725797,-0.06146991,-0.03064339
-2.48899996,-0.06275180,-0.07135881,-0.04157002
-2.48799996,-0.07044317,-0.08234648,-0.05133683
-2.48699996,-0.07483824,-0.09107557,-0.06116469
-2.48599996,-0.08149188,-0.10426080,-0.06989378
-2.48499996,-0.08918325,-0.11195210,-0.08191918
-2.48399996,-0.09247955,-0.12293980,-0.09168600
-2.48299996,-0.10126970,-0.13166890,-0.10151390
-2.48199996,-0.10676350,-0.14155780,-0.11244050
-2.48099996,-0.11335610,-0.15254550,-0.12116960
-2.47999996,-0.12000980,-0.16243440,-0.13203520
-2.47899996,-0.12440480,-0.17232330,-0.14296180
-2.47799996,-0.13209620,-0.18215110,-0.15169090
-2.47699996,-0.13649130,-0.19204000,-0.16042000
-2.47599996,-0.14418260,-0.20083020,-0.17238430
-2.47499996,-0.14967650,-0.21401540,-0.18221220
-2.47399996,-0.15742890,-0.22164570,-0.19313880
-2.47299996,-0.16292270,-0.23153460,-0.20186790
-2.47199996,-0.16731780,-0.24252230,-0.21279450
-2.47099996,-0.17281160,-0.25131240,-0.22146260
-2.46999996,-0.17940420,-0.26223900,-0.23129040
-2.46899996,-0.18599680,-0.27212790,-0.24001950
-2.46799996,-0.19039190,-0.27981930,-0.25204490
-2.46699996,-0.19704550,-0.29080700,-0.26077400
-2.46599996,-0.20473690,-0.29849830,-0.27054080
-2.46499996,-0.20913200,-0.30832620,-0.28146750
-2.46399996,-0.21352700,-0.31931390,-0.29019650
-2.46299996,-0.22121840,-0.32920280,-0.30112320
-2.46199996,-0.22890980,-0.33799290,-0.30985230
-2.46099996,-0.23220610,-0.34782080,-0.31858140
-2.45999996,-0.23995850,-0.35770970,-0.32621170
-2.45899996,-0.24435360,-0.36649980,-0.33817600
-2.45799996,-0.25094620,-0.37528990,-0.34800390
-2.45699996,-0.25644000,-0.38517890,-0.35563420
-2.45599996,-0.26193380,-0.39390790,-0.36546210
-2.45499996,-0.26852640,-0.40269810,-0.37632770
-2.45399996,-0.27518010,-0.41258700,-0.38401900
-2.45299996,-0.28177270,-0.42137710,-0.39488460
-2.45199996,-0.28616770,-0.43230370,-0.40251490
-2.45099996,-0.29276030,-0.44109390,-0.41344160
-2.44999996,-0.29935290,-0.45208160,-0.42326950
-2.44899996,-0.30594550,-0.46087170,-0.43199850
-2.44799996,-0.31150040,-0.46856310,-0.44072760
-2.44699996,-0.31589550,-0.47839090,-0.45049440
-2.44599996,-0.32248810,-0.48718100,-0.46142110
-2.44499996,-0.32798190,-0.49597120,-0.47015020
-2.44399996,-0.33457450,-0.50586010,-0.47668170
-2.44299996,-0.33896960,-0.51465020,-0.48760830
-2.44199996,-0.34666100,-0.52008300,-0.49633740
-2.44099996,-0.35001830,-0.53107070,-0.50396780
-2.43999996,-0.35770970,-0.53986080,-0.51269690
-2.43899996,-0.36100600,-0.54755220,-0.52252470
-2.43799996,-0.36759860,-0.55744110,-0.53119280
-2.43699996,-0.37528990,-0.56507140,-0.53992190
-2.43599996,-0.37968500,-0.57496030,-0.54865100
-2.43499996,-0.38627760,-0.58155290,-0.55847880
-2.43399996,-0.39073370,-0.59034310,-0.56501040
-2.43299996,-0.39732630,-0.59913320,-0.57373950
-2.43199996,-0.40172140,-0.60566470,-0.58027100
-2.43099996,-0.40721520,-0.61445490,-0.58796240
-2.42999996,-0.41490660,-0.62214620,-0.59559270
-2.42899996,-0.41930170,-0.62764010,-0.60322300
-2.42799996,-0.42479550,-0.63643020,-0.61085340
-2.42699996,-0.43035040,-0.64302280,-0.61628620
-2.42599996,-0.43474540,-0.64845560,-0.62501530
-2.42499996,-0.44133810,-0.65834450,-0.63374440
-2.42399996,-0.44683190,-0.66383830,-0.64027590
-2.42299996,-0.45122690,-0.66933220,-0.64467100
-2.42199996,-0.45781960,-0.67702350,-0.65120260
-2.42099996,-0.46331340,-0.68031980,-0.65663530
-2.41999996,-0.46886830,-0.68581370,-0.66206810
-2.41899996,-0.47546090,-0.68911000,-0.66646320
-2.41799996,-0.47985590,-0.69344400,-0.67189600
-2.41699996,-0.48534980,-0.69564150,-0.67299470
-2.41599996,-0.49194240,-0.69893780,-0.67629100
-2.41499996,-0.49743620,-0.70223410,-0.67952630
-2.41399996,-0.50293000,-0.70333290,-0.68172380
-2.41299996,-0.50738610,-0.70772800,-0.68605790
-2.41199996,-0.51288000,-0.71432060,-0.68935420
-2.41099996,-0.51727500,-0.71651810,-0.69374920
-2.40999996,-0.52276890,-0.72091320,-0.69808330
-2.40899996,-0.52826270,-0.72420950,-0.70137950
-2.40799996,-0.53155900,-0.72750580,-0.70681230
-2.40699996,-0.53815160,-0.72970330,-0.70900990
-2.40599996,-0.54480530,-0.73409840,-0.71224510
-2.40499996,-0.55029910,-0.73733370,-0.71773900
-2.40399996,-0.55469420,-0.74063000,-0.71987550
-2.40299996,-0.55908920,-0.74612380,-0.72207300
-2.40199996,-0.56568180,-0.74722250,-0.72536930
-2.40099996,-0.57007690,-0.75161760,-0.72970330
-2.39999996,-0.57557080,-0.75601270,-0.73409840
-2.39899996,-0.57886700,-0.75821020,-0.73953120
-2.39799996,-0.58442190,-0.76150650,-0.74172870
-2.39699996,-0.59101450,-0.76700040,-0.74606280
-2.39599996,-0.59431080,-0.77139540,-0.74935900
-2.39499996,-0.59870590,-0.77359290,-0.75369300
-2.39399996,-0.60419970,-0.77792700,-0.75698940
-2.39299996,-0.60859480,-0.78232200,-0.76132340
-2.39199996,-0.61298980,-0.78561840,-0.76571850
-2.39099996,-0.61848370,-0.78781590,-0.77005250
-2.38999996,-0.62184100,-0.79330970,-0.77334880
-2.38899996,-0.62953240,-0.79440850,-0.77548530
-2.38799996,-0.63282870,-0.79880360,-0.77768280
-2.38699996,-0.64052010,-0.80100110,-0.78317670
-2.38599996,-0.64161880,-0.80539610,-0.78641190
-2.38499996,-0.64711270,-0.80759370,-0.78970820
-2.38399996,-0.65260650,-0.80979120,-0.79294350
-2.38299996,-0.65700160,-0.81198880,-0.79623970
-2.38199996,-0.66145770,-0.81858130,-0.79843730
-2.38099996,-0.66365520,-0.81858130,-0.80167260
-2.37999996,-0.67134660,-0.82401410,-0.80606760
-2.37899996,-0.67574170,-0.82731040,-0.80820410
-2.37799996,-0.68013670,-0.82950800,-0.81150040
-2.37699996,-0.68453180,-0.83170550,-0.81369790
-2.37599996,-0.68782810,-0.83719930,-0.82022950
-2.37499996,-0.69332190,-0.84159440,-0.82132830
-2.37399996,-0.69771700,-0.84269320,-0.82566230
-2.37299996,-0.70107440,-0.84598950,-0.82895860
-2.37199996,-0.70656820,-0.84928580,-0.83005740
-2.37099996,-0.70986450,-0.84928580,-0.83225490
-2.36999996,-0.71535830,-0.85148330,-0.83549020
-2.36899996,-0.71975340,-0.85477960,-0.83988520
-2.36799996,-0.72195090,-0.85807590,-0.84202170
-2.36699996,-0.72744480,-0.86027350,-0.84421930
-2.36599996,-0.73183980,-0.86570630,-0.84751560
-2.36499996,-0.73623490,-0.87010130,-0.85294840
-2.36399996,-0.73849340,-0.87339760,-0.85728240
