Frequency,Channel A,Channel C
(ms),(V),(mV)

-250.11743458,0.36643880,121.79520000
-250.01743458,0.35984620,119.10940000
-249.91743458,0.35545110,116.42350000
-249.81743459,0.34879740,114.53120000
-249.71743459,0.34220490,109.96830000
-249.61743459,0.33780980,107.81650000
-249.51743459,0.33231600,105.39010000
-249.41743460,0.32901970,103.23830000
-249.31743460,0.32242700,100.01830000
-249.21743460,0.31583450,98.40067000
-249.11743460,0.31143940,96.24892000
-249.01743461,0.30698330,93.56305000
-248.91743461,0.29929190,91.13660000
-248.81743461,0.29489680,84.42192000
-248.71743461,0.28830420,81.73605000
-248.61743462,0.28281040,80.39310000
-248.51743462,0.27731660,78.24136000
-248.41743462,0.27176170,76.34904000
-248.31743462,0.26736660,74.47198000
-248.21743463,0.26077400,71.25198000
-248.11743463,0.25637890,68.82554000
-248.01743463,0.25088510,68.01672000
-247.91743463,0.24319370,68.01672000
-247.81743464,0.23660110,66.39909000
-247.71743464,0.23214500,65.60554000
-247.61743464,0.22775000,59.68441000
-247.51743464,0.22115740,58.60090000
-247.41743465,0.21676230,52.95446000
-247.31743465,0.20907090,51.35209000
-247.21743465,0.20577460,49.20034000
-247.11743465,0.19918200,47.85740000
-247.01743466,0.19252840,46.51447000
-246.91743466,0.18813330,41.93627000
-246.81743466,0.18154070,42.21096000
-246.71743466,0.17714560,39.52509000
-246.61743467,0.16945430,38.71627000
-246.51743467,0.16396040,36.82395000
-246.41743467,0.16066410,36.01514000
-246.31743467,0.15510930,34.13807000
-246.21743468,0.14851670,31.72689000
-246.11743468,0.14192410,29.57514000
-246.01743468,0.13643020,27.95751000
-245.91743468,0.13313390,27.14870000
-245.81743469,0.12434380,26.33988000
-245.71743469,0.11994870,25.27164000
-245.61743469,0.11329510,22.84519000
-245.51743469,0.10890000,20.69344000
-245.41743470,0.10340620,18.54169000
-245.31743470,0.09681357,17.19875000
-245.21743470,0.09241851,15.85582000
-245.11743470,0.08582591,15.85582000
-245.01743471,0.08033207,14.51288000
-244.91743471,0.07367843,13.42937000
-244.81743471,0.07148089,11.82700000
-244.71743471,0.06378952,9.93468400
-244.61743472,0.05829569,8.59174600
-244.51743472,0.05060432,7.78293200
-244.41743472,0.04620925,6.18056300
-244.31743472,0.04181419,5.64644100
-244.21743473,0.03625931,4.02881200
-244.11743473,0.03186424,2.94530600
-244.01743473,0.02307411,1.60236800
-243.91743473,0.01867904,0.53412280
-243.81743474,0.01428397,-0.27469170
-243.71743474,0.00769137,-1.61762900
-243.61743474,0.00329630,-2.96056600
-243.51743474,-0.00225858,-3.76938100
-243.41743475,-0.00885118,-4.85288700
-243.31743475,-0.01434501,-5.92113300
-243.21743475,-0.01874008,-7.00463900
-243.11743476,-0.02313515,-7.79819300
-243.01743476,-0.02972775,-8.60700700
-242.91743476,-0.03632035,-9.94994400
-242.81743476,-0.04077646,-11.03345000
-242.71743477,-0.04517153,-11.84227000
-242.61743477,-0.05176413,-12.91051000
-242.51743477,-0.05725797,-13.44463000
-242.41743477,-0.06275180,-15.06226000
-242.31743478,-0.06824563,-16.40520000
-242.21743478,-0.07264070,-18.29752000
-242.11743478,-0.07929435,-18.02283000
-242.01743478,-0.08368941,-18.83164000
-241.91743479,-0.09138078,-21.24283000
-241.81743479,-0.09577585,-22.05164000
-241.71743479,-0.10017090,-23.13515000
-241.61743479,-0.10456600,-25.82102000
-241.51743480,-0.11115860,-26.09571000
-241.41743480,-0.11781220,-27.69808000
-241.31743480,-0.12110850,-30.38396000
-241.21743480,-0.12660240,-30.12453000
-241.11743481,-0.13319500,-33.34452000
-241.01743481,-0.13759000,-33.89390000
-240.91743481,-0.14308390,-35.23684000
-240.81743481,-0.14857770,-37.38860000
-240.71743482,-0.15297280,-38.73153000
-240.61743482,-0.16072520,-39.54035000
-240.51743482,-0.16621900,-40.88329000
-240.41743482,-0.16951530,-43.03503000
-240.31743483,-0.17391040,-41.67684000
-240.21743483,-0.18050300,-44.10328000
-240.11743483,-0.18489800,-44.91210000
-240.01743483,-0.19039190,-47.32328000
-239.91743484,-0.19368820,-48.94091000
-239.81743484,-0.19924310,-49.74972000
-239.71743484,-0.20473690,-50.28385000
-239.61743484,-0.21023070,-51.90147000
-239.51743485,-0.21682330,-53.51910000
-239.41743485,-0.22011960,-54.32792000
-239.31743485,-0.22671220,-57.01379000
-239.21743485,-0.23000850,-58.61616000
-239.11743486,-0.23556340,-61.04260000
-239.01743486,-0.23995850,-61.04260000
-238.91743486,-0.24435360,-61.85142000
-238.81743486,-0.25094620,-63.72848000
-238.71743487,-0.25534120,-65.34610000
-238.61743487,-0.25973630,-66.41435000
-238.51743487,-0.26523010,-67.77254000
-238.41743487,-0.26852640,-70.45842000
-238.31743488,-0.27627890,-72.06079000
-238.21743488,-0.28067390,-73.67842000
-238.11743488,-0.28506900,-75.02136000
-238.01743488,-0.28836530,-75.83017000
-237.91743489,-0.29276030,-77.44781000
-237.81743489,-0.29935290,-78.51604000
-237.71743489,-0.30484680,-80.13368000
-237.61743489,-0.30814310,-82.81956000
-237.51743490,-0.31479670,-84.16249000
-237.41743490,-0.31809300,-86.31424000
-237.31743490,-0.32248810,-87.65718000
-237.21743490,-0.32688320,-87.65718000
-237.11743491,-0.33127820,-88.46599000
-237.01743491,-0.33677210,-89.27480000
-236.91743491,-0.34006840,-90.35831000
-236.81743491,-0.34556220,-91.70125000
-236.71743492,-0.35111710,-91.96068000
-236.61743492,-0.35441340,-91.96068000
-236.51743492,-0.35880850,-92.49480000
-236.41743492,-0.36430230,-92.76950000
-236.31743493,-0.36869730,-93.85300000
-236.21743493,-0.37309240,-94.64655000
-236.11743493,-0.37748750,-95.45538000
-236.01743493,-0.38188250,-96.26418000
-235.91743494,-0.38517890,-97.88182000
-235.81743494,-0.39073370,-98.69063000
-235.71743494,-0.39622760,-98.14125000
-235.61743494,-0.39842510,-96.79831000
-235.51743495,-0.40282020,-98.95006000
-235.41743495,-0.40721520,-100.29300000
-235.31743495,-0.41051150,-101.91060000
-235.21743495,-0.41490660,-103.78770000
-235.11743496,-0.42259800,-104.33710000
-235.01743496,-0.42479550,-105.68000000
-234.91743496,-0.42925160,-106.74830000
-234.81743496,-0.43144910,-108.09120000
-234.71743497,-0.43804170,-108.90000000
-234.61743497,-0.44023930,-109.98350000
-234.51743497,-0.44683190,-111.32640000
-234.41743497,-0.44793060,-112.39470000
-234.31743498,-0.45342450,-113.73760000
-234.21743498,-0.45562200,-114.01230000
-234.11743498,-0.46111580,-115.35530000
-234.01743498,-0.46441220,-117.23230000
-233.91743499,-0.46667070,-117.50700000
-233.81743499,-0.47326330,-118.04110000
-233.71743499,-0.47765840,-118.59050000
-233.61743500,-0.48095470,-118.84990000
-233.51743500,-0.48315220,-118.84990000
-233.41743500,-0.48754730,-117.23230000
-233.31743500,-0.49194240,-118.31580000
-233.21743501,-0.49633740,-120.19290000
-233.11743501,-0.49963370,-122.08520000
-233.01743501,-0.50293000,-122.61930000
-232.91743501,-0.50512750,-122.08520000
-232.81743502,-0.51068250,-118.84990000
-232.71743502,-0.51507750,-118.59050000
-232.61743502,-0.51727500,-116.97290000
-232.51743502,-0.52167010,-115.63000000
-232.41743503,-0.52496640,-112.66940000
-232.31743503,-0.52826270,-96.53888000
-232.21743503,-0.53046020,-90.89243000
-232.11743503,-0.53375660,-90.61774000
-232.01743504,-0.54034910,-89.54950000
-231.91743504,-0.54254670,-88.74068000
-231.81743504,-0.54700280,-87.65718000
-231.71743504,-0.54810150,-83.35368000
-231.61743505,-0.55139790,-72.06079000
-231.51743505,-0.55579290,-70.71785000
-231.41743505,-0.55799050,-70.71785000
