Frequency,Channel A,Channel C
(ms),(V),(V)

-250.12913724,0.36973510,0.11769010
-250.02913725,0.36534000,0.11717130
-249.92913725,0.35874740,0.11341720
-249.82913725,0.35435230,0.11073130
-249.72913725,0.34659990,0.10807590
-249.62913726,0.34220490,0.10700770
-249.52913726,0.33671100,0.10377240
-249.42913726,0.32901970,0.10218530
-249.32913726,0.32572340,0.09791234
-249.22913727,0.32132830,0.09791234
-249.12913727,0.31583450,0.09522647
-249.02913727,0.31027960,0.09202173
-248.92913727,0.30368700,0.09040410
-248.82913728,0.29929190,0.08985472
-248.72913728,0.29160050,0.08506288
-248.62913728,0.28610670,0.07917226
-248.52913728,0.27951410,0.07810402
-248.42913729,0.27731660,0.07596752
-248.32913729,0.26846540,0.07328165
-248.22913729,0.26407030,0.06790990
-248.12913729,0.25747770,0.06684165
-248.02913730,0.25308260,0.06311806
-247.92913730,0.24758880,0.05988280
-247.82913730,0.24099620,0.06043218
-247.72913730,0.23660110,0.05774631
-247.62913731,0.22994750,0.05509095
-247.52913731,0.22445370,0.05292394
-247.42913731,0.21895980,0.04971920
-247.32913731,0.21566350,0.04706385
-247.22913732,0.20907090,0.04706385
-247.12913732,0.20137960,0.04169210
-247.02913732,0.19698450,0.04382859
-246.92913732,0.19033080,0.03848736
-246.82913733,0.18483700,0.03686973
-246.72913733,0.18044190,0.03528263
-246.62913733,0.17384930,0.03580149
-246.52913733,0.16835550,0.03473324
-246.42913734,0.16396040,0.03207789
-246.32913734,0.15626910,0.02939202
-246.22913734,0.15071420,0.02777439
-246.12913734,0.14631910,0.02511903
-246.02913735,0.14082530,0.02350140
-245.92913735,0.13533150,0.02243316
-245.82913735,0.12764010,0.02188377
-245.72913735,0.12434380,0.02081553
-245.62913736,0.11775120,0.01709193
-245.52913736,0.11219630,0.01654255
-245.42913736,0.10670250,0.01654255
-245.32913737,0.10120860,0.01547430
-245.22913737,0.09571481,0.01440606
-245.12913737,0.08912221,0.01120132
-245.02913737,0.08252960,0.01013307
-244.92913738,0.07813454,0.01013307
-244.82913738,0.07257966,0.00906483
-244.72913738,0.06818459,0.00689782
-244.62913738,0.06049322,0.00476132
-244.52913739,0.05499939,0.00531071
-244.42913739,0.05170309,0.00317422
-244.32913739,0.04511049,0.00262483
-244.22913739,0.03961665,0.00100720
-244.12913740,0.03296301,-0.00057990
-244.02913740,0.02856794,0.00100720
-243.92913740,0.02307411,-0.00006104
-243.82913740,0.01867904,-0.00057990
-243.72913741,0.01318520,-0.00112929
-243.62913741,0.00769137,-0.00164815
-243.52913741,0.00000000,-0.00271640
-243.42913741,-0.00555488,-0.00378464
-243.32913742,-0.01104871,-0.00433403
-243.22913742,-0.01654255,-0.00485289
-243.12913742,-0.02093761,-0.00592113
-243.02913742,-0.02643145,-0.00647052
-242.92913743,-0.03302405,-0.00647052
-242.82913743,-0.03967769,-0.00808815
-242.72913743,-0.04187523,-0.00808815
-242.62913743,-0.04846783,-0.00915639
-242.52913744,-0.05396166,-0.00915639
-242.42913744,-0.05835673,-0.01074350
-242.32913744,-0.06604810,-0.01181174
-242.22913744,-0.07044317,-0.01397876
-242.12913745,-0.07483824,-0.01397876
-242.02913745,-0.08039311,-0.01449762
-241.92913745,-0.08698571,-0.01611525
-241.82913745,-0.09138078,-0.01663411
-241.72913746,-0.09797338,-0.01770236
-241.62913746,-0.10236850,-0.01931999
-241.52913746,-0.10786230,-0.02093761
-241.42913746,-0.11445490,-0.02200586
-241.32913747,-0.11891100,-0.02307411
-241.22913747,-0.12440480,-0.02414235
-241.12913747,-0.12989870,-0.02679770
-241.02913747,-0.13539250,-0.02627884
-240.92913748,-0.14088630,-0.02841533
-240.82913748,-0.14528140,-0.03003296
-240.72913748,-0.15077520,-0.03162007
-240.62913748,-0.15517030,-0.03216945
-240.52913749,-0.16072520,-0.03482481
-240.42913749,-0.16731780,-0.03592357
-240.32913749,-0.17061410,-0.03751068
-240.22913749,-0.17720670,-0.03912831
-240.12913750,-0.18160180,-0.03964717
-240.02913750,-0.18709560,-0.04233305
-239.92913750,-0.19039190,-0.04340129
-239.82913750,-0.19704550,-0.04501892
-239.72913751,-0.20253940,-0.04553778
-239.62913751,-0.20693440,-0.04874252
-239.52913751,-0.21352700,-0.04981077
-239.42913751,-0.21682330,-0.05090953
-239.32913752,-0.22341590,-0.05249664
-239.22913752,-0.22561350,-0.05518252
-239.12913752,-0.23336590,-0.05625076
-239.02913752,-0.23776100,-0.05783787
-238.92913753,-0.24105720,-0.06000488
-238.82913753,-0.24874860,-0.06214137
