Frequency,Channel A,Channel C
(ms),(V),(mV)

-250.16697586,0.37303140,77.15785000
-250.06697587,0.36643880,75.28078000
-249.96697587,0.35984620,72.04553000
-249.86697587,0.35654990,70.70259000
-249.76697587,0.34995730,70.16847000
-249.66697588,0.34550120,66.39909000
-249.56697588,0.33890860,65.33084000
-249.46697588,0.33341470,65.05615000
-249.36697588,0.32901970,62.64497000
-249.26697589,0.32242700,60.75265000
-249.16697589,0.31803200,58.34147000
-249.06697589,0.31363690,55.65559000
-248.96697589,0.30698330,55.91502000
-248.86697590,0.30148940,54.31266000
-248.76697590,0.29379810,52.69503000
-248.66697590,0.28940300,51.07740000
-248.56697590,0.28610670,49.45977000
-248.46697591,0.27841530,46.77389000
-248.36697591,0.27292150,45.17153000
-248.26697591,0.26626780,45.17153000
-248.16697591,0.26297160,44.36271000
-248.06697592,0.25637890,42.74508000
-247.96697592,0.25088510,41.93627000
-247.86697592,0.24539130,39.52509000
-247.76697592,0.23879870,37.90746000
-247.66697593,0.23440360,36.28983000
-247.56697593,0.22884870,35.48101000
-247.46697593,0.22225610,33.87864000
-247.36697593,0.21566350,33.06983000
-247.26697594,0.21126850,31.45220000
-247.16697594,0.20687340,31.17751000
-247.06697594,0.20028080,30.64339000
-246.96697594,0.19478700,29.30045000
-246.86697595,0.18923210,27.14870000
-246.76697595,0.18373820,27.68282000
-246.66697595,0.17824440,25.27164000
-246.56697595,0.17165180,23.37932000
-246.46697596,0.16615800,21.50226000
-246.36697596,0.16066410,18.81638000
-246.26697596,0.15510930,17.47345000
-246.16697596,0.14961540,15.85582000
-246.06697597,0.14412160,15.58112000
-245.96697597,0.13643020,14.51288000
-245.86697597,0.13203520,13.97876000
-245.76697597,0.12654130,12.89525000
-245.66697598,0.11994870,12.89525000
-245.56697598,0.11439380,11.29288000
-245.46697598,0.11109750,11.55231000
-245.36697598,0.10560370,9.67525300
-245.26697599,0.09681357,8.86643800
-245.16697599,0.09241851,7.52350100
-245.06697599,0.08692467,7.52350100
-244.96697599,0.08143084,5.90587200
-244.86697600,0.07813454,5.64644100
-244.76697600,0.07257966,5.09705700
-244.66697600,0.06488829,4.83762600
-244.56697600,0.06049322,3.75412000
-244.46697601,0.05390062,3.75412000
-244.36697601,0.04730802,2.13649100
-244.26697601,0.04181419,1.87706000
-244.16697601,0.03845684,1.06824600
-244.06697602,0.03076547,0.25943110
-243.96697602,0.02527164,-0.27469170
-243.86697602,0.02087657,-0.80881450
-243.76697602,0.01538274,-1.61762900
-243.66697603,0.00988890,-1.89232100
-243.56697603,0.00329630,-2.96056600
-243.46697603,-0.00445611,-3.50995000
-243.36697603,-0.00775241,-4.57819500
-243.26697604,-0.01434501,-5.66170100
-243.16697604,-0.01654255,-5.38701000
-243.06697604,-0.02423391,-6.45525600
-242.96697604,-0.02972775,-7.26407000
-242.86697605,-0.03412282,-8.60700700
-242.76697605,-0.04077646,-9.41582100
-242.66697605,-0.04627030,-9.69051400
-242.56697605,-0.05286290,-10.49933000
-242.46697606,-0.05615920,-11.84227000
-242.36697606,-0.06055427,-13.18520000
-242.26697606,-0.06934440,-13.71933000
-242.16697606,-0.07154194,-15.87108000
-242.06697607,-0.07819558,-16.67989000
-241.96697607,-0.08368941,-16.95458000
-241.86697607,-0.08808448,-18.02283000
-241.76697607,-0.09357832,-19.64046000
-241.66697608,-0.10017090,-20.70870000
-241.56697608,-0.10456600,-21.24283000
-241.46697608,-0.11115860,-23.13515000
-241.36697608,-0.11555370,-24.73751000
-241.26697609,-0.12110850,-26.09571000
-241.16697609,-0.12660240,-26.88927000
-241.06697609,-0.13319500,-27.69808000
-240.96697610,-0.13759000,-29.31571000
-240.86697610,-0.14308390,-30.65865000
-240.76697610,-0.14857770,-32.27628000
-240.66697610,-0.15077520,-33.08509000
-240.56697611,-0.15852760,-33.61922000
-240.46697611,-0.16402150,-35.77097000
-240.36697611,-0.16951530,-37.64803000
-240.26697611,-0.17281160,-38.73153000
-240.16697612,-0.18050300,-40.33390000
-240.06697612,-0.18270050,-40.88329000
-239.96697612,-0.18929310,-41.67684000
-239.86697612,-0.19258940,-43.56916000
-239.76697613,-0.19924310,-44.10328000
-239.66697613,-0.20583570,-45.44622000
-239.56697613,-0.20803320,-46.52972000
-239.46697613,-0.21462580,-47.87266000
-239.36697614,-0.21902090,-50.02441000
-239.26697614,-0.22451470,-51.09266000
-239.16697614,-0.22890980,-52.17617000
-239.06697614,-0.23336590,-53.77853000
-238.96697615,-0.24215600,-55.12147000
-238.86697615,-0.24545230,-56.73910000
-238.76697615,-0.24874860,-58.08204000
-238.66697615,-0.25424240,-58.89085000
-238.56697616,-0.25973630,-61.04260000
-238.46697616,-0.26523010,-62.38554000
-238.36697616,-0.27072400,-63.19435000
-238.26697616,-0.27518010,-66.15492000
-238.16697617,-0.27847640,-66.68904000
-238.06697617,-0.28506900,-67.77254000
-237.96697617,-0.28726650,-68.56610000
-237.86697617,-0.29385910,-70.71785000
-237.76697618,-0.29825420,-72.06079000
-237.66697618,-0.30155050,-72.33549000
-237.56697618,-0.30814310,-72.86961000
-237.46697618,-0.31259920,-74.76193000
-237.36697619,-0.31919180,-75.83017000
-237.26697619,-0.32248810,-76.91368000
-237.16697619,-0.32578440,-77.70724000
-237.06697619,-0.33127820,-78.51604000
-236.96697620,-0.33677210,-80.13368000
-236.86697620,-0.34116710,-80.66780000
-236.76697620,-0.34446340,-82.81956000
-236.66697620,-0.34885850,-83.62836000
-236.56697621,-0.35441340,-84.71188000
-236.46697621,-0.35990720,-85.78011000
-236.36697621,-0.36210470,-87.39775000
-236.26697621,-0.36759860,-87.65718000
-236.16697622,-0.37089490,-89.00011000
-236.06697622,-0.37528990,-90.35831000
-235.96697622,-0.38188250,-92.49480000
-235.86697622,-0.38627760,-92.76950000
-235.76697623,-0.39073370,-94.11243000
-235.66697623,-0.39403000,-96.53888000
-235.56697623,-0.39842510,-97.07300000
-235.46697623,-0.40391890,-98.41593000
-235.36697624,-0.40721520,-99.75887000
-235.26697624,-0.41161030,-100.56770000
-235.16697624,-0.41710410,-101.37650000
-235.06697624,-0.42040040,-102.44470000
-234.96697625,-0.42369670,-103.78770000
-234.86697625,-0.42925160,-104.33710000
-234.76697625,-0.43254790,-104.06240000
-234.66697625,-0.43694300,-103.78770000
-234.56697626,-0.43914050,-103.25360000
-234.46697626,-0.44463430,-103.25360000
-234.36697626,-0.44683190,-102.99410000
-234.26697626,-0.45452330,-104.06240000
-234.16697627,-0.45562200,-103.52830000
-234.06697627,-0.46111580,-104.87120000
-233.96697627,-0.46551090,-104.33710000
-233.86697627,-0.46886830,-104.59650000
-233.76697628,-0.47326330,-107.29760000
-233.66697628,-0.47655960,-107.29760000
-233.56697628,-0.47985590,-107.83180000
-233.46697628,-0.48315220,-109.17470000
-233.36697629,-0.48644850,-109.70880000
-233.26697629,-0.49084360,-111.05180000
-233.16697629,-0.49633740,-111.58590000
-233.06697629,-0.49853500,-111.58590000
-232.96697630,-0.50183130,-112.94410000
-232.86697630,-0.50628740,-113.20350000
-232.76697630,-0.50848490,-114.01230000
-232.66697630,-0.51507750,-114.01230000
-232.56697631,-0.51727500,-113.73760000
-232.46697631,-0.52057140,-115.63000000
-232.36697631,-0.52496640,-115.08060000
-232.26697631,-0.52936150,-115.88940000
-232.16697632,-0.53155900,-116.69820000
-232.06697632,-0.53485530,-116.69820000
-231.96697632,-0.53705290,-117.78170000
-231.86697632,-0.54144790,-117.23230000
-231.76697633,-0.54590400,-118.04110000
-231.66697633,-0.54810150,-118.31580000
-231.56697633,-0.54920040,-118.84990000
-231.46697634,-0.55469420,-119.65880000
