Frequency,Channel A,Channel B,Channel C
(ms),(V),(V),(V)

-25.00757048,0.23837140,0.76715300,0.74380420
-25.00257048,0.23837140,0.76440600,0.73846290
-24.99757048,0.23303020,0.75631790,0.73037480
-24.99257048,0.23837140,0.70229520,0.71694540
-24.98757048,0.22753630,0.73464780,0.71694540
-24.98257048,0.22494200,0.73464780,0.71160420
-24.97757048,0.22219510,0.75631790,0.70092170
-24.97257048,0.21944820,0.71313020,0.69008670
-24.96757048,0.21670130,0.70763640,0.68749240
-24.96257048,0.22753630,0.87779270,0.67406300
-24.95757048,0.21136000,0.69146010,0.66872170
-24.95257048,0.21136000,0.68062510,0.66063360
-24.94757048,0.22494200,0.83735200,0.65254550
-24.94257048,0.20586620,0.66979000,0.64445730
-24.93757048,0.20052500,0.66170190,0.63911610
-24.93257048,0.20052500,0.65636060,0.63102790
-24.92757048,0.19777800,0.64827250,0.62034550
-24.92257048,0.19503110,0.64552560,0.61500420
-24.91757048,0.18968990,0.62934930,0.60951040
-24.91257048,0.18968990,0.61851420,0.59882800
-24.90757048,0.18419610,0.63743740,0.59348670
-24.90257048,0.17885480,0.60508480,0.58265170
-24.89757048,0.18144910,0.59959100,0.57471620
-24.89257048,0.19243680,0.58066780,0.57471620
-24.88757048,0.17610790,0.58616160,0.56128670
-24.88257048,0.17061410,0.57532660,0.55045170
-24.87757048,0.17061410,0.56449150,0.54785740
-24.87257048,0.16801980,0.55365650,0.53702240
-24.86757048,0.16252590,0.54831520,0.52893420
-24.86257048,0.16252590,0.54831520,0.52633990
-24.85757048,0.15977900,0.53473320,0.51550480
-24.85257048,0.15443780,0.52939200,0.50207540
-24.84757048,0.15169090,0.52939200,0.49673420
-24.84257048,0.14894400,0.51581000,0.49139300
-24.83757048,0.14634970,0.50512750,0.48071050
-24.83257048,0.14360270,0.49963370,0.47262240
-24.82757048,0.14085580,0.48620440,0.46728120
-24.82257048,0.13810890,0.47811620,0.45644610
-24.81757049,0.13551460,0.47811620,0.45385180
-24.81257049,0.13276770,0.47262240,0.44576360
-24.80757049,0.13002080,0.45369920,0.43233430
-24.80257049,0.12727380,0.45644610,0.43233430
-24.79757049,0.12452690,0.44835790,0.42424610
-24.79257049,0.12193260,0.43477600,0.41081670
-24.78757049,0.11918570,0.43218170,0.40272860
-24.78257049,0.11643880,0.42409350,0.39464040
-24.77757049,0.11918570,0.37266510,0.38929920
-24.77257049,0.11109750,0.39967650,0.38136370
-24.76757049,0.10835060,0.39433520,0.37586980
-24.76257049,0.09751557,0.42943470,0.36518740
-24.75757049,0.10285680,0.38624710,0.35984620
-24.75257049,0.10026250,0.37815900,0.35450490
-24.74757049,0.10560370,0.30246610,0.34366990
-24.74257049,0.09476864,0.36183010,0.33558170
-24.73757049,0.08942742,0.35923570,0.33024050
-24.73257049,0.08668050,0.18083870,0.30612870
-24.72757049,0.08668050,0.33481870,0.31146990
-24.72257049,0.08393358,0.32947750,0.30612870
-24.71757049,0.08118667,0.31604810,0.29529360
-24.71257049,0.07859236,0.31330120,0.28735810
-24.70757049,0.07584544,0.30780740,0.27926990
-24.70257049,0.07035160,0.29971920,0.27392870
-24.69757049,0.07309853,0.29163100,0.26309370
-24.69257049,0.07035160,0.25927850,0.26049930
-24.68757049,0.06501038,0.27820170,0.24966430
-24.68257049,0.05951654,0.26736660,0.23898180
-24.67757049,0.04334025,0.13765110,0.23089370
-24.67257049,0.05676962,0.25119030,0.22555240
-24.66757049,0.05417531,0.24035530,0.21746430
-24.66257049,0.05142840,0.23501400,0.20937610
-24.65757049,0.04868148,0.23226710,0.20403490
-24.65257049,0.04593456,0.22143210,0.19594680
-24.64757049,0.04334025,0.21334390,0.19060550
-24.64257049,0.04059333,0.20785010,0.18251740
-24.63757049,0.04059333,0.19976190,0.17183490
-24.63257049,0.03509950,0.19716760,0.16649370
-24.62757049,0.03250519,0.18083870,0.15840560
-24.62257049,0.02975827,0.17549750,0.14757050
-24.61757049,0.02701135,0.17015630,0.14222930
-24.61257049,0.02426444,0.15657430,0.13414110
-24.60757049,0.02167013,0.14573920,0.12345870
-24.60257049,0.01892321,0.14314490,0.12071180
-24.59757049,0.01617629,0.13230990,0.11002930
-24.59257049,0.01342937,0.12681600,0.09659992
-24.58757049,0.00808815,0.12422170,0.09659992
-24.58257049,0.00808815,0.11338660,0.09125870
-24.57757049,0.00534123,0.10529850,0.08042364
-24.57257049,0.00259431,0.10529850,0.07248810
-24.56757049,0.00000000,0.09446344,0.06439995
-24.56257049,-0.00274692,0.07279330,0.05631180
-24.55757049,-0.00274692,0.07279330,0.04822366
-24.55257049,-0.00824075,0.06745208,0.04013551
-24.54757049,-0.01098767,0.00000000,0.03219998
-24.54257049,-0.01098767,0.05661702,0.02670614
-24.53757049,-0.01907581,0.05127579,0.02136491
-24.53257049,-0.02441704,-0.04334025,0.01068246
-24.52757049,-0.02441704,0.02960566,0.00000000
-24.52257049,-0.02716396,0.02701135,-0.00274692
-24.51757049,-0.02441704,0.14573920,-0.01892321
-24.51257049,-0.02991088,0.00534123,-0.02426444
-24.50757049,-0.03265779,-0.00274692,-0.02685875
-24.50257049,-0.03799902,0.00808815,-0.03494689
-24.49757049,-0.03799902,-0.01632890,-0.04303504
-24.49257049,-0.04074594,-0.02167013,-0.04837627
-24.48757049,-0.04349286,-0.02975827,-0.05921133
-24.48257049,-0.04608717,-0.04059333,-0.06714687
-24.47757049,-0.05158100,-0.04059333,-0.07523501
-24.47257049,-0.05158100,-0.04868148,-0.08057624
-24.46757049,-0.05432792,-0.05951654,-0.08866438
-24.46257049,-0.05966915,-0.01358198,-0.09141131
-24.45757049,-0.05966915,-0.07569283,-0.10484070
-24.45257049,-0.06241607,-0.08652790,-0.11292880
-24.44757049,-0.06516299,-0.08652790,-0.11827010
-24.44257049,-0.06790990,-0.09736296,-0.12635820
-24.43757049,-0.06790990,-0.10545110,-0.13704060
-24.43257049,-0.07599805,-0.11079230,-0.13978760
-24.42757049,-0.07874496,-0.11628620,-0.14772310
-24.42257050,-0.07874496,-0.12696860,-0.15855820
-24.41757050,-0.08133927,-0.13520940,-0.16389940
-24.41257050,-0.08408619,-0.14329750,-0.17198750
-24.40757050,-0.08683310,-0.15138570,-0.18267000
-24.40257050,-0.08958003,-0.15947380,-0.18541690
-24.39757050,-0.09217434,-0.17290320,-0.19609940
-24.39257050,-0.09492125,-0.17565010,-0.20418750
-24.38757050,-0.09766817,-0.18373820,-0.21227570
-24.38257050,-0.10041510,-0.19182640,-0.21761690
-24.37757050,-0.10300940,-0.20540840,-0.22570500
-24.37257050,-0.10575630,-0.20540840,-0.23379320
-24.36757050,-0.10575630,-0.21349650,-0.23913440
-24.36257050,-0.11125010,-0.21883770,-0.24981690
-24.35757050,-0.11384450,-0.22158470,-0.25515810
-24.35257050,-0.11384450,-0.22967280,-0.26065190
-24.34757050,-0.11933830,-0.24050790,-0.27133440
-24.34257050,-0.12208520,-0.24584910,-0.27667560
-24.33757050,-0.12467950,-0.25393720,-0.28476380
-24.33257050,-0.12742640,-0.27026610,-0.29285190
-24.32757050,-0.12467950,-0.27026610,-0.29819310
-24.32257050,-0.13017340,-0.27560740,-0.30628130
-24.31757050,-0.13292030,-0.26751920,-0.31696370
-24.31257050,-0.13566720,-0.28918930,-0.32505190
-24.30757050,-0.13826150,-0.29727750,-0.33039310
-24.30257050,-0.14100840,-0.24050790,-0.33848120
-24.29757050,-0.14375530,-0.31620070,-0.34656940
-24.29257050,-0.14375530,-0.32428880,-0.34916370
-24.28757050,-0.14909660,-0.33237700,-0.36534000
-24.28257050,-0.14909660,-0.34321210,-0.36808690
-24.27757050,-0.15459040,-0.35130020,-0.37342810
-24.27257050,-0.15733730,-0.35389450,-0.38151630
