Frequency,Channel A,Channel B,Channel C
(ms),(V),(V),(V)

-25.00757048,0.24386520,0.76440600,0.74380420
-25.00257048,0.23837140,0.75631790,0.73586860
-24.99757048,0.23577710,0.75082410,0.72503360
-24.99257048,0.23028320,0.74548290,0.71969230
-24.98757048,0.22753630,0.73739470,0.71160420
-24.98257048,0.22494200,0.73205350,0.70351610
-24.97757048,0.22219510,0.72381270,0.69558050
-24.97257048,0.22219510,0.71572460,0.69283360
-24.96757048,0.21670130,0.69420710,0.67940420
-24.96257048,0.21670130,0.70229520,0.67406300
-24.95757048,0.21136000,0.68871320,0.66872170
-24.95257048,0.20861310,0.67787810,0.65788670
-24.94757048,0.20586620,0.68062510,0.64979860
-24.94257048,0.20327190,0.66979000,0.64445730
-24.93757048,0.20052500,0.66170190,0.63102790
-24.93257048,0.20052500,0.64827250,0.62843360
-24.92757048,0.19503110,0.64827250,0.62293980
-24.92257048,0.18419610,0.66979000,0.61500420
-24.91757048,0.19243680,0.63209620,0.60416920
-24.91257048,0.18968990,0.62385550,0.59882800
-24.90757048,0.18419610,0.72121840,0.59348670
-24.90257048,0.18419610,0.60508480,0.58005740
-24.89757048,0.17885480,0.60508480,0.57471620
-24.89257048,0.16801980,0.58616160,0.56922230
-24.88757048,0.17061410,0.58616160,0.55853990
-24.88257048,0.16801980,0.56983270,0.55319860
-24.87757048,0.17061410,0.56723850,0.54236360
-24.87257048,0.16801980,0.55915030,0.53168110
-24.86757048,0.16252590,0.55106210,0.52893420
-24.86257048,0.15977900,0.54282140,0.51825170
-24.85757048,0.15718470,0.53748020,0.51016360
-24.85257048,0.15443780,0.53473320,0.50482240
-24.84757048,0.15169090,0.52130390,0.49673420
-24.84257048,0.14894400,0.51321570,0.48605180
-24.83757048,0.15977900,0.39433520,0.48605180
-24.83257048,0.14360270,0.49963370,0.46987550
-24.82757048,0.14085580,0.48879870,0.46178730
-24.82257048,0.13810890,0.47811620,0.45644610
-24.81757049,0.13551460,0.47262240,0.44835790
-24.81257049,0.13276770,0.46453420,0.44042240
-24.80757049,0.13276770,0.46178730,0.43492860
-24.80257049,0.12727380,0.45369920,0.42424610
-24.79757049,0.12452690,0.44026980,0.41615800
-24.79257049,0.12193260,0.43752290,0.41081670
-24.78757049,0.11918570,0.42943470,0.40547550
-24.78257049,0.11643880,0.42134660,0.39464040
-24.77757049,0.11369190,0.41585280,0.38929920
-24.77257049,0.11109750,0.41051150,0.38395800
-24.76757049,0.10560370,0.39158830,0.37327550
-24.76257049,0.10560370,0.38884140,0.36244050
-24.75757049,0.10285680,0.37815900,0.35709920
-24.75257049,0.09751557,0.37266510,0.34366990
-24.74757049,0.09751557,0.36183010,0.34107560
-24.74257049,0.09751557,0.35923570,0.33298740
-24.73757049,0.09202173,0.35114760,0.32215230
-24.73257049,0.08942742,0.34305950,0.31681110
-24.72757049,0.08393358,0.33222440,0.31146990
-24.72257049,0.08668050,0.30780740,0.30338170
-24.71757049,0.08118667,0.32138930,0.29269930
-24.71257049,0.07584544,0.31330120,0.28995240
-24.70757049,0.06775729,0.30521300,0.27392870
-24.70257049,0.07035160,0.30246610,0.27118180
-24.69757049,0.07035160,0.29163100,0.26309370
-24.69257049,0.05676962,0.21334390,0.25500550
-24.68757049,0.06501038,0.27820170,0.24707000
-24.68257049,0.06226346,0.26202540,0.24157610
-24.67757049,0.05951654,0.20250890,0.23898180
-24.67257049,0.05676962,0.25119030,0.22280550
-24.66757049,0.05417531,0.24310220,0.21746430
-24.66257049,0.07035160,0.00534123,0.21212310
-24.65757049,0.04868148,0.23501400,0.20403490
-24.65257049,0.04334025,0.24844340,0.19869370
-24.64757049,0.04334025,0.21868510,0.19060550
-24.64257049,0.04059333,0.21334390,0.17717620
-24.63757049,0.03784642,0.21334390,0.17442930
-24.63257049,0.03250519,0.19716760,0.16649370
-24.62757049,0.03250519,0.18358560,0.15565860
-24.62257049,0.02975827,0.15932120,0.15306430
-24.61757049,0.02701135,0.17015630,0.13963500
-24.61257049,0.02701135,0.16206810,0.13154680
-24.60757049,0.04868148,0.21609080,0.12879990
-24.60257049,0.01892321,0.15123310,0.12071180
-24.59757049,0.01617629,0.13765110,0.11002930
-24.59257049,0.01617629,0.13765110,0.10468810
-24.58757049,0.01342937,0.12956290,0.09659992
-24.58257049,0.01083506,0.11613360,0.08591747
-24.57757049,0.00534123,0.11872790,0.08591747
-24.57257049,0.00259431,0.10529850,0.07782932
-24.56757049,0.00000000,0.09171651,0.06439995
-24.56257049,-0.00274692,0.08912221,0.05631180
-24.55757049,-0.00549384,0.08103406,0.05097058
-24.55257049,-0.00824075,0.07019900,0.03754120
-24.54757049,-0.01098767,0.06470516,0.03479429
-24.54257049,-0.01358198,0.06745208,0.02945306
-24.53757049,-0.01907581,0.05127579,0.01877060
-24.53257049,-0.01907581,0.04578196,0.01068246
-24.52757049,-0.02441704,0.03769381,0.00534123
-24.52257049,-0.02441704,0.02701135,-0.00274692
-24.51757049,-0.02991088,0.02151752,-0.01083506
-24.51257049,-0.03265779,0.01617629,-0.01617629
-24.50757049,-0.03525211,0.00000000,-0.02685875
-24.50257049,-0.03799902,0.00000000,-0.03494689
-24.49757049,-0.04074594,-0.01083506,-0.04028812
-24.49257049,-0.03525211,-0.08378097,-0.05112318
-24.48757049,-0.04608717,-0.02441704,-0.05921133
-24.48257049,-0.04883409,-0.03525211,-0.06180564
-24.47757049,-0.05692223,0.00000000,-0.07523501
-24.47257049,-0.04883409,-0.04868148,-0.08057624
-24.46757049,-0.05432792,-0.05676962,-0.08607008
-24.46257049,-0.05432792,0.21059700,-0.09675253
-24.45757049,-0.05966915,-0.07035160,-0.10209380
-24.45257049,-0.06516299,-0.07569283,-0.11018190
-24.44757049,-0.06516299,-0.05142840,-0.11552310
-24.44257049,-0.06790990,-0.09461604,-0.12895250
-24.43757049,-0.07325113,-0.10270420,-0.13169940
-24.43257049,-0.07050421,-0.11353920,-0.14238190
-24.42757049,-0.07599805,-0.12437430,-0.15047000
-24.42257050,-0.07599805,-0.15138570,-0.15581130
-24.41757050,-0.08133927,-0.13780370,-0.16389940
-24.41257050,-0.08683310,-0.14329750,-0.17198750
-24.40757050,-0.08958003,-0.14329750,-0.18007570
-24.40257050,-0.09217434,-0.16222070,-0.18801120
-24.39757050,-0.09217434,-0.16481500,-0.19609940
-24.39257050,-0.10300940,-0.03784642,-0.20693440
-24.38757050,-0.09766817,-0.18099130,-0.21227570
-24.38257050,-0.09766817,-0.19182640,-0.22036380
-24.37757050,-0.10300940,-0.19991450,-0.22570500
-24.37257050,-0.10575630,-0.20800270,-0.23104630
-24.36757050,-0.10850320,-0.21883770,-0.24447560
-24.36257050,-0.11125010,-0.21883770,-0.24981690
-24.35757050,-0.11659140,-0.22967280,-0.25256380
-24.35257050,-0.11659140,-0.23516660,-0.26599310
-24.34757050,-0.11933830,-0.24859600,-0.26858750
-24.34257050,-0.12467950,-0.24584910,-0.27942250
-24.33757050,-0.12467950,-0.25393720,-0.28751070
-24.33257050,-0.12742640,-0.26217800,-0.29285190
-24.32757050,-0.13017340,-0.26751920,-0.29819310
-24.32257050,-0.13292030,-0.28094860,-0.31162250
-24.31757050,-0.13566720,-0.28644240,-0.31436940
-24.31257050,-0.13826150,-0.29727750,-0.32230500
-24.30757050,-0.14100840,-0.30536570,-0.33314000
-24.30257050,-0.14650230,-0.30536570,-0.33573430
-24.29757050,-0.14650230,-0.31879500,-0.34656940
-24.29257050,-0.14650230,-0.31879500,-0.35465750
-24.28757050,-0.15184350,-0.32963010,-0.35999880
-24.28257050,-0.15184350,-0.33497130,-0.36808690
-24.27757050,-0.15733730,-0.31345380,-0.37602250
-24.27257050,-0.15993160,-0.35130020,-0.38151630
