Frequency,Channel A,Channel C
(ms),(V),(mV)

-250.18022317,0.37193260,91.94542000
-250.08022317,0.36643880,91.13660000
-249.98022317,0.36094490,90.06837000
-249.88022317,0.35545110,88.19130000
-249.78022318,0.34879740,86.29898000
-249.68022318,0.34550120,84.95605000
-249.58022318,0.33780980,81.73605000
-249.48022318,0.33121720,77.69198000
-249.38022319,0.32682210,76.62373000
-249.28022319,0.32242700,73.93785000
-249.18022319,0.31693320,72.59492000
-249.08022319,0.31027960,73.66316000
-248.98022320,0.30588450,71.51141000
-248.88022320,0.29929190,67.20791000
-248.78022320,0.29599560,65.60554000
-248.68022320,0.28940300,61.83616000
-248.58022321,0.28281040,60.21853000
-248.48022321,0.27621780,56.72384000
-248.38022321,0.27176170,54.31266000
-248.28022321,0.26516910,53.22915000
-248.18022322,0.26187280,50.54327000
-248.08022322,0.25528020,49.45977000
-247.98022322,0.24868760,44.89684000
-247.88022322,0.24319370,43.27921000
-247.78022323,0.23989740,41.93627000
-247.68022323,0.23104630,40.31864000
-247.58022323,0.22665120,38.97570000
-247.48022323,0.22225610,37.37333000
-247.38022324,0.21566350,36.01514000
-247.28022324,0.21016970,33.06983000
-247.18022324,0.20467590,32.26102000
-247.08022324,0.19808330,30.64339000
-246.98022325,0.19252840,29.30045000
-246.88022325,0.18593580,28.23220000
-246.78022325,0.18154070,27.14870000
-246.68022325,0.17494810,24.46282000
-246.58022326,0.17165180,23.37932000
-246.48022326,0.16286170,22.31107000
-246.38022326,0.15846660,20.69344000
-246.28022326,0.15291170,19.62520000
-246.18022327,0.14961540,19.07581000
-246.08022327,0.14192410,18.28226000
-245.98022327,0.13643020,17.19875000
-245.88022327,0.13203520,17.47345000
-245.78022328,0.12434380,14.51288000
-245.68022328,0.11994870,13.16994000
-245.58022328,0.11439380,12.63582000
-245.48022328,0.10890000,10.48407000
-245.38022329,0.10340620,10.48407000
-245.28022329,0.09791234,9.93468400
-245.18022329,0.09022097,8.59174600
-245.08022329,0.08692467,8.05762400
-244.98022330,0.08033207,7.52350100
-244.88022330,0.07477719,6.43999500
-244.78022330,0.06818459,5.90587200
-244.68022330,0.06269076,4.83762600
-244.58022331,0.05829569,4.28824300
-244.48022331,0.05280185,3.75412000
-244.38022331,0.04620925,2.13649100
-244.28022331,0.04181419,2.41118300
-244.18022332,0.03406177,1.60236800
-244.08022332,0.02966671,1.06824600
-243.98022332,0.02527164,0.00000000
-243.88022332,0.01867904,-1.08350600
-243.78022333,0.01318520,-1.35819800
-243.68022333,0.00769137,-1.89232100
-243.58022333,0.00109877,-3.50995000
-243.48022334,-0.00225858,-3.76938100
-243.38022334,-0.00885118,-4.04407300
-243.28022334,-0.01434501,-5.66170100
-243.18022334,-0.01874008,-6.72994700
-243.08022335,-0.02423391,-6.72994700
-242.98022335,-0.03082652,-8.07288500
-242.88022335,-0.03522158,-8.07288500
-242.78022335,-0.04077646,-10.49933000
-242.68022336,-0.04627030,-11.30814000
-242.58022336,-0.05396166,-11.03345000
-242.48022336,-0.05725797,-12.91051000
-242.38022336,-0.06494933,-14.25345000
-242.28022337,-0.06824563,-15.33695000
-242.18022337,-0.07373947,-16.67989000
-242.08022337,-0.08039311,-17.48871000
-241.98022337,-0.08478818,-19.36577000
-241.88022338,-0.09028202,-20.70870000
-241.78022338,-0.09577585,-22.32633000
-241.68022338,-0.10017090,-22.86045000
-241.58022338,-0.10566480,-24.20339000
-241.48022339,-0.11115860,-25.82102000
-241.38022339,-0.11671350,-27.97277000
-241.28022339,-0.12220730,-29.31571000
-241.18022339,-0.12660240,-30.38396000
-241.08022340,-0.13209620,-32.53571000
-240.98022340,-0.13868880,-34.15334000
-240.88022340,-0.14418260,-35.49627000
-240.78022340,-0.14857770,-36.57978000
-240.68022341,-0.15297280,-38.45684000
-240.58022341,-0.15852760,-39.54035000
-240.48022341,-0.16512020,-41.41741000
-240.38022341,-0.16951530,-43.03503000
-240.28022342,-0.17610790,-44.37797000
-240.18022342,-0.17940420,-46.78915000
-240.08022342,-0.18709560,-47.59797000
-239.98022342,-0.19149070,-49.21560000
-239.88022343,-0.19594680,-51.62679000
-239.78022343,-0.20034180,-52.17617000
-239.68022343,-0.20363810,-54.86204000
-239.58022343,-0.21132950,-56.73910000
-239.48022344,-0.21462580,-57.01379000
-239.38022344,-0.22011960,-57.82261000
-239.28022344,-0.22451470,-58.61616000
-239.18022344,-0.22890980,-57.01379000
-239.08022345,-0.23556340,-55.67085000
-238.98022345,-0.23995850,-54.05323000
-238.88022345,-0.24545230,-55.67085000
-238.78022345,-0.25094620,-55.93028000
-238.68022346,-0.25534120,-57.54792000
-238.58022346,-0.25973630,-58.61616000
-238.48022346,-0.26413140,-59.97436000
-238.38022346,-0.27182270,-60.50848000
-238.28022347,-0.27627890,-62.38554000
-238.18022347,-0.28177270,-63.19435000
-238.08022347,-0.28506900,-64.81199000
-237.98022347,-0.29056280,-66.15492000
-237.88022348,-0.29605660,-66.96374000
-237.78022348,-0.30045170,-68.30667000
-237.68022348,-0.30594550,-69.64961000
-237.58022348,-0.30924180,-69.90904000
-237.48022349,-0.31369800,-70.71785000
-237.38022349,-0.32029060,-72.06079000
-237.28022349,-0.32358690,-72.61018000
-237.18022349,-0.32798190,-72.61018000
-237.08022350,-0.33237700,-73.95312000
-236.98022350,-0.33677210,-75.29605000
-236.88022350,-0.34226590,-75.29605000
-236.78022350,-0.34666100,-76.36430000
-236.68022351,-0.35111710,-77.98193000
-236.58022351,-0.35441340,-78.51604000
-236.48022351,-0.35990720,-79.32487000
-236.38022351,-0.36540100,-80.66780000
-236.28022352,-0.36869730,-80.40836000
-236.18022352,-0.37309240,-81.20192000
-236.08022352,-0.37858620,-82.56012000
-235.98022352,-0.38078380,-82.56012000
-235.88022353,-0.38517890,-82.28543000
-235.78022353,-0.39073370,-83.09424000
-235.68022353,-0.39622760,-84.16249000
-235.58022353,-0.40062260,-84.71188000
-235.48022354,-0.40501770,-84.71188000
-235.38022354,-0.40831400,-85.24599000
-235.28022354,-0.41270910,-86.31424000
-235.18022354,-0.41600540,-86.84837000
-235.08022355,-0.42259800,-87.39775000
-234.98022355,-0.42259800,-88.20656000
-234.88022355,-0.43035040,-89.00011000
-234.78022355,-0.43254790,-89.27480000
-234.68022356,-0.43694300,-87.93187000
-234.58022356,-0.44243680,-86.05481000
-234.48022356,-0.44573310,-84.71188000
-234.38022356,-0.45012820,-79.06543000
-234.28022357,-0.45342450,-78.79074000
-234.18022357,-0.45562200,-78.25661000
-234.08022357,-0.46111580,-78.79074000
-233.98022358,-0.46551090,-77.98193000
-233.88022358,-0.46886830,-75.55548000
-233.78022358,-0.47436210,-75.02136000
-233.68022358,-0.47765840,-73.41899000
-233.58022359,-0.48205350,-75.29605000
-233.48022359,-0.48534980,-75.55548000
-233.38022359,-0.48974480,-76.10487000
-233.28022359,-0.49413990,-75.83017000
-233.18022360,-0.49633740,-76.10487000
-233.08022360,-0.49963370,-75.55548000
-232.98022360,-0.50402880,-76.10487000
-232.88022360,-0.50512750,-76.10487000
-232.78022361,-0.51068250,-77.17311000
-232.68022361,-0.51507750,-77.44781000
-232.58022361,-0.51727500,-77.44781000
-232.48022361,-0.52057140,-76.91368000
-232.38022362,-0.52386770,-77.44781000
-232.28022362,-0.52826270,-77.70724000
-232.18022362,-0.53265780,-77.98193000
-232.08022362,-0.53595410,-76.63899000
-231.98022363,-0.53815160,-76.63899000
-231.88022363,-0.54364540,-76.36430000
-231.78022363,-0.54920040,-75.83017000
-231.68022363,-0.55029910,-74.76193000
-231.58022364,-0.55469420,-74.21255000
-231.48022364,-0.55689170,-73.95312000
