Frequency,Channel A,Channel C
(ms),(V),(mV)

-250.17534585,0.37083380,87.10780000
-250.07534585,0.36534000,86.57367000
-249.97534586,0.36094490,84.95605000
-249.87534586,0.35545110,81.73605000
-249.77534586,0.35105600,80.11842000
-249.67534586,0.34440240,77.69198000
-249.57534587,0.33890860,76.08960000
-249.47534587,0.33231600,74.19729000
-249.37534587,0.32792090,72.04553000
-249.27534587,0.32242700,69.35966000
-249.17534588,0.31803200,68.01672000
-249.07534588,0.31143940,67.75729000
-248.97534588,0.30478570,66.13966000
-248.87534588,0.30039070,63.45379000
-248.77534589,0.29599560,62.64497000
-248.67534589,0.28830420,62.64497000
-248.57534589,0.28171160,61.30203000
-248.47534589,0.27841530,59.15028000
-248.37534590,0.27402030,58.34147000
-248.27534590,0.26736660,55.65559000
-248.17534590,0.26077400,54.31266000
-248.07534590,0.25637890,51.61152000
-247.97534591,0.25088510,52.42034000
-247.87534591,0.24429250,47.04859000
-247.77534591,0.23769990,45.43095000
-247.67534591,0.23330480,41.93627000
-247.57534592,0.22775000,41.66158000
-247.47534592,0.22225610,40.59333000
-247.37534592,0.21786110,38.71627000
-247.27534592,0.21126850,34.67220000
-247.17534593,0.20577460,33.87864000
-247.07534593,0.20028080,31.98632000
-246.97534593,0.19478700,32.26102000
-246.87534593,0.18923210,28.76633000
-246.77534594,0.18373820,29.57514000
-246.67534594,0.17714560,27.42339000
-246.57534594,0.17165180,25.27164000
-246.47534594,0.16615800,24.72225000
-246.37534595,0.16066410,23.11989000
-246.27534595,0.15626910,21.50226000
-246.17534595,0.14851670,20.15932000
-246.07534595,0.14302280,21.77695000
-245.97534596,0.13643020,19.07581000
-245.87534596,0.13313390,18.00757000
-245.77534596,0.12434380,16.13051000
-245.67534596,0.11994870,15.85582000
-245.57534597,0.11549260,14.23819000
-245.47534597,0.10999880,13.16994000
-245.37534597,0.10450490,10.48407000
-245.27534598,0.09791234,10.48407000
-245.17534598,0.09241851,9.67525300
-245.07534598,0.08582591,8.33231500
-244.97534598,0.08252960,6.43999500
-244.87534599,0.07813454,6.18056300
-244.77534599,0.06928336,5.90587200
-244.67534599,0.06488829,4.83762600
-244.57534599,0.05939446,4.02881200
-244.47534600,0.05280185,3.21999700
-244.37534600,0.04840679,2.68587400
-244.27534600,0.04181419,1.87706000
-244.17534600,0.03625931,0.53412280
-244.07534601,0.03186424,0.25943110
-243.97534601,0.02527164,-0.27469170
-243.87534601,0.02197534,-0.54938340
-243.77534601,0.01208644,-1.35819800
-243.67534602,0.00659260,-2.42644400
-243.57534602,0.00109877,-3.50995000
-243.47534602,-0.00445611,-4.04407300
-243.37534602,-0.00994995,-4.57819500
-243.27534603,-0.01324625,-5.38701000
-243.17534603,-0.01983885,-5.92113300
-243.07534603,-0.02423391,-6.72994700
-242.97534603,-0.03082652,-7.53876200
-242.87534604,-0.03522158,-8.07288500
-242.77534604,-0.04077646,-9.15639000
-242.67534604,-0.04736906,-9.41582100
-242.57534604,-0.05066536,-10.75876000
-242.47534605,-0.05615920,-11.03345000
-242.37534605,-0.06385057,-12.91051000
-242.27534605,-0.06824563,-12.91051000
-242.17534605,-0.07373947,-14.25345000
-242.07534606,-0.07819558,-15.33695000
-241.97534606,-0.08588695,-16.14577000
-241.87534606,-0.08808448,-16.95458000
-241.77534606,-0.09357832,-18.55695000
-241.67534607,-0.10017090,-19.89989000
-241.57534607,-0.10566480,-20.70870000
-241.47534607,-0.11115860,-21.79221000
-241.37534607,-0.11555370,-23.39458000
-241.27534608,-0.12110850,-23.66927000
-241.17534608,-0.12660240,-25.01221000
-241.07534608,-0.13429370,-26.62984000
-240.97534608,-0.13649130,-27.69808000
-240.87534609,-0.14308390,-29.84983000
-240.77534609,-0.14638020,-30.65865000
-240.67534609,-0.15297280,-32.00158000
-240.57534609,-0.15962640,-33.34452000
-240.47534610,-0.16402150,-34.96215000
-240.37534610,-0.16841660,-35.77097000
-240.27534610,-0.17391040,-36.83921000
-240.17534610,-0.17940420,-38.73153000
-240.07534611,-0.18489800,-39.26565000
-239.97534611,-0.18929310,-41.14272000
-239.87534611,-0.19484800,-42.76034000
-239.77534611,-0.20034180,-43.56916000
-239.67534612,-0.20363810,-44.91210000
-239.57534612,-0.21242830,-46.52972000
-239.47534612,-0.21462580,-48.40678000
-239.37534612,-0.21902090,-49.21560000
-239.27534613,-0.22671220,-50.28385000
-239.17534613,-0.23110730,-51.90147000
-239.07534613,-0.23556340,-53.77853000
-238.97534613,-0.24105720,-54.58735000
-238.87534614,-0.24545230,-55.93028000
-238.77534614,-0.24984740,-57.01379000
-238.67534614,-0.25424240,-58.35673000
-238.57534614,-0.26083510,-61.31730000
-238.47534615,-0.26413140,-61.57673000
-238.37534615,-0.26962520,-62.66023000
-238.27534615,-0.27518010,-64.26260000
-238.17534615,-0.27957510,-65.88023000
-238.07534616,-0.28616770,-67.22317000
-237.97534616,-0.28946410,-68.56610000
-237.87534616,-0.29385910,-69.90904000
-237.77534616,-0.29935290,-70.45842000
-237.67534617,-0.30264930,-72.33549000
-237.57534617,-0.31034060,-72.86961000
-237.47534617,-0.31369800,-74.21255000
-237.37534617,-0.31919180,-75.55548000
-237.27534618,-0.32358690,-76.63899000
-237.17534618,-0.32688320,-77.44781000
-237.07534618,-0.33127820,-79.06543000
-236.97534618,-0.33677210,-77.98193000
-236.87534619,-0.34006840,-79.85899000
-236.77534619,-0.34556220,-82.28543000
-236.67534619,-0.35001830,-83.09424000
-236.57534619,-0.35441340,-83.90305000
-236.47534620,-0.35880850,-83.35368000
-236.37534620,-0.36320350,-83.90305000
-236.27534620,-0.36979610,-83.90305000
-236.17534620,-0.37199370,-75.29605000
-236.07534621,-0.37748750,-73.14429000
-235.97534621,-0.38078380,-71.52667000
-235.87534621,-0.38627760,-73.14429000
-235.77534622,-0.39183250,-72.33549000
-235.67534622,-0.39403000,-73.14429000
-235.57534622,-0.39952390,-73.14429000
-235.47534622,-0.40501770,-74.76193000
-235.37534623,-0.40831400,-74.76193000
-235.27534623,-0.41270910,-73.95312000
-235.17534623,-0.41600540,-70.71785000
-235.07534623,-0.42149920,-71.52667000
-234.97534624,-0.42479550,-71.26724000
-234.87534624,-0.43035040,-72.06079000
-234.77534624,-0.43364670,-72.06079000
-234.67534624,-0.43694300,-71.80136000
-234.57534625,-0.44023930,-72.61018000
-234.47534625,-0.44573310,-73.14429000
-234.37534625,-0.44902940,-74.48724000
-234.27534625,-0.45452330,-75.02136000
-234.17534626,-0.45672080,-75.55548000
-234.07534626,-0.46221460,-76.10487000
-233.97534626,-0.46551090,-76.36430000
-233.87534626,-0.46886830,-76.91368000
-233.77534627,-0.47326330,-77.17311000
-233.67534627,-0.47875720,-78.25661000
-233.57534627,-0.47875720,-77.44781000
-233.47534627,-0.48534980,-76.91368000
-233.37534628,-0.48754730,-75.83017000
-233.27534628,-0.49084360,-75.29605000
-233.17534628,-0.49633740,-76.10487000
-233.07534628,-0.50073250,-76.63899000
-232.97534629,-0.50183130,-75.83017000
-232.87534629,-0.50738610,-76.91368000
-232.77534629,-0.51178120,-76.91368000
-232.67534629,-0.51397870,-76.36430000
-232.57534630,-0.51727500,-76.91368000
-232.47534630,-0.52276890,-76.10487000
-232.37534630,-0.52496640,-76.36430000
-232.27534630,-0.52936150,-76.91368000
-232.17534631,-0.53155900,-75.83017000
-232.07534631,-0.53265780,-75.02136000
-231.97534631,-0.53705290,-75.55548000
-231.87534631,-0.54144790,-75.83017000
-231.77534632,-0.54480530,-76.36430000
-231.67534632,-0.54810150,-76.10487000
-231.57534632,-0.55359540,-76.36430000
-231.47534632,-0.55469420,-75.02136000
