Frequency,Channel A,Channel C
(ms),(V),(V)

-250.12603078,0.36973510,0.15837500
-250.02603079,0.36534000,0.15568920
-249.92603079,0.35874740,0.15355270
-249.82603079,0.35215480,0.15248440
-249.72603079,0.34769870,0.14659380
-249.62603080,0.34220490,0.14393850
-249.52603080,0.33671100,0.14232080
-249.42603080,0.33231600,0.13804790
-249.32603080,0.32572340,0.13536200
-249.22603081,0.32132830,0.13215720
-249.12603081,0.31473570,0.13215720
-249.02603081,0.30918080,0.12947140
-248.92603081,0.30258820,0.12626660
-248.82603082,0.29709440,0.12251250
-248.72603082,0.29269930,0.11982660
-248.62603082,0.28610670,0.11717130
-248.52603082,0.28171160,0.11555370
-248.42603083,0.27511900,0.11073130
-248.32603083,0.26956420,0.10484070
-248.22603083,0.26407030,0.10432180
-248.12603083,0.25747770,0.10163590
-248.02603084,0.25308260,0.10218530
-247.92603084,0.24649000,0.10163590
-247.82603084,0.24209500,0.09791234
-247.72603084,0.23660110,0.09681357
-247.62603085,0.23104630,0.09308998
-247.52603085,0.22445370,0.09040410
-247.42603085,0.21895980,0.08771823
-247.32603085,0.21236720,0.08130875
-247.22603086,0.20797220,0.07221340
-247.12603086,0.20357710,0.06684165
-247.02603086,0.19698450,0.06418630
-246.92603086,0.19142960,0.06150043
-246.82603087,0.18593580,0.05988280
-246.72603087,0.17934320,0.05881455
-246.62603087,0.17384930,0.05509095
-246.52603087,0.16725670,0.05240508
-246.42603088,0.16286170,0.04920034
-246.32603088,0.15626910,0.04651447
-246.22603088,0.15181300,0.04382859
-246.12603088,0.14631910,0.04169210
-246.02603089,0.14192410,0.04010499
-245.92603089,0.13313390,0.03686973
-245.82603089,0.12873890,0.03635087
-245.72603089,0.12544260,0.02939202
-245.62603090,0.11885000,0.02511903
-245.52603090,0.11219630,0.02295202
-245.42603090,0.10670250,0.02188377
-245.32603090,0.10120860,0.02081553
-245.22603091,0.09571481,0.02029667
-245.12603091,0.09022097,0.01974728
-245.02603091,0.08582591,0.01761079
-244.92603091,0.07697473,0.01333781
-244.82603092,0.07148089,0.01333781
-244.72603092,0.06818459,0.01278843
-244.62603092,0.06159199,0.00958369
-244.52603092,0.05719692,0.00796606
-244.42603093,0.05060432,0.00851544
-244.32603093,0.04511049,0.00637895
-244.22603093,0.03961665,0.00582957
-244.12603093,0.03516054,0.00369308
-244.02603094,0.02856794,0.00262483
-243.92603094,0.02307411,0.00155659
-243.82603094,0.01758027,0.00100720
-243.72603094,0.01208644,-0.00057990
-243.62603095,0.00659260,-0.00164815
-243.52603095,0.00219753,-0.00164815
-243.42603095,-0.00445611,-0.00378464
-243.32603095,-0.01104871,-0.00540227
-243.22603096,-0.01544378,-0.00592113
-243.12603096,-0.02093761,-0.00592113
-243.02603096,-0.02533268,-0.00753876
-242.92603096,-0.03082652,-0.00915639
-242.82603097,-0.03851788,-0.01074350
-242.72603097,-0.04407276,-0.01074350
-242.62603097,-0.04846783,-0.01181174
-242.52603097,-0.05506043,-0.01236113
-242.42603098,-0.05835673,-0.01397876
-242.32603098,-0.06494933,-0.01504700
-242.22603098,-0.07044317,-0.01556586
-242.12603098,-0.07593700,-0.01718349
-242.02603099,-0.08039311,-0.01983885
-241.92603099,-0.08588695,-0.01983885
-241.82603099,-0.09138078,-0.02307411
-241.72603100,-0.09687462,-0.02414235
-241.62603100,-0.10456600,-0.02572946
-241.52603100,-0.10786230,-0.02679770
-241.42603100,-0.11335610,-0.03003296
-241.32603101,-0.11891100,-0.02948358
-241.22603101,-0.12550360,-0.03268832
-241.12603101,-0.12879990,-0.03430595
-241.02603101,-0.13429370,-0.03592357
-240.92603102,-0.13868880,-0.03699182
-240.82603102,-0.14308390,-0.03964717
-240.72603102,-0.14967650,-0.04178366
-240.62603102,-0.15633010,-0.04126480
-240.52603103,-0.16072520,-0.04446954
-240.42603103,-0.16621900,-0.04660603
-240.32603103,-0.17171280,-0.04874252
-240.22603103,-0.17610790,-0.05036015
-240.12603104,-0.18160180,-0.05142840
-240.02603104,-0.18599680,-0.05411427
-239.92603104,-0.19149070,-0.05356489
-239.82603104,-0.19484800,-0.05625076
-239.72603105,-0.20144060,-0.05893664
-239.62603105,-0.20803320,-0.06000488
-239.52603105,-0.21132950,-0.06372848
-239.42603105,-0.21682330,-0.06479673
-239.32603106,-0.22121840,-0.06589550
-239.22603106,-0.22781100,-0.07016848
-239.12603106,-0.23446460,-0.06961909
-239.02603106,-0.23776100,-0.07068734
-238.92603107,-0.24215600,-0.07285435
-238.82603107,-0.24764980,-0.07444146
