T,V,I,realV,realI,q,R
-198.6294087,0.050781726,0.049723971,0.050781726,9.94479E-06,-0.002934091,5106.362683
-198.5794087,0.052318282,0.051635368,0.052318282,1.03271E-05,-0.002933584,5066.128578
-198.5294087,0.054565415,0.053862471,0.054565415,1.07725E-05,-0.002933057,5065.253632
-198.4794087,0.056368078,0.055536374,0.056368078,1.11073E-05,-0.00293251,5074.879247
-198.4294087,0.057916082,0.057480198,0.057916082,1.1496E-05,-0.002931945,5037.916019
-198.3794087,0.060304374,0.059302892,0.060304374,1.18606E-05,-0.002931361,5084.437835
-198.3294087,0.062057441,0.061515686,0.062057441,1.23031E-05,-0.002930757,5044.033891
-198.2794087,0.063712268,0.062952095,0.063712268,1.25904E-05,-0.002930135,5060.377111
-198.2294087,0.065519701,0.064530618,0.065519701,1.29061E-05,-0.002929497,5076.636682
-198.1794087,0.067525523,0.066570778,0.067525523,1.33142E-05,-0.002928842,5071.708993
-198.1294087,0.069146966,0.068380118,0.069146966,1.3676E-05,-0.002928167,5056.072471
-198.0794087,0.071042148,0.070373542,0.071042148,1.40747E-05,-0.002927473,5047.504093
-198.0294087,0.073099475,0.072281123,0.073099475,1.44562E-05,-0.00292676,5056.608984
-197.9794087,0.07480104,0.07454256,0.07480104,1.49085E-05,-0.002926026,5017.337725
-197.9294087,0.076526446,0.076318519,0.076526446,1.52637E-05,-0.002925271,5013.622308
-197.8794087,0.07868392,0.078325295,0.07868392,1.56651E-05,-0.002924498,5022.893327
-197.8294087,0.08039216,0.08023383,0.08039216,1.60468E-05,-0.002923705,5009.866786
-197.7794087,0.082166209,0.08189438,0.082166209,1.63789E-05,-0.002922895,5016.59632
-197.7294087,0.084207321,0.084470568,0.084207321,1.68941E-05,-0.002922063,4984.417834
-197.6794087,0.085890763,0.085778216,0.085890763,1.71556E-05,-0.002921212,5006.56036
-197.6294087,0.088142661,0.088120726,0.088142661,1.76241E-05,-0.002920342,5001.244617
-197.5794087,0.089624852,0.089828011,0.089624852,1.79656E-05,-0.002919452,4988.691793
-197.5294087,0.091797588,0.091520989,0.091797588,1.83042E-05,-0.002918546,5015.111237
-197.4794087,0.093540164,0.093595478,0.093540164,1.87191E-05,-0.00291762,4997.045063
-197.4294087,0.095042386,0.095671886,0.095042386,1.91344E-05,-0.002916674,4967.101131
-197.3794087,0.097285699,0.097213208,0.097285699,1.94426E-05,-0.002915709,5003.728483
-197.3294087,0.098790779,0.099122698,0.098790779,1.98245E-05,-0.002914728,4983.257162
-197.2794087,0.101001658,0.101043632,0.101001658,2.02087E-05,-0.002913727,4997.923004
-197.2294087,0.102755691,0.103020845,0.102755691,2.06042E-05,-0.002912706,4987.131018
-197.1794087,0.104765328,0.104813009,0.104765328,2.09626E-05,-0.002911667,4997.725428
-197.1294087,0.106523163,0.106891327,0.106523163,2.13783E-05,-0.002910609,4982.778567
-197.0794087,0.108295294,0.108712114,0.108295294,2.17424E-05,-0.002909531,4980.829183
-197.0294087,0.11015425,0.110639713,0.11015425,2.21279E-05,-0.002908434,4978.061082
-196.9794087,0.112297416,0.112566375,0.112297416,2.25133E-05,-0.002907318,4988.053312
-196.9294087,0.114000884,0.114627519,0.114000884,2.29255E-05,-0.002906182,4972.666481
-196.8794087,0.115791134,0.116885142,0.115791134,2.3377E-05,-0.002905024,4953.201588
-196.8294087,0.117630053,0.118242395,0.117630053,2.36485E-05,-0.002903849,4974.106501
-196.7794087,0.119637781,0.120451366,0.119637781,2.40903E-05,-0.002902655,4966.227656
-196.7294087,0.121462388,0.122309356,0.121462388,2.44619E-05,-0.002901442,4965.375962
-196.6794087,0.123301284,0.124301834,0.123301284,2.48604E-05,-0.002900208,4959.753209
-196.6294087,0.125057222,0.126330544,0.125057222,2.52661E-05,-0.002898955,4949.603562
-196.5794087,0.126931434,0.128173269,0.126931434,2.56347E-05,-0.002897683,4951.556421
-196.5294087,0.12877225,0.130028381,0.12877225,2.60057E-05,-0.002896392,4951.697805
-196.4794087,0.130680769,0.132224003,0.130680769,2.64448E-05,-0.002895081,4941.643184
-196.4294087,0.132389009,0.13388265,0.132389009,2.67765E-05,-0.00289375,4944.21829
-196.3794087,0.134278463,0.136161253,0.134278463,2.72323E-05,-0.0028924,4930.861733
-196.3294087,0.136587606,0.138165166,0.136587606,2.7633E-05,-0.002891028,4942.910379
-196.2794087,0.138062163,0.140179578,0.138062163,2.80359E-05,-0.002889636,4924.47489
-196.2294087,0.140051759,0.142149156,0.140051759,2.84298E-05,-0.002888225,4926.22549
-196.1794087,0.142023272,0.144076778,0.142023272,2.88154E-05,-0.002886794,4928.735696
-196.1294087,0.143864072,0.145867981,0.143864072,2.91736E-05,-0.002885344,4931.310855
-196.0794087,0.145654341,0.147946281,0.145654341,2.95893E-05,-0.002883875,4922.541459
-196.0294087,0.147495141,0.149786163,0.147495141,2.99572E-05,-0.002882386,4923.523581
-195.9794088,0.149437056,0.151729044,0.149437056,3.03458E-05,-0.002880879,4924.471036
-195.9294088,0.151123366,0.153634703,0.151123366,3.07269E-05,-0.002879352,4918.269198
-195.8794088,0.152831609,0.155430694,0.152831609,3.10861E-05,-0.002877806,4916.390891
-195.8294088,0.154841241,0.157441288,0.154841241,3.14883E-05,-0.002876242,4917.428048
-195.7794088,0.156541859,0.1593956,0.156541859,3.18791E-05,-0.002874658,4910.482453
-195.7294088,0.1586011,0.161575963,0.1586011,3.23152E-05,-0.002873053,4907.942294
-195.6794088,0.160373225,0.163368134,0.160373225,3.26736E-05,-0.002871428,4908.338631
-195.6294088,0.162126291,0.165239475,0.162126291,3.30479E-05,-0.002869785,4905.797801
-195.5794088,0.164066316,0.16719665,0.164066316,3.34393E-05,-0.002868123,4906.387647
-195.5294088,0.165928125,0.169142391,0.165928125,3.38285E-05,-0.002866441,4904.98344
-195.4794088,0.167581028,0.170881144,0.167581028,3.41762E-05,-0.002864741,4903.438274
-195.4294088,0.169572556,0.172992838,0.169572556,3.45986E-05,-0.002863022,4901.143848
-195.3794088,0.171636553,0.175003434,0.171636553,3.50007E-05,-0.002861282,4903.805281
-195.3294088,0.173287563,0.176980638,0.173287563,3.53961E-05,-0.002859522,4895.664434
-195.2794088,0.174956684,0.178872013,0.174956684,3.57744E-05,-0.002857743,4890.555038
-195.2294088,0.176819434,0.180710913,0.176819434,3.61422E-05,-0.002855945,4892.328635
-195.1794088,0.178484769,0.182823566,0.178484769,3.65647E-05,-0.002854127,4881.339234
-195.1294088,0.180667047,0.184849409,0.180667047,3.69699E-05,-0.002852289,4886.871088
-195.0794088,0.182373381,0.186821856,0.182373381,3.73644E-05,-0.00285043,4880.9434
-195.0294088,0.184395409,0.188900169,0.184395409,3.778E-05,-0.002848552,4880.76349
-194.9794088,0.186335419,0.190790575,0.186335419,3.81581E-05,-0.002846653,4883.244855
-194.9294088,0.188113294,0.192700063,0.188113294,3.854E-05,-0.002844736,4880.986838
-194.8794088,0.189646981,0.194724963,0.189646981,3.8945E-05,-0.002842799,4869.611446
-194.8294088,0.191689034,0.196582006,0.191689034,3.93164E-05,-0.002840842,4875.548837
-194.7794088,0.193482188,0.198426622,0.193482188,3.96853E-05,-0.002838867,4875.408997
-194.7294088,0.195333494,0.200518291,0.195333494,4.01037E-05,-0.002836873,4870.715114
-194.6794088,0.197295438,0.202378181,0.197295438,4.04756E-05,-0.002834858,4874.424611
-194.6294088,0.199118113,0.204554731,0.199118113,4.09109E-05,-0.002832823,4867.110902
-194.5794088,0.200907422,0.206749409,0.200907422,4.13499E-05,-0.002830767,4858.718157
-194.5294088,0.202934244,0.208522494,0.202934244,4.17045E-05,-0.002828691,4866.003665
-194.4794088,0.20453565,0.210498753,0.20453565,4.20998E-05,-0.002826595,4858.357757
-194.4294088,0.206562463,0.212693428,0.206562463,4.25387E-05,-0.002824479,4855.873177
-194.3794088,0.208199156,0.214352063,0.208199156,4.28704E-05,-0.002822344,4856.476626
-194.3294088,0.209957953,0.21650955,0.209957953,4.33019E-05,-0.00282019,4848.699587
-194.2794088,0.211861719,0.218201575,0.211861719,4.36403E-05,-0.002818016,4854.724783
-194.2294088,0.213668191,0.220262706,0.213668191,4.40525E-05,-0.002815824,4850.3034
-194.1794088,0.215209509,0.222470738,0.215209509,4.44941E-05,-0.00281361,4836.804871
-194.1294088,0.217431859,0.224194238,0.217431859,4.48388E-05,-0.002811377,4849.184836
-194.0794088,0.219291766,0.226071291,0.219291766,4.52143E-05,-0.002809126,4850.057807
-194.0294088,0.220793031,0.227773806,0.220793031,4.55548E-05,-0.002806856,4846.760804
-193.9794088,0.222884691,0.229937956,0.222884691,4.59876E-05,-0.002804568,4846.626765
-193.9294088,0.224623444,0.232164106,0.224623444,4.64328E-05,-0.002802257,4837.600596
-193.8794088,0.226379384,0.234291066,0.226379384,4.68582E-05,-0.002799925,4831.157001
-193.8294088,0.228135294,0.235746531,0.228135294,4.71493E-05,-0.002797575,4838.571591
-193.7794088,0.230004725,0.238107178,0.230004725,4.76214E-05,-0.002795206,4829.857017
-193.7294088,0.231934234,0.240116816,0.231934234,4.80234E-05,-0.002792815,4829.61249
-193.6794088,0.233572869,0.242243769,0.233572869,4.84488E-05,-0.002790403,4821.029452
-193.6294088,0.235592972,0.243885241,0.235592972,4.8777E-05,-0.002787972,4829.996503
-193.5794088,0.237319338,0.245960684,0.237319338,4.91921E-05,-0.002785523,4824.334794
-193.5294088,0.239343284,0.247804372,0.239343284,4.95609E-05,-0.002783054,4829.27889
-193.4794088,0.241285203,0.249878859,0.241285203,4.99758E-05,-0.002780566,4828.043551
-193.4294088,0.243229038,0.251971484,0.243229038,5.03943E-05,-0.002778056,4826.519122
-193.3794088,0.245184316,0.2538495,0.245184316,5.07699E-05,-0.002775527,4829.324376
-193.3294088,0.246603547,0.255711294,0.246603547,5.11423E-05,-0.002772979,4821.91348
-193.2794088,0.248665644,0.258400978,0.248665644,5.16802E-05,-0.002770409,4811.6235
-193.2294088,0.250369116,0.260110181,0.250369116,5.2022E-05,-0.002767816,4812.751166
-193.1794088,0.252055413,0.2621036,0.252055413,5.24207E-05,-0.002765205,4808.316492
-193.1294088,0.253860938,0.263660191,0.253860938,5.2732E-05,-0.002762576,4814.168891
-193.0794088,0.255906831,0.265902544,0.255906831,5.31805E-05,-0.002759929,4812.041804
-193.0294088,0.257408094,0.268031406,0.257408094,5.36063E-05,-0.002757259,4801.827095
-192.9794088,0.259487369,0.270017206,0.259487369,5.40034E-05,-0.002754569,4805.015435
-192.9294088,0.261292884,0.271544228,0.261292884,5.43088E-05,-0.002751861,4811.239889
-192.8794088,0.262859966,0.273802797,0.262859966,5.47606E-05,-0.002749134,4800.169476
-192.8294088,0.264737028,0.275531069,0.264737028,5.51062E-05,-0.002746388,4804.122986
-192.7794088,0.266573059,0.277557872,0.266573059,5.55116E-05,-0.002743622,4802.116718
-192.7294088,0.268181141,0.279683878,0.268181141,5.59368E-05,-0.002740836,4794.361806
-192.6794088,0.270001934,0.281559031,0.270001934,5.63118E-05,-0.00273803,4794.766007
-192.6294088,0.271842753,0.283418925,0.271842753,5.66838E-05,-0.002735205,4795.776308
-192.5794088,0.2733774,0.285490553,0.2733774,5.70981E-05,-0.00273236,4787.853696
-192.5294088,0.275134288,0.287656609,0.275134288,5.75313E-05,-0.002729495,4782.339055
-192.4794088,0.276908334,0.289427797,0.276908334,5.78856E-05,-0.002726609,4783.720454
-192.4294088,0.278916059,0.291485128,0.278916059,5.8297E-05,-0.002723705,4784.396054
-192.3794088,0.28062145,0.293647372,0.28062145,5.87295E-05,-0.002720779,4778.204692
-192.3294088,0.282595791,0.295706609,0.282595791,5.91413E-05,-0.002717832,4778.313735
-192.2794088,0.283929184,0.297803038,0.283929184,5.95606E-05,-0.002714865,4767.06327
-192.2294088,0.285908325,0.299491238,0.285908325,5.98982E-05,-0.002711878,4773.233557
-192.1794088,0.287779663,0.301347316,0.287779663,6.02695E-05,-0.002708874,4774.883458
-192.1294088,0.289483106,0.303223428,0.289483106,6.06447E-05,-0.002705851,4773.429086
-192.0794088,0.291174178,0.305420956,0.291174178,6.10842E-05,-0.002702808,4766.768163
-192.0294089,0.293150453,0.307364784,0.293150453,6.1473E-05,-0.002699744,4768.770985
-191.9794089,0.294615453,0.309355353,0.294615453,6.18711E-05,-0.00269666,4761.764265
-191.9294089,0.296636547,0.311197119,0.296636547,6.22394E-05,-0.002693558,4766.055484
-191.8794089,0.298176931,0.313091344,0.298176931,6.26183E-05,-0.002690436,4761.820108
-191.8294089,0.299932834,0.31535375,0.299932834,6.30708E-05,-0.002687294,4755.498141
-191.7794089,0.301601988,0.317679081,0.301601988,6.35358E-05,-0.002684129,4746.960145
-191.7294089,0.303407503,0.319721147,0.303407503,6.39442E-05,-0.002680942,4744.876998
-191.6794089,0.305083313,0.321717431,0.305083313,6.43435E-05,-0.002677734,4741.479368
-191.6294089,0.306736228,0.323739469,0.306736228,6.47479E-05,-0.002674507,4737.393147
-191.5794089,0.308743975,0.325749106,0.308743975,6.51498E-05,-0.00267126,4738.984222
-191.5294089,0.310363506,0.327726322,0.310363506,6.55453E-05,-0.002667992,4735.101906
-191.4794089,0.312287297,0.329432634,0.312287297,6.58865E-05,-0.002664707,4739.774756
-191.4294089,0.313958344,0.331341184,0.313958344,6.62682E-05,-0.002661403,4737.689707
-191.3794089,0.315682797,0.333115238,0.315682797,6.6623E-05,-0.00265808,4738.342191
-191.3294089,0.317538869,0.335228831,0.317538869,6.70458E-05,-0.002654739,4736.150939
-191.2794089,0.319159363,0.337141184,0.319159363,6.74282E-05,-0.002651377,4733.319115
-191.2294089,0.320816106,0.339247144,0.320816106,6.78494E-05,-0.002647995,4728.353829
-191.1794089,0.322518625,0.341338819,0.322518625,6.82678E-05,-0.002644592,4724.317998
-191.1294089,0.324342278,0.343215888,0.324342278,6.86432E-05,-0.002641169,4725.047557
-191.0794089,0.325864525,0.345075769,0.325864525,6.90152E-05,-0.002637728,4721.637311
-191.0294089,0.327616609,0.347152169,0.327616609,6.94304E-05,-0.002634267,4718.631178
-190.9794089,0.329404022,0.348518953,0.329404022,6.97038E-05,-0.002630788,4725.769128
-190.9294089,0.331148513,0.350897706,0.331148513,7.01795E-05,-0.002627291,4718.590441
-190.8794089,0.333088503,0.353047541,0.333088503,7.06095E-05,-0.002623771,4717.332155
-190.8294089,0.334520141,0.354638469,0.334520141,7.09277E-05,-0.002620233,4716.354402
-190.7794089,0.336314231,0.3566605,0.336314231,7.13321E-05,-0.002616677,4714.767002
-190.7294089,0.337713453,0.358571894,0.337713453,7.17144E-05,-0.0026131,4709.145628
-190.6794089,0.339753622,0.360209559,0.339753622,7.20419E-05,-0.002609506,4716.055044
-190.6294089,0.341159509,0.362352731,0.341159509,7.24705E-05,-0.002605894,4707.560892
-190.5794089,0.342947847,0.364548359,0.342947847,7.29097E-05,-0.002602259,4703.73598
-190.5294089,0.344936509,0.366506488,0.344936509,7.33013E-05,-0.002598604,4705.735384
-190.4794089,0.346238447,0.368380681,0.346238447,7.36761E-05,-0.002594929,4699.465315
-190.4294089,0.3482662,0.370574406,0.3482662,7.41149E-05,-0.002591235,4699.005033
-190.3794089,0.34991815,0.372552559,0.34991815,7.45105E-05,-0.002587519,4696.225287
-190.3294089,0.351556769,0.374271294,0.351556769,7.48543E-05,-0.002583785,4696.549998
-190.2794089,0.353094291,0.376012925,0.353094291,7.52026E-05,-0.002580033,4695.241402
-190.2294089,0.354558356,0.378327772,0.354558356,7.56656E-05,-0.002576262,4685.862136
-190.1794089,0.356094913,0.380502406,0.356094913,7.61005E-05,-0.002572468,4679.272807
-190.1294089,0.358126494,0.382429069,0.358126494,7.64858E-05,-0.002568653,4682.260359
-190.0794089,0.3598805,0.384534088,0.3598805,7.69068E-05,-0.002564818,4679.435604
-190.0294089,0.361767109,0.386565663,0.361767109,7.73131E-05,-0.002560963,4679.245268
-189.9794089,0.363605056,0.388675444,0.363605056,7.77351E-05,-0.002557086,4677.489434
-189.9294089,0.364788703,0.390532472,0.364788703,7.81065E-05,-0.00255319,4670.401687
-189.8794089,0.366832681,0.392727147,0.366832681,7.85454E-05,-0.002549274,4670.324985
-189.8294089,0.368398816,0.394352416,0.368398816,7.88705E-05,-0.002545339,4670.933929
-189.7794089,0.369633009,0.396326753,0.369633009,7.92654E-05,-0.002541385,4663.235657
-189.7294089,0.371560609,0.398368822,0.371560609,7.96738E-05,-0.002537412,4663.525218
-189.6794089,0.373214494,0.400424253,0.373214494,8.00849E-05,-0.002533418,4660.23837
-189.6294089,0.374564113,0.4021506,0.374564113,8.04301E-05,-0.002529405,4657.012976
-189.5794089,0.376543231,0.404058194,0.376543231,8.08116E-05,-0.002525374,4659.51733
-189.5294089,0.378058813,0.406322484,0.378058813,8.12645E-05,-0.002521322,4652.201478
-189.4794089,0.379690719,0.407879072,0.379690719,8.15758E-05,-0.002517251,4654.452078
-189.4294089,0.381215841,0.410154816,0.381215841,8.2031E-05,-0.002513161,4647.218881
-189.3794089,0.38280295,0.411860188,0.38280295,8.2372E-05,-0.002509051,4647.243915
-189.3294089,0.384522663,0.414368669,0.384522663,8.28737E-05,-0.00250492,4639.861692
-189.2794089,0.386247103,0.416075,0.386247103,0.000083215,-0.002500767,4641.556247
-189.2294089,0.388086947,0.418692194,0.388086947,8.37384E-05,-0.002496594,4634.513763
-189.1794089,0.389673097,0.420099984,0.389673097,8.402E-05,-0.0024924,4637.861359
-189.1294089,0.391158153,0.422475881,0.391158153,8.44952E-05,-0.002488187,4629.35484
-189.0794089,0.392812028,0.424198428,0.392812028,8.48397E-05,-0.002483953,4630.050491
-189.0294089,0.394011906,0.426076444,0.394011906,8.52153E-05,-0.002479702,4623.723184
-188.9794089,0.3961379,0.430148169,0.3961379,8.60296E-05,-0.002475421,4604.667982
-188.9294089,0.397542831,0.431805863,0.397542831,8.63612E-05,-0.002471111,4603.258846
-188.8794089,0.399162359,0.433812628,0.399162359,8.67625E-05,-0.002466783,4600.630935
-188.8294089,0.400898275,0.435956756,0.400898275,8.71914E-05,-0.002462434,4597.913317
-188.7794089,0.402844963,0.437915834,0.402844963,8.75832E-05,-0.002458065,4599.570635
-188.7294089,0.404058172,0.440297459,0.404058172,8.80595E-05,-0.002453674,4588.468128
-188.6794089,0.405523222,0.442006656,0.405523222,8.84013E-05,-0.002449262,4587.297681
-188.6294089,0.407400266,0.44379215,0.407400266,8.87584E-05,-0.002444833,4589.989544
-188.5794089,0.408989275,0.446207156,0.408989275,8.92414E-05,-0.002440383,4582.952887
-188.5294089,0.410659363,0.448282588,0.410659363,8.96565E-05,-0.002435911,4580.362632
-188.4794089,0.411951763,0.450092891,0.411951763,9.00186E-05,-0.002431419,4576.29715
-188.4294089,0.413460656,0.451966147,0.413460656,9.03932E-05,-0.002426909,4574.022403
-188.3794089,0.415218475,0.453927131,0.415218475,9.07854E-05,-0.002422379,4573.624778
-188.3294089,0.416800822,0.456173306,0.416800822,9.12347E-05,-0.002417829,4568.448177
-188.2794089,0.418506206,0.457679341,0.418506206,9.15359E-05,-0.002413259,4572.046071
-188.2294089,0.419793834,0.4599217,0.419793834,9.19843E-05,-0.002408671,4563.753291
-188.1794089,0.421916978,0.461709113,0.421916978,9.23418E-05,-0.002404063,4569.077875
-188.1294089,0.422998584,0.463082566,0.422998584,9.26165E-05,-0.002399439,4567.204812
-188.079409,0.424332925,0.465109359,0.424332925,9.30219E-05,-0.002394798,4561.646809
-188.029409,0.425785531,0.467151444,0.425785531,9.34303E-05,-0.002390137,4557.253723
-187.979409,0.427774178,0.468994159,0.427774178,9.37988E-05,-0.002385456,4560.549098
-187.929409,0.42926115,0.471018103,0.42926115,9.42036E-05,-0.002380756,4556.73728
-187.879409,0.430698509,0.473247116,0.430698509,9.46494E-05,-0.002376035,4550.461008
-187.829409,0.432234119,0.474970619,0.432234119,9.49941E-05,-0.002371294,4550.114277
-187.779409,0.433716294,0.476913494,0.433716294,9.53827E-05,-0.002366534,4547.117029
-187.729409,0.435216609,0.478769566,0.435216609,9.57539E-05,-0.002361756,4545.157427
-187.679409,0.436806575,0.480645675,0.436806575,9.61291E-05,-0.002356959,4543.956159
-187.629409,0.438325988,0.481902766,0.438325988,9.63806E-05,-0.002352146,4547.867524
-187.579409,0.440063794,0.484028781,0.440063794,9.68058E-05,-0.002347317,4545.843251
-187.529409,0.441190219,0.486107081,0.441190219,9.72214E-05,-0.002342466,4537.994156
-187.479409,0.44298905,0.487846788,0.44298905,9.75694E-05,-0.002337596,4540.24769
-187.429409,0.444369191,0.489550259,0.444369191,9.79101E-05,-0.002332709,4538.545145
-187.379409,0.44591815,0.491617128,0.44591815,9.83234E-05,-0.002327803,4535.217799
-187.329409,0.447576794,0.493945334,0.447576794,9.87891E-05,-0.002322875,4530.630847
-187.279409,0.448775706,0.495450406,0.448775706,9.90901E-05,-0.002317928,4528.966982
-187.229409,0.450445806,0.497812003,0.450445806,9.95624E-05,-0.002312962,4524.256179
-187.179409,0.451929894,0.498683753,0.451929894,9.97368E-05,-0.00230798,4531.227365
-187.129409,0.453333856,0.502209922,0.453333856,0.000100442,-0.002302975,4513.390084
-187.079409,0.454687309,0.504473272,0.454687309,0.000100895,-0.002297942,4506.555002
-187.029409,0.456200966,0.5064934,0.456200966,0.000101299,-0.002292887,4503.5233
-186.979409,0.457651678,0.508607953,0.457651678,0.000101722,-0.002287811,4499.061363
-186.929409,0.459175831,0.510486919,0.459175831,0.000102097,-0.002282716,4497.429948
-186.879409,0.460728628,0.512143666,0.460728628,0.000102429,-0.002277603,4498.040873
-186.829409,0.462309997,0.5138891,0.462309997,0.000102778,-0.002272473,4498.149473
-186.779409,0.463800766,0.516735206,0.463800766,0.000103347,-0.00226732,4487.799167
-186.729409,0.465182806,0.518878378,0.465182806,0.000103776,-0.002262141,4482.580368
-186.679409,0.466619234,0.522107906,0.466619234,0.000104422,-0.002256937,4468.609159
-186.629409,0.468103328,0.524552475,0.468103328,0.00010491,-0.002251703,4461.930411
-186.579409,0.469438619,0.528252231,0.469438619,0.00010565,-0.002246439,4443.318844
-186.529409,0.470824478,0.530729219,0.470824478,0.000106146,-0.002241144,4435.637435
-186.479409,0.472441153,0.532553825,0.472441153,0.000106511,-0.002235828,4435.618814
-186.429409,0.473604797,0.537159678,0.473604797,0.000107432,-0.002230479,4408.417238
-186.379409,0.475333066,0.540290028,0.475333066,0.000108058,-0.002225092,4398.869504
-186.329409,0.476783794,0.541784609,0.476783794,0.000108357,-0.002219682,4400.123089
-186.279409,0.478044697,0.544043191,0.478044697,0.000108809,-0.002214253,4393.444354
-186.229409,0.479468694,0.545381363,0.479468694,0.000109076,-0.002208805,4395.719461
-186.179409,0.4808183,0.547108663,0.4808183,0.000109422,-0.002203343,4394.175535
-186.129409,0.482368225,0.550172247,0.482368225,0.000110034,-0.002197857,4383.792783
-186.079409,0.483988719,0.551497063,0.483988719,0.000110299,-0.002192348,4387.953732
-186.029409,0.485121819,0.554140013,0.485121819,0.000110828,-0.00218682,4377.249502
-185.979409,0.486613544,0.556034241,0.486613544,0.000111207,-0.002181269,4375.751601
-185.929409,0.487806709,0.557504031,0.487806709,0.000111501,-0.002175701,4374.916431
-185.879409,0.489389059,0.560084994,0.489389059,0.000112017,-0.002170114,4368.882088
-185.829409,0.490962819,0.561288681,0.490962819,0.000112258,-0.002164507,4373.532152
-185.779409,0.492315303,0.563617838,0.492315303,0.000112724,-0.002158882,4367.456727
-185.729409,0.493394044,0.565815369,0.493394044,0.000113163,-0.002153235,4360.026883
-185.679409,0.494912475,0.567639009,0.494912475,0.000113528,-0.002147568,4359.394499
-185.629409,0.496284963,0.569530381,0.496284963,0.000113906,-0.002141882,4356.966536
-185.579409,0.497563044,0.571755578,0.497563044,0.000114351,-0.002136175,4351.186615
-185.529409,0.499097716,0.573030797,0.499097716,0.000114606,-0.002130451,4354.894347
-185.479409,0.500313819,0.575675666,0.500313819,0.000115135,-0.002124708,4345.448736
-185.429409,0.501675813,0.578120213,0.501675813,0.000115624,-0.002118939,4338.853768
-185.379409,0.503271484,0.579430728,0.503271484,0.000115886,-0.002113151,4342.809761
-185.329409,0.504566716,0.581840013,0.504566716,0.000116368,-0.002107345,4335.957521
-185.279409,0.505815266,0.583245894,0.505815266,0.000116649,-0.002101519,4336.209402
-185.229409,0.507336563,0.585270781,0.507336563,0.000117054,-0.002095677,4334.203746
-185.179409,0.508537375,0.586864575,0.508537375,0.000117373,-0.002089816,4332.663758
-185.129409,0.50991845,0.588756903,0.50991845,0.000117751,-0.002083938,4330.466847
-185.079409,0.511185097,0.590348772,0.511185097,0.00011807,-0.002078043,4329.517746
-185.029409,0.512602419,0.592511022,0.512602419,0.000118502,-0.002072128,4325.67834
-184.979409,0.513937716,0.594164884,0.513937716,0.000118833,-0.002066195,4324.874535
-184.929409,0.515272084,0.596221263,0.515272084,0.000119244,-0.002060243,4321.148178
-184.879409,0.516536825,0.598353934,0.516536825,0.000119671,-0.00205427,4316.315105
-184.829409,0.517968463,0.602268294,0.517968463,0.000120454,-0.002048267,4300.147192
-184.779409,0.519054803,0.604410513,0.519054803,0.000120882,-0.002042234,4293.892912
-184.729409,0.520472172,0.606374356,0.520472172,0.000121275,-0.00203618,4291.673671
-184.679409,0.521872344,0.608347759,0.521872344,0.00012167,-0.002030106,4289.260014
-184.629409,0.523001613,0.609922463,0.523001613,0.000121984,-0.002024015,4287.443443
-184.579409,0.52436935,0.612221103,0.52436935,0.000122444,-0.002017904,4282.516131
-184.529409,0.525668434,0.613877841,0.525668434,0.000122776,-0.002011773,4281.539417
-184.479409,0.527004688,0.615602297,0.527004688,0.00012312,-0.002005626,4280.39897
-184.429409,0.528113931,0.617080666,0.528113931,0.000123416,-0.001999463,4279.132054
-184.379409,0.529499797,0.619524275,0.529499797,0.000123905,-0.00199328,4273.438655
-184.329409,0.530836056,0.621168625,0.530836056,0.000124234,-0.001987076,4272.882072
-184.279409,0.532136078,0.623243113,0.532136078,0.000124649,-0.001980854,4269.08912
-184.229409,0.533517147,0.624933222,0.533517147,0.000124987,-0.001974613,4268.593253
-184.179409,0.534566303,0.626527006,0.534566303,0.000125305,-0.001968356,4266.107429
-184.129409,0.535952197,0.628533794,0.535952197,0.000125707,-0.001962081,4263.511383
-184.0794091,0.536898356,0.630867703,0.536898356,0.000126174,-0.001955784,4255.237299
-184.0294091,0.538312813,0.633743397,0.538312813,0.000126749,-0.001949461,4247.088137
-183.9794091,0.539627113,0.635770194,0.539627113,0.000127154,-0.001943113,4243.884959
-183.9294091,0.540850841,0.638050716,0.540850841,0.00012761,-0.001936744,4238.306042
-183.8794091,0.542131813,0.639400319,0.542131813,0.00012788,-0.001930357,4239.37709
-183.8294091,0.543479497,0.641242103,0.543479497,0.000128248,-0.001923953,4237.709082
-183.7794091,0.544609728,0.643238372,0.544609728,0.000128648,-0.001917531,4233.342972
-183.7294091,0.545741875,0.645249938,0.545741875,0.00012905,-0.001911089,4228.918465
-183.6794091,0.546875944,0.64731965,0.546875944,0.000129464,-0.001904626,4224.156827
-183.6294091,0.548190259,0.648880056,0.548190259,0.000129776,-0.001898145,4224.126278
-183.5794091,0.549321463,0.650035081,0.549321463,0.000130007,-0.00189165,4225.321666
-183.5294091,0.550532788,0.652462497,0.550532788,0.000130492,-0.001885138,4218.884535
-183.4794091,0.551652556,0.654804991,0.551652556,0.000130961,-0.001878601,4212.342332
-183.4294091,0.553069875,0.656617206,0.553069875,0.000131323,-0.001872044,4211.509154
-183.3794091,0.5542869,0.658522881,0.5542869,0.000131705,-0.001865468,4208.562191
-183.3294091,0.555413306,0.661218291,0.555413306,0.000132244,-0.00185887,4199.923944
-183.2794091,0.556562638,0.663260359,0.556562638,0.000132652,-0.001852247,4195.657328
-183.2294091,0.557730084,0.665118338,0.557730084,0.000133024,-0.001845606,4192.713183
