T,V,I,realV,realI,q,R
-212.6794083,-0.387762666,-0.395711547,-0.387762666,-7.91423E-05,-0.002397538,4899.562177
-212.6294083,-0.386697278,-0.394322834,-0.386697278,-7.88646E-05,-0.002401488,4903.308209
-212.5794083,-0.385600428,-0.393163978,-0.385600428,-7.86328E-05,-0.002405425,4903.811763
-212.5294083,-0.384723888,-0.391946941,-0.384723888,-7.83894E-05,-0.002409351,4907.856748
-212.4794083,-0.383680438,-0.390856759,-0.383680438,-7.81714E-05,-0.002413265,4908.197547
-212.4294083,-0.382529213,-0.389919191,-0.382529213,-7.79838E-05,-0.002417169,4905.237055
-212.3794083,-0.381564931,-0.388580066,-0.381564931,-7.7716E-05,-0.002421061,4909.733733
-212.3294083,-0.380283997,-0.387810363,-0.380283997,-7.75621E-05,-0.002424943,4902.963325
-212.2794083,-0.379169966,-0.386230884,-0.379169966,-7.72462E-05,-0.002428813,4908.591997
-212.2294083,-0.378192334,-0.385561319,-0.378192334,-7.71123E-05,-0.002432672,4904.43823
-212.1794083,-0.377129813,-0.384339509,-0.377129813,-7.68679E-05,-0.002436522,4906.206665
-212.1294083,-0.376143588,-0.382935538,-0.376143588,-7.65871E-05,-0.002440358,4911.317319
-212.0794083,-0.375035272,-0.382265016,-0.375035272,-7.6453E-05,-0.002444184,4905.435451
-212.0294083,-0.373836347,-0.380724641,-0.373836347,-7.61449E-05,-0.002447999,4909.537064
-211.9794083,-0.372619309,-0.379708859,-0.372619309,-7.59418E-05,-0.002451801,4906.644922
-211.9294083,-0.371776163,-0.378718828,-0.371776163,-7.57438E-05,-0.002455594,4908.340105
-211.8794083,-0.370441825,-0.377311019,-0.370441825,-7.54622E-05,-0.002459374,4908.971731
-211.8294084,-0.369344981,-0.376425903,-0.369344981,-7.52852E-05,-0.002463142,4905.945343
-211.7794084,-0.368147978,-0.374846422,-0.368147978,-7.49693E-05,-0.002466899,4910.650824
-211.7294084,-0.367153156,-0.3739947,-0.367153156,-7.47989E-05,-0.002470643,4908.534215
-211.6794084,-0.365834069,-0.372639359,-0.365834069,-7.45279E-05,-0.002474376,4908.687979
-211.6294084,-0.364481606,-0.371281166,-0.364481606,-7.42562E-05,-0.002478096,4908.43113
-211.5794084,-0.363202569,-0.370091788,-0.363202569,-7.40184E-05,-0.002481803,4906.925539
-211.5294084,-0.362257372,-0.368904319,-0.362257372,-7.37809E-05,-0.002485498,4909.909609
-211.4794084,-0.361276869,-0.367879944,-0.361276869,-7.3576E-05,-0.002489181,4910.255029
-211.4294084,-0.360009275,-0.366575153,-0.360009275,-7.3315E-05,-0.002492854,4910.442946
-211.3794084,-0.35881035,-0.365119688,-0.35881035,-7.30239E-05,-0.002496512,4913.599051
-211.3294084,-0.357934763,-0.364348059,-0.357934763,-7.28696E-05,-0.00250016,4911.989419
-211.2794084,-0.356601359,-0.363129116,-0.356601359,-7.26258E-05,-0.002503797,4910.117972
-211.2294084,-0.355195475,-0.362021766,-0.355195475,-7.24044E-05,-0.002507423,4905.719887
-211.1794084,-0.354082413,-0.360762756,-0.354082413,-7.21526E-05,-0.002511037,4907.413617
-211.1294084,-0.352751875,-0.359273903,-0.352751875,-7.18548E-05,-0.002514637,4909.233205
-211.0794084,-0.35173895,-0.358538522,-0.35173895,-7.17077E-05,-0.002518226,4905.176551
-211.0294084,-0.350422703,-0.357303363,-0.350422703,-7.14607E-05,-0.002521805,4903.714041
-210.9794084,-0.34904735,-0.355612291,-0.34904735,-7.11225E-05,-0.00252537,4907.695251
-210.9294084,-0.347854169,-0.354467747,-0.347854169,-7.08935E-05,-0.00252892,4906.711144
-210.8794084,-0.346708669,-0.353311741,-0.346708669,-7.06623E-05,-0.002532459,4906.554593
-210.8294084,-0.345508784,-0.351959259,-0.345508784,-7.03919E-05,-0.002535985,4908.363329
-210.7794084,-0.344459619,-0.350501881,-0.344459619,-7.01004E-05,-0.002539498,4913.805562
-210.7294084,-0.343111906,-0.349227613,-0.343111906,-6.98455E-05,-0.002542996,4912.439538
-210.6794084,-0.341929206,-0.347873231,-0.341929206,-6.95746E-05,-0.002546482,4914.56622
-210.6294084,-0.340835209,-0.346566534,-0.340835209,-6.93133E-05,-0.002549954,4917.312775
-210.5794084,-0.339172747,-0.344990881,-0.339172747,-6.89982E-05,-0.002553412,4915.676983
-210.5294084,-0.338162684,-0.344093353,-0.338162684,-6.88187E-05,-0.002556857,4913.821806
-210.4794084,-0.336678594,-0.342468097,-0.336678594,-6.84936E-05,-0.00256029,4915.473833
-210.4294084,-0.335681866,-0.341242484,-0.335681866,-6.82485E-05,-0.002563709,4918.523938
-210.3794084,-0.334280738,-0.339939594,-0.334280738,-6.79879E-05,-0.002567114,4916.766738
-210.3294084,-0.333150509,-0.338785513,-0.333150509,-6.77571E-05,-0.002570508,4916.835241
-210.2794084,-0.331680728,-0.33692275,-0.331680728,-6.73846E-05,-0.002573887,4922.207362
-210.2294084,-0.330299644,-0.335684744,-0.330299644,-6.71369E-05,-0.00257725,4919.789325
-210.1794084,-0.329202775,-0.334847313,-0.329202775,-6.69695E-05,-0.002580602,4915.714756
-210.1294084,-0.32773585,-0.333107591,-0.32773585,-6.66215E-05,-0.002583942,4919.369285
-210.0794084,-0.326434884,-0.332016459,-0.326434884,-6.64033E-05,-0.002587268,4915.944303
-210.0294084,-0.325030909,-0.330595306,-0.325030909,-6.61191E-05,-0.002590581,4915.842773
-209.9794084,-0.323972213,-0.329222803,-0.323972213,-6.58446E-05,-0.00259388,4920.257792
-209.9294084,-0.322739888,-0.327862697,-0.322739888,-6.55725E-05,-0.002597165,4921.87569
-209.8794084,-0.321488516,-0.326992841,-0.321488516,-6.53986E-05,-0.00260044,4915.834166
-209.8294084,-0.319998684,-0.325336106,-0.319998684,-6.50672E-05,-0.002603701,4917.97065
-209.7794084,-0.318720606,-0.323781428,-0.318720606,-6.47563E-05,-0.002606947,4921.848175
-209.7294084,-0.317755363,-0.322609219,-0.317755363,-6.45218E-05,-0.002610179,4924.771892
-209.6794084,-0.316167319,-0.321251031,-0.316167319,-6.42502E-05,-0.002613398,4920.876324
-209.6294084,-0.314496281,-0.319727822,-0.314496281,-6.39456E-05,-0.002616603,4918.187592
-209.5794084,-0.313433747,-0.318492663,-0.313433747,-6.36985E-05,-0.002619794,4920.580343
-209.5294084,-0.312085081,-0.317332856,-0.312085081,-6.34666E-05,-0.002622973,4917.314345
-209.4794084,-0.310801281,-0.315929825,-0.310801281,-6.3186E-05,-0.002626139,4918.834131
-209.4294084,-0.30943165,-0.314233031,-0.30943165,-6.28466E-05,-0.00262929,4923.601583
-209.3794084,-0.308237525,-0.313197209,-0.308237525,-6.26394E-05,-0.002632427,4920.821702
-209.3294084,-0.306902213,-0.311823753,-0.306902213,-6.23648E-05,-0.002635553,4921.084578
-209.2794084,-0.305435272,-0.310497028,-0.305435272,-6.20994E-05,-0.002638664,4918.489457
-209.2294084,-0.303794747,-0.309147409,-0.303794747,-6.18295E-05,-0.002641762,4913.428637
-209.1794084,-0.302680722,-0.307440141,-0.302680722,-6.1488E-05,-0.002644845,4922.596009
-209.1294084,-0.301165144,-0.306078119,-0.301165144,-6.12156E-05,-0.002647913,4919.74312
-209.0794084,-0.299947163,-0.305047069,-0.299947163,-6.10094E-05,-0.002650969,4916.40788
-209.0294084,-0.298506947,-0.303637369,-0.298506947,-6.07275E-05,-0.002654012,4915.517285
-208.9794084,-0.297363334,-0.302026422,-0.297363334,-6.04053E-05,-0.00265704,4922.803318
-208.9294084,-0.295760003,-0.300439306,-0.295760003,-6.00879E-05,-0.002660053,4922.12565
-208.8794084,-0.294258756,-0.298912303,-0.294258756,-5.97825E-05,-0.002663049,4922.158659
-208.8294084,-0.292884331,-0.297845009,-0.292884331,-5.9569E-05,-0.002666033,4916.723833
-208.7794084,-0.291810356,-0.296756738,-0.291810356,-5.93513E-05,-0.002669006,4916.659327
-208.7294084,-0.2901746,-0.295196325,-0.2901746,-5.90393E-05,-0.002671966,4914.942623
-208.6794084,-0.289108278,-0.293422272,-0.289108278,-5.86845E-05,-0.002674909,4926.488304
-208.6294084,-0.287419116,-0.292046909,-0.287419116,-5.84094E-05,-0.002677836,4920.769685
-208.5794084,-0.285870159,-0.290461709,-0.285870159,-5.80923E-05,-0.002680749,4920.961183
-208.5294084,-0.284501469,-0.288932784,-0.284501469,-5.77866E-05,-0.002683646,4923.315804
-208.4794084,-0.283351184,-0.287660438,-0.283351184,-5.75321E-05,-0.002686529,4925.098266
-208.4294084,-0.281511319,-0.285922613,-0.281511319,-5.71845E-05,-0.002689397,4922.858607
-208.3794084,-0.280547991,-0.284546297,-0.280547991,-5.69093E-05,-0.002692249,4929.74243
-208.3294084,-0.279115419,-0.282908644,-0.279115419,-5.65817E-05,-0.002695086,4932.960249
-208.2794084,-0.277373803,-0.281311997,-0.277373803,-5.62624E-05,-0.002697907,4930.003096
-208.2294084,-0.276224472,-0.280162678,-0.276224472,-5.60325E-05,-0.002700715,4929.715723
-208.1794084,-0.274559138,-0.278536469,-0.274559138,-5.57073E-05,-0.002703508,4928.603043
-208.1294084,-0.273270556,-0.276942678,-0.273270556,-5.53885E-05,-0.002706286,4933.702492
-208.0794084,-0.271786481,-0.275808619,-0.271786481,-5.51617E-05,-0.002709049,4927.08463
-208.0294084,-0.270133575,-0.274486663,-0.270133575,-5.48973E-05,-0.002711801,4920.704936
-207.9794084,-0.268751528,-0.272893828,-0.268751528,-5.45788E-05,-0.002714538,4924.104183
-207.9294084,-0.267277928,-0.271270478,-0.267277928,-5.42541E-05,-0.002717259,4926.410164
-207.8794084,-0.265707972,-0.269413447,-0.265707972,-5.38827E-05,-0.002719962,4931.230697
-207.8294085,-0.264295422,-0.268288928,-0.264295422,-5.36578E-05,-0.002722651,4925.574524
-207.7794085,-0.262384034,-0.266044659,-0.262384034,-5.32089E-05,-0.002725322,4931.20281
-207.7294085,-0.261097366,-0.26510805,-0.261097366,-5.30216E-05,-0.002727978,4924.357552
-207.6794085,-0.259311847,-0.263452263,-0.259311847,-5.26905E-05,-0.002730621,4921.420003
-207.6294085,-0.258084322,-0.261690606,-0.258084322,-5.23381E-05,-0.002733247,4931.096411
-207.5794085,-0.256750919,-0.260821703,-0.256750919,-5.21643E-05,-0.002735859,4921.962315
-207.5294085,-0.254992134,-0.259013319,-0.254992134,-5.18027E-05,-0.002738458,4922.37495
-207.4794085,-0.253740763,-0.257925041,-0.253740763,-5.1585E-05,-0.002741043,4918.885772
-207.4294085,-0.2519896,-0.255696034,-0.2519896,-5.11392E-05,-0.002743611,4927.522646
-207.3794085,-0.25080785,-0.254288247,-0.25080785,-5.08576E-05,-0.002746161,4931.565912
-207.3294085,-0.24918355,-0.252951025,-0.24918355,-5.05902E-05,-0.002748697,4925.529557
-207.2794085,-0.247561156,-0.251277122,-0.247561156,-5.02554E-05,-0.002751218,4926.058417
-207.2294085,-0.246164809,-0.249704319,-0.246164809,-4.99409E-05,-0.002753723,4929.125988
-207.1794085,-0.24472745,-0.248348984,-0.24472745,-4.96698E-05,-0.002756214,4927.087796
-207.1294085,-0.242887581,-0.246618813,-0.242887581,-4.93238E-05,-0.002758688,4924.352258
-207.0794085,-0.241503631,-0.245251081,-0.241503631,-4.90502E-05,-0.002761148,4923.599725
-207.0294085,-0.24018645,-0.243576216,-0.24018645,-4.87152E-05,-0.002763592,4930.416736
-206.9794085,-0.238497281,-0.241833628,-0.238497281,-4.83667E-05,-0.002766019,4931.01979
-206.9294085,-0.237163878,-0.240276103,-0.237163878,-4.80552E-05,-0.002768429,4935.236485
-206.8794085,-0.235561519,-0.238751944,-0.235561519,-4.77504E-05,-0.002770825,4933.185361
-206.8294085,-0.233871394,-0.237262119,-0.233871394,-4.74524E-05,-0.002773205,4928.544746
-206.7794085,-0.232471244,-0.235488072,-0.232471244,-4.70976E-05,-0.002775568,4935.945203
-206.7294085,-0.230970928,-0.234381681,-0.230970928,-4.68763E-05,-0.002777918,4927.239341
-206.6794085,-0.229619394,-0.232406378,-0.229619394,-4.64813E-05,-0.002780252,4940.040708
-206.6294085,-0.2277948,-0.231153097,-0.2277948,-4.62306E-05,-0.002782569,4927.357736
-206.5794085,-0.226275416,-0.229411469,-0.226275416,-4.58823E-05,-0.002784872,4931.650036
-206.5294085,-0.224974441,-0.227887309,-0.224974441,-4.55775E-05,-0.002787159,4936.089711
-206.4794085,-0.223271922,-0.226392728,-0.223271922,-4.52785E-05,-0.00278943,4931.075387
-206.4294085,-0.221614225,-0.224839,-0.221614225,-4.49678E-05,-0.002791686,4928.287019
-206.3794085,-0.219946997,-0.223096416,-0.219946997,-4.46193E-05,-0.002793926,4929.415747
-206.3294085,-0.218277884,-0.221507403,-0.218277884,-4.43015E-05,-0.002796149,4927.101336
-206.2794085,-0.217022694,-0.220218838,-0.217022694,-4.40438E-05,-0.002798358,4927.432553
-206.2294085,-0.215149441,-0.218043234,-0.215149441,-4.36086E-05,-0.002800549,4933.641744
-206.1794085,-0.213853241,-0.217069428,-0.213853241,-4.34139E-05,-0.002802725,4925.917999
-206.1294085,-0.211926575,-0.215058828,-0.211926575,-4.30118E-05,-0.002804885,4927.17683
-206.0794085,-0.210576022,-0.213703484,-0.210576022,-4.27407E-05,-0.002807029,4926.827059
-206.0294085,-0.208755247,-0.211628991,-0.208755247,-4.23258E-05,-0.002809156,4932.104204
-205.9794085,-0.207421822,-0.21037285,-0.207421822,-4.20746E-05,-0.002811266,4929.861954
-205.9294085,-0.205727884,-0.208462409,-0.205727884,-4.16925E-05,-0.00281336,4934.412036
-205.8794085,-0.204024416,-0.207289241,-0.204024416,-4.14578E-05,-0.002815439,4921.249531
-205.8294085,-0.202658584,-0.205613438,-0.202658584,-4.11227E-05,-0.002817503,4928.145428
-205.7794085,-0.2010858,-0.203821256,-0.2010858,-4.07643E-05,-0.00281955,4932.895707
-205.7294085,-0.199582638,-0.202352422,-0.199582638,-4.04705E-05,-0.002821581,4931.560385
-205.6794085,-0.197710331,-0.20035995,-0.197710331,-4.0072E-05,-0.002823595,4933.878533
-205.6294085,-0.196059322,-0.198851063,-0.196059322,-3.97702E-05,-0.002825591,4929.803226
-205.5794085,-0.194519913,-0.197328806,-0.194519913,-3.94658E-05,-0.002827572,4928.827073
-205.5294085,-0.192817375,-0.195873328,-0.192817375,-3.91747E-05,-0.002829538,4921.991596
-205.4794085,-0.190657991,-0.194034409,-0.190657991,-3.88069E-05,-0.002831487,4912.99433
-205.4294085,-0.189442866,-0.192185959,-0.189442866,-3.84372E-05,-0.002833418,4928.634387
-205.3794085,-0.188007425,-0.190415734,-0.188007425,-3.80831E-05,-0.002835331,4936.761807
-205.3294085,-0.186356406,-0.189194891,-0.186356406,-3.7839E-05,-0.002837229,4924.985174
-205.2794085,-0.184816994,-0.187516209,-0.184816994,-3.75032E-05,-0.002839113,4928.027139
-205.2294085,-0.183144975,-0.185859481,-0.183144975,-3.71719E-05,-0.00284098,4926.974233
-205.1794085,-0.181639897,-0.184166497,-0.181639897,-3.68333E-05,-0.00284283,4931.404462
-205.1294085,-0.179802913,-0.182441091,-0.179802913,-3.64882E-05,-0.002844663,4927.697809
-205.0794085,-0.178132816,-0.180734759,-0.178132816,-3.6147E-05,-0.002846479,4928.017617
-205.0294085,-0.176763169,-0.179328881,-0.176763169,-3.58658E-05,-0.002848279,4928.463489
-204.9794085,-0.175007256,-0.177519544,-0.175007256,-3.55039E-05,-0.002850063,4929.239129
-204.9294085,-0.173254191,-0.175861834,-0.173254191,-3.51724E-05,-0.00285183,4925.86101
-204.8794085,-0.171747206,-0.174239441,-0.171747206,-3.48479E-05,-0.002853581,4928.482485
-204.8294085,-0.170179169,-0.172161134,-0.170179169,-3.44322E-05,-0.002855313,4942.438645
-204.7794085,-0.168256316,-0.170891644,-0.168256316,-3.41783E-05,-0.002857028,4922.894763
-204.7294085,-0.166669203,-0.169129991,-0.166669203,-3.3826E-05,-0.002858728,4927.251592
-204.6794085,-0.164774975,-0.167456078,-0.164774975,-3.34912E-05,-0.002860411,4919.946079
-204.6294085,-0.163259403,-0.165616222,-0.163259403,-3.31232E-05,-0.002862077,4928.846984
-204.5794085,-0.161789628,-0.163921331,-0.161789628,-3.27843E-05,-0.002863724,4934.977861
-204.5294085,-0.1598639,-0.162132994,-0.1598639,-3.24266E-05,-0.002865354,4930.023689
-204.4794085,-0.158228163,-0.160627906,-0.158228163,-3.21256E-05,-0.002866968,4925.301157
-204.4294085,-0.156574303,-0.15886625,-0.156574303,-3.17733E-05,-0.002868566,4927.86552
-204.3794085,-0.154879394,-0.15734495,-0.154879394,-3.1469E-05,-0.002870147,4921.651243
-204.3294085,-0.153093888,-0.155280953,-0.153093888,-3.10562E-05,-0.00287171,4929.577144
-204.2794085,-0.151628881,-0.154181228,-0.151628881,-3.08362E-05,-0.002873257,4917.229
-204.2294085,-0.149788072,-0.152340419,-0.149788072,-3.04681E-05,-0.00287479,4916.228835
-204.1794085,-0.148165675,-0.150228716,-0.148165675,-3.00457E-05,-0.002876303,4931.336675
-204.1294085,-0.146280963,-0.148569113,-0.146280963,-2.97138E-05,-0.002877797,4922.993751
-204.0794085,-0.144823575,-0.146878059,-0.144823575,-2.93756E-05,-0.002879274,4930.061563
-204.0294085,-0.143165894,-0.145303341,-0.143165894,-2.90607E-05,-0.002880735,4926.448805
-203.9794085,-0.141398528,-0.143714319,-0.141398528,-2.87429E-05,-0.00288218,4919.430762
-203.9294085,-0.139609203,-0.141757147,-0.139609203,-2.83514E-05,-0.002883607,4924.238608
-203.8794086,-0.137663478,-0.140283541,-0.137663478,-2.80567E-05,-0.002885017,4906.61547
-203.8294086,-0.136349159,-0.138321594,-0.136349159,-2.76643E-05,-0.002886411,4928.701141
-203.7794086,-0.134527431,-0.136883281,-0.134527431,-2.73767E-05,-0.002887787,4913.946759
-203.7294086,-0.132819178,-0.135159784,-0.132819178,-2.7032E-05,-0.002889147,4913.413363
-203.6794086,-0.131013653,-0.133369506,-0.131013653,-2.66739E-05,-0.002890489,4911.679469
-203.6294086,-0.129410316,-0.131829138,-0.129410316,-2.63658E-05,-0.002891815,4908.259209
-203.5794086,-0.127551378,-0.129935872,-0.127551378,-2.59872E-05,-0.002893124,4908.243439
-203.5294086,-0.125998616,-0.128077878,-0.125998616,-2.56156E-05,-0.002894414,4918.828195
-203.4794086,-0.124311366,-0.126468841,-0.124311366,-2.52938E-05,-0.002895687,4914.703298
-203.4294086,-0.122705172,-0.124694791,-0.122705172,-2.4939E-05,-0.002896943,4920.220454
-203.3794086,-0.120900597,-0.123086691,-0.120900597,-2.46173E-05,-0.002898182,4911.196989
-203.3294086,-0.119268678,-0.121362247,-0.119268678,-2.42724E-05,-0.002899404,4913.747104
-203.2794086,-0.117272388,-0.119540498,-0.117272388,-2.39081E-05,-0.002900609,4905.13215
-203.2294086,-0.115586081,-0.117664382,-0.115586081,-2.35329E-05,-0.002901795,4911.685227
-203.1794086,-0.114017094,-0.11620318,-0.114017094,-2.32406E-05,-0.002902964,4905.936914
-203.1294086,-0.112022731,-0.114495899,-0.112022731,-2.28992E-05,-0.002904117,4891.997524
-203.0794086,-0.110693141,-0.112618842,-0.110693141,-2.25238E-05,-0.002905253,4914.50358
-203.0294086,-0.108766481,-0.110867676,-0.108766481,-2.21735E-05,-0.00290637,4905.238639
-202.9794086,-0.10702675,-0.109120329,-0.10702675,-2.18241E-05,-0.00290747,4904.070178
-202.9294086,-0.105102969,-0.107383481,-0.105102969,-2.14767E-05,-0.002908553,4893.814557
-202.8794086,-0.103599797,-0.105574144,-0.103599797,-2.11148E-05,-0.002909618,4906.494772
-202.8294086,-0.101880099,-0.103983217,-0.101880099,-2.07966E-05,-0.002910665,4898.872247
-202.7794086,-0.099885725,-0.10207373,-0.099885725,-2.04147E-05,-0.002911696,4892.822326
-202.7294086,-0.098112635,-0.100367393,-0.098112635,-2.00735E-05,-0.002912708,4887.674784
-202.6794086,-0.096428243,-0.098407363,-0.096428243,-1.96815E-05,-0.002913702,4899.442515
-202.6294086,-0.094547369,-0.09639677,-0.094547369,-1.92794E-05,-0.002914676,4904.073485
-202.5794086,-0.092927831,-0.095191179,-0.092927831,-1.90382E-05,-0.002915634,4881.115642
-202.5294086,-0.091243437,-0.093165325,-0.091243437,-1.86331E-05,-0.002916576,4896.856023
-202.4794086,-0.0894856,-0.091524805,-0.0894856,-1.8305E-05,-0.002917499,4888.598233
-202.4294086,-0.087624756,-0.08991862,-0.087624756,-1.79837E-05,-0.002918406,4872.447772
-202.3794086,-0.085923193,-0.08790803,-0.085923193,-1.75816E-05,-0.002919295,4887.107156
-202.3294086,-0.084135789,-0.085882178,-0.084135789,-1.71764E-05,-0.002920164,4898.326439
-202.2794086,-0.082344568,-0.084256918,-0.082344568,-1.68514E-05,-0.002921015,4886.516792
-202.2294086,-0.080507568,-0.082552495,-0.080507568,-1.65105E-05,-0.002921849,4876.143885
-202.1794086,-0.078660075,-0.080403606,-0.078660075,-1.60807E-05,-0.002922664,4891.576341
-202.1294086,-0.077095858,-0.078998671,-0.077095858,-1.57997E-05,-0.002923461,4879.566784
-202.0794086,-0.075273163,-0.07709395,-0.075273163,-1.54188E-05,-0.002924241,4881.91113
-202.0294086,-0.073380843,-0.075388574,-0.073380843,-1.50777E-05,-0.002925004,4866.841124
-201.9794086,-0.07180995,-0.073507699,-0.07180995,-1.47015E-05,-0.002925748,4884.518963
-201.9294086,-0.069786006,-0.071733647,-0.069786006,-1.43467E-05,-0.002926474,4864.244974
-201.8794086,-0.068095889,-0.070044483,-0.068095889,-1.40089E-05,-0.002927183,4860.903102
-201.8294086,-0.066104375,-0.068065369,-0.066104375,-1.36131E-05,-0.002927874,4855.947761
-201.7794086,-0.064486744,-0.066594623,-0.064486744,-1.33189E-05,-0.002928547,4841.738067
-201.7294086,-0.062608732,-0.064865401,-0.062608732,-1.29731E-05,-0.002929204,4826.049841
-201.6794086,-0.06083659,-0.062693618,-0.06083659,-1.25387E-05,-0.002929842,4851.896509
-201.6294086,-0.059098782,-0.060967257,-0.059098782,-1.21935E-05,-0.00293046,4846.764059
-201.5794086,-0.057206461,-0.059025338,-0.057206461,-1.18051E-05,-0.00293106,4845.923983
-201.5294086,-0.055806295,-0.057334268,-0.055806295,-1.14669E-05,-0.002931642,4866.748783
-201.4794086,-0.054101873,-0.055862569,-0.054101873,-1.11725E-05,-0.002932208,4842.408228
-201.4294086,-0.051877632,-0.054053229,-0.051877632,-1.08106E-05,-0.002932758,4798.754218
-201.3794086,-0.049764984,-0.051755547,-0.049764984,-1.03511E-05,-0.002933287,4807.695733
-201.3294086,-0.048214121,-0.050051123,-0.048214121,-1.00102E-05,-0.002933796,4816.487477
-201.2794086,-0.046627014,-0.048493583,-0.046627014,-9.69872E-06,-0.002934289,4807.544769
-201.2294086,-0.044887301,-0.046616523,-0.044887301,-9.3233E-06,-0.002934764,4814.526934
-201.1794086,-0.043248687,-0.044895883,-0.043248687,-8.97918E-06,-0.002935222,4816.553719
-201.1294086,-0.041290555,-0.042882431,-0.041290555,-8.57649E-06,-0.002935661,4814.390732
-201.0794086,-0.039687233,-0.041159885,-0.039687233,-8.23198E-06,-0.002936081,4821.105931
-201.0294086,-0.037608923,-0.039016717,-0.037608923,-7.80334E-06,-0.002936482,4819.590913
-200.9794086,-0.035772875,-0.037594616,-0.035772875,-7.51892E-06,-0.002936865,4757.712524
-200.9294086,-0.033759423,-0.035418066,-0.033759423,-7.08361E-06,-0.00293723,4765.847955
-200.8794086,-0.031652499,-0.033720318,-0.031652499,-6.74406E-06,-0.002937576,4693.386824
-200.8294086,-0.030487921,-0.031997772,-0.030487921,-6.39955E-06,-0.002937904,4764.069317
-200.7794086,-0.028663318,-0.030309562,-0.028663318,-6.06191E-06,-0.002938216,4728.428216
-200.7294086,-0.026501074,-0.028269403,-0.026501074,-5.65388E-06,-0.002938509,4687.236171
-200.6794086,-0.024831941,-0.026438125,-0.024831941,-5.28763E-06,-0.002938782,4696.23709
-200.6294086,-0.022855686,-0.024835757,-0.022855686,-4.96715E-06,-0.002939038,4601.366908
-200.5794086,-0.021197998,-0.022691636,-0.021197998,-4.53833E-06,-0.002939276,4670.883556
-200.5294086,-0.019128273,-0.021154126,-0.019128273,-4.23083E-06,-0.002939495,4521.168462
-200.4794086,-0.017369483,-0.01905674,-0.017369483,-3.81135E-06,-0.002939696,4557.307136
-200.4294086,-0.015577309,-0.017097653,-0.015577309,-3.41953E-06,-0.002939877,4555.393933
-200.3794086,-0.013674497,-0.01582911,-0.013674497,-3.16582E-06,-0.002940042,4319.414134
-200.3294086,-0.011695384,-0.013466571,-0.011695384,-2.69331E-06,-0.002940188,4342.376421
-200.2794086,-0.010158826,-0.01195672,-0.010158826,-2.39134E-06,-0.002940315,4248.165617
-200.2294086,-0.008222629,-0.009967114,-0.008222629,-1.99342E-06,-0.002940425,4124.879612
-200.1794086,-0.006342709,-0.008209278,-0.006342709,-1.64186E-06,-0.002940516,3863.134809
-200.1294086,-0.004573428,-0.006145274,-0.004573428,-1.22905E-06,-0.002940588,3721.093007
-200.0794086,-0.002683013,-0.004204311,-0.002683013,-8.40862E-07,-0.002940639,3190.788413
-200.0294086,-0.000974773,-0.002701135,-0.000974773,-5.40227E-07,-0.002940674,1804.376332
-199.9794086,0.000813583,-0.000773523,0.000813583,-1.54705E-07,-0.002940691,-5258.949215
-199.9294087,0.002464594,0.001268542,0.002464594,2.53708E-07,-0.002940689,9714.280717
-199.8794087,0.004358823,0.002780302,0.004358823,5.5606E-07,-0.002940669,7838.759303
-199.8294087,0.00616435,0.004751787,0.00616435,9.50357E-07,-0.002940631,6486.349411
-199.7794087,0.007767672,0.006378,0.007767672,1.2756E-06,-0.002940575,6089.426108
-199.7294087,0.009777308,0.00833804,0.009777308,1.66761E-06,-0.002940502,5863.073818
-199.6794087,0.011736395,0.010527942,0.011736395,2.10559E-06,-0.002940407,5573.926592
-199.6294087,0.013572442,0.012005364,0.013572442,2.40107E-06,-0.002940295,5652.657347
-199.5794087,0.015264465,0.013864303,0.015264465,2.77286E-06,-0.002940165,5504.952117
-199.5294087,0.017255028,0.016171522,0.017255028,3.2343E-06,-0.002940015,5335.004223
-199.4794087,0.018939423,0.017966557,0.018939423,3.59331E-06,-0.002939844,5270.743741
-199.4294087,0.021100712,0.019634737,0.021100712,3.92695E-06,-0.002939656,5373.311604
-199.3794087,0.022942482,0.021460291,0.022942482,4.29206E-06,-0.002939451,5345.333525
-199.3294087,0.024595402,0.023456575,0.024595402,4.69132E-06,-0.002939226,5242.752232
-199.2794087,0.026724263,0.025063713,0.026724263,5.01274E-06,-0.002938984,5331.265765
-199.2294087,0.028868384,0.027688545,0.028868384,5.53771E-06,-0.00293872,5213.055446
-199.1794087,0.030553732,0.029113508,0.030553732,5.8227E-06,-0.002938436,5247.346198
-199.1294087,0.032094104,0.031191819,0.032094104,6.23836E-06,-0.002938135,5144.634828
-199.0794087,0.034319298,0.033083185,0.034319298,6.61664E-06,-0.002937813,5186.818848
-199.0294087,0.035668912,0.034788564,0.035668912,6.95771E-06,-0.002937474,5126.52838
-198.9794087,0.037849277,0.036601719,0.037849277,7.32034E-06,-0.002937117,5170.423477
-198.9294087,0.039740644,0.038461612,0.039740644,7.69232E-06,-0.002936742,5166.273868
-198.8794087,0.04159672,0.040350117,0.04159672,8.07002E-06,-0.002936347,5154.473258
-198.8294087,0.043368865,0.042225271,0.043368865,8.44505E-06,-0.002935935,5135.415873
-198.7794087,0.045195373,0.044132851,0.045195373,8.82657E-06,-0.002935503,5120.377768
-198.7294087,0.047097231,0.046163472,0.047097231,9.23269E-06,-0.002935051,5101.136173
-198.6794087,0.048772091,0.048064375,0.048772091,9.61288E-06,-0.00293458,5073.621607
